9993.17877094972,85026182.96089385,1240.2234636871508
9993.472067039105,84930745.25139664,1266.4804469273743
9993.49720670391,85213592.73743017,1265.6424581005588
9993.069832402234,85123995.53072625,1256.703910614525
9993.472067039105,84834350.83798882,1274.022346368715
9993.170391061452,84740679.05027933,1225.6983240223465
9993.17877094972,85118917.87709497,1259.217877094972
9993.061452513966,84455211.17318435,1260.6145251396647
9993.446927374302,84926927.65363128,1238.5474860335196
9993.220670391062,85029103.91061452,1268.4357541899442
9993.245810055865,84642153.0726257,1269.2737430167597
9993.195530726258,85120811.45251396,1262.0111731843576
9993.128491620111,84644598.88268156,1238.5474860335196
9993.120111731843,84643911.45251396,1283.2402234636872
9993.45530726257,85298198.04469274,1265.0837988826815
9993.572625698323,84929187.4301676,1254.4692737430169
9993.312849162012,84643661.73184358,1238.826815642458
9993.438547486034,85217647.48603351,1258.1005586592178
9993.237430167597,84739984.6368715,1250.8379888268157
9993.513966480446,85215177.65363128,1251.6759776536312
9993.245810055865,84643528.49162011,1257.8212290502793
9993.472067039105,85292020.11173184,1260.0558659217877
9993.212290502794,84740084.6368715,1267.31843575419
9993.287709497206,84740318.7150838,1262.5698324022346
9993.539106145252,84929770.11173184,1270.9497206703911
9993.388268156425,84932153.91061452,1262.8491620111731
9993.220670391062,84645882.40223464,1272.9050279329608
9993.145251396649,84451338.26815642,1249.441340782123
9993.212290502794,85028694.41340782,1255.0279329608938
9993.463687150837,85212819.83240223,1264.5251396648046
9993.329608938548,84742462.01117319,1256.4245810055866
9993.019553072625,84550029.32960893,1287.4301675977654
9993.103351955308,84455305.02793296,1263.1284916201118
9993.45530726257,84933495.25139664,1251.3966480446927
9993.480446927375,85214945.53072625,1268.7150837988827
9993.128491620111,85025409.77653632,1255.5865921787708
9993.254189944135,84643196.08938548,1248.6033519553073
9993.505586592179,85302324.30167598,1245.2513966480446
9993.45530726257,84835441.62011173,1232.68156424581
9993.17877094972,84546620.11173184,1252.2346368715084
9993.128491620111,85029800.55865921,1248.3240223463688
9993.220670391062,84740212.5698324,1267.5977653631285
9993.128491620111,84546630.16759777,1271.508379888268
9993.145251396649,84741812.29050279,1250.8379888268157
9993.145251396649,84743928.2122905,1281.8435754189943
9993.296089385474,84741239.94413407,1268.4357541899442
9993.413407821228,84836906.424581,1235.4748603351954
9993.170391061452,84453163.96648045,1270.9497206703911
9993.446927374302,85208053.35195531,1263.4078212290503
9993.203910614526,85025411.17318435,1267.5977653631285
9993.279329608938,84641846.08938548,1263.9664804469273
9993.480446927375,84837341.89944135,1252.2346368715084
9993.438547486034,84837518.7150838,1248.04469273743
9993.128491620111,84450581.2849162,1242.1787709497207
9993.40502793296,85299087.15083799,1256.703910614525
9993.22905027933,85029644.69273743,1296.3687150837989
9993.49720670391,84836664.24581006,1273.463687150838
9993.09497206704,84547865.3631285,1272.9050279329608
9993.279329608938,84740829.05027933,1265.36312849162
9993.614525139665,85209514.24581006,1260.3351955307262
9993.32122905028,84734802.23463687,1247.7653631284916
9993.203910614526,84453736.31284916,1260.3351955307262
9993.488826815643,85294379.32960893,1251.6759776536312
9993.103351955308,84450344.41340782,1253.3519553072626
9993.49720670391,84835043.29608938,1240.782122905028
9993.32122905028,85213331.84357542,1258.1005586592178
9993.170391061452,85120503.0726257,1264.804469273743
9993.522346368714,85294250.83798882,1285.195530726257
9993.379888268157,85213386.31284916,1269.832402234637
9993.505586592179,85214646.9273743,1257.2625698324023
9993.346368715083,85299074.8603352,1273.463687150838
9993.539106145252,84927199.44134079,1254.4692737430169
9993.111731843575,84550780.16759777,1261.731843575419
9993.413407821228,85215001.67597765,1263.9664804469273
9993.513966480446,85298816.75977653,1259.217877094972
9993.40502793296,84646075.41899441,1254.1899441340781
9993.438547486034,85214163.68715084,1242.1787709497207
9993.45530726257,84837217.03910615,1272.6256983240223
9993.09497206704,85125935.19553073,1257.2625698324023
9993.329608938548,84644307.82122906,1267.877094972067
9993.09497206704,85027223.74301676,1261.173184357542
9993.254189944135,85121256.1452514,1261.173184357542
9993.396648044692,84839800.83798882,1252.2346368715084
9993.296089385474,84647552.79329608,1262.2905027932961
9993.078212290502,85025051.95530726,1241.6201117318435
9993.203910614526,84742594.69273743,1257.2625698324023
9993.488826815643,84832481.0055866,1258.659217877095
9993.22905027933,84547075.1396648,1252.2346368715084
9993.036312849163,85123960.05586593,1280.7262569832403
9993.396648044692,85300154.74860336,1277.3743016759777
9993.312849162012,84735402.79329608,1246.3687150837989
9993.388268156425,84934955.86592178,1270.1117318435754
9993.17877094972,85024568.15642458,1264.5251396648046
9993.413407821228,85208951.67597765,1275.6983240223465
9993.337988826815,84642300.0,1248.04469273743
9993.488826815643,84832496.64804469,1236.8715083798882
9993.22905027933,84452953.35195531,1258.9385474860335
9992.994413407821,85024127.9329609,1257.8212290502793
9993.22905027933,84545941.34078212,1261.173184357542
9993.170391061452,85030659.77653632,1258.1005586592178
