name,fmin,fmax,kmean,kvar,betagauge000,betagauge001,betagauge002,betagauge003,betagauge004,betagauge005,betagauge006,betagauge007,betagauge008,betagauge009,betagauge010,betagauge011,betagauge012,betagauge013,betagauge014,betagauge015,betagauge016,betagauge017,betagauge018,betagauge019,betagauge020,betagauge021,betagauge022,betagauge023,betagauge024,betagauge025,betagauge026,betagauge027,betagauge028,betagauge029,betagauge030,betagauge031,betagauge032,betagauge033,betagauge034,betagauge035,betagauge036,betagauge037,betagauge038,betagauge039,betagauge040,betagauge041,betagauge042,betagauge043,betagauge044,betagauge045,betagauge046,betagauge047,betagauge048,betagauge049,betagauge050,betagauge051,betagauge052,betagauge053,betagauge054,betagauge055,betagauge056,betagauge057,betagauge058,betagauge059,betagauge060,betagauge061,betagauge062,betagauge063,betagauge064,betagauge065,betagauge066,betagauge067,betagauge068,betagauge069,betagauge070,betagauge071,betagauge072,betagauge073,betagauge074,betagauge075,betagauge076,betagauge077,betagauge078,betagauge079,betagauge080,betagauge081,betagauge082,betagauge083,betagauge084,betagauge085,betagauge086,betagauge087,betagauge088,betagauge089,betagauge090,betagauge091,betagauge092,betagauge093,betagauge094,betagauge095,betagauge096,betagauge097,betagauge098,betagauge099
00000012,0.20505,0.999908,0.969242,0.00905385,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
00000013,0.0118616,0.999825,0.996261,0.00137903,0.0525432,0.0560016,0.0581499,0.0597392,0.0610139,0.062086,0.0630162,0.0638413,0.0645854,0.0652652,0.0658926,0.0664767,0.0670242,0.0675405,0.0680299,0.068496,0.0689415,0.0693688,0.06978,0.0701769,0.0705608,0.0709331,0.0712949,0.0716471,0.0719908,0.0723265,0.0726551,0.0729772,0.0732933,0.0736039,0.0739096,0.0742107,0.0745077,0.0748009,0.0750907,0.0753774,0.0756614,0.0759428,0.076222,0.0764993,0.0767749,0.0770489,0.0773218,0.0775936,0.0778646,0.078135,0.0784051,0.0786749,0.0789449,0.079215,0.0794856,0.0797569,0.080029,0.0803022,0.0805767,0.0808527,0.0811305,0.0814103,0.0816922,0.0819767,0.082264,0.0825542,0.0828479,0.0831451,0.0834464,0.0837521,0.0840624,0.084378,0.0846991,0.0850264,0.0853603,0.0857014,0.0860505,0.0864081,0.086775,0.0871523,0.0875407,0.0879416,0.0883561,0.0887857,0.089232,0.0896971,0.090183,0.0906927,0.0912291,0.0917961,0.0923984,0.0930418,0.0937336,0.0944831,0.0953026,0.0962089,0.0972252,0.0983857,0.0997433,0.101386,0.10348,0.106396,0.111311,1
00000014,0.0392163,0.999536,0.979315,0.00525361,0.0897908,0.0919407,0.0932351,0.0941739,0.0949161,0.0955332,0.0960634,0.09653,0.0969477,0.097327,0.097675,0.0979973,0.0982981,0.0985804,0.098847,0.0990999,0.0993408,0.0995711,0.099792,0.100005,0.10021,0.100408,0.1006,0.100787,0.100969,0.101146,0.101319,0.101488,0.101654,0.101816,0.101976,0.102133,0.102288,0.10244,0.102591,0.102739,0.102886,0.103031,0.103175,0.103318,0.10346,0.103601,0.103741,0.10388,0.104019,0.104157,0.104295,0.104432,0.10457,0.104707,0.104845,0.104983,0.105121,0.105259,0.105398,0.105538,0.105678,0.105819,0.105962,0.106105,0.10625,0.106396,0.106543,0.106692,0.106844,0.106997,0.107153,0.107311,0.107471,0.107635,0.107802,0.107972,0.108146,0.108325,0.108508,0.108695,0.108889,0.109088,0.109294,0.109508,0.10973,0.10996,0.110202,0.110454,0.11072,0.111001,0.1113,0.111618,0.111961,0.112332,0.112737,0.113186,0.113689,0.114263,0.114934,0.115747,0.116783,0.118228,0.120666,1
00000015,0.701804,0.998073,0.975134,0.00362624,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000016,0.0020796,0.998776,0.862193,0.0415289,0.0894941,0.0919446,0.0934239,0.0944986,0.0953493,0.0960571,0.0966659,0.097202,0.0976822,0.0981184,0.0985189,0.09889,0.0992363,0.0995617,0.0998689,0.10016,0.100438,0.100704,0.100959,0.101204,0.101441,0.10167,0.101892,0.102107,0.102317,0.102522,0.102722,0.102918,0.103109,0.103297,0.103482,0.103664,0.103842,0.104019,0.104193,0.104365,0.104535,0.104703,0.10487,0.105035,0.105199,0.105362,0.105524,0.105686,0.105846,0.106006,0.106166,0.106326,0.106485,0.106644,0.106804,0.106963,0.107123,0.107284,0.107445,0.107607,0.107769,0.107933,0.108098,0.108264,0.108432,0.108601,0.108773,0.108946,0.109121,0.109299,0.10948,0.109663,0.109849,0.110039,0.110233,0.110431,0.110633,0.11084,0.111052,0.11127,0.111495,0.111726,0.111965,0.112213,0.11247,0.112739,0.113018,0.113312,0.113621,0.113947,0.114293,0.114663,0.115061,0.115492,0.115962,0.116483,0.117066,0.117733,0.118512,0.119456,0.120659,0.122334,0.125163,1
00000017,0.948979,0.998132,0.944266,0.00468542,0.0871689,0.0896748,0.091189,0.0922899,0.0931617,0.0938874,0.0945117,0.0950616,0.0955543,0.096002,0.0964131,0.0967941,0.0971497,0.0974838,0.0977993,0.0980988,0.0983841,0.0986571,0.098919,0.0991711,0.0994144,0.0996498,0.099878,0.1001,0.100316,0.100526,0.100732,0.100933,0.10113,0.101323,0.101513,0.1017,0.101884,0.102065,0.102244,0.102421,0.102596,0.102769,0.102941,0.103111,0.10328,0.103447,0.103614,0.10378,0.103946,0.10411,0.104275,0.104439,0.104603,0.104767,0.104931,0.105095,0.10526,0.105425,0.105591,0.105758,0.105925,0.106094,0.106264,0.106435,0.106608,0.106782,0.106959,0.107137,0.107318,0.107501,0.107687,0.107875,0.108067,0.108263,0.108462,0.108666,0.108874,0.109088,0.109306,0.109531,0.109762,0.110001,0.110247,0.110502,0.110768,0.111044,0.111332,0.111634,0.111953,0.112289,0.112646,0.113027,0.113436,0.11388,0.114365,0.114901,0.115503,0.116189,0.116993,0.117965,0.119204,0.12093,0.123845,1
00000018,0.101753,0.999535,0.976887,0.00289884,0.0876797,0.090525,0.0922492,0.0935049,0.0945006,0.0953303,0.0960448,0.0966744,0.0972391,0.0977523,0.0982239,0.098661,0.0990693,0.099453,0.0998156,0.10016,0.100488,0.100802,0.101103,0.101393,0.101673,0.101944,0.102207,0.102462,0.102711,0.102953,0.10319,0.103422,0.103649,0.103872,0.104091,0.104307,0.104519,0.104728,0.104935,0.105139,0.105341,0.10554,0.105738,0.105935,0.10613,0.106324,0.106516,0.106708,0.106899,0.107089,0.107279,0.107469,0.107658,0.107848,0.108038,0.108228,0.108418,0.108609,0.108801,0.108993,0.109187,0.109382,0.109579,0.109777,0.109976,0.110178,0.110382,0.110589,0.110798,0.111009,0.111224,0.111443,0.111665,0.111892,0.112122,0.112358,0.112599,0.112846,0.113099,0.113359,0.113627,0.113903,0.114188,0.114484,0.114791,0.11511,0.115444,0.115794,0.116163,0.116552,0.116965,0.117406,0.117881,0.118394,0.118956,0.119577,0.120273,0.121068,0.121998,0.123123,0.124557,0.126554,0.129925,1
00000019,0,0.99992,0.985505,0.00729963,0.0871689,0.0896748,0.091189,0.0922899,0.0931617,0.0938874,0.0945117,0.0950616,0.0955543,0.096002,0.0964131,0.0967941,0.0971497,0.0974838,0.0977993,0.0980988,0.0983841,0.0986571,0.098919,0.0991711,0.0994144,0.0996498,0.099878,0.1001,0.100316,0.100526,0.100732,0.100933,0.10113,0.101323,0.101513,0.1017,0.101884,0.102065,0.102244,0.102421,0.102596,0.102769,0.102941,0.103111,0.10328,0.103447,0.103614,0.10378,0.103946,0.10411,0.104275,0.104439,0.104603,0.104767,0.104931,0.105095,0.10526,0.105425,0.105591,0.105758,0.105925,0.106094,0.106264,0.106435,0.106608,0.106782,0.106959,0.107137,0.107318,0.107501,0.107687,0.107875,0.108067,0.108263,0.108462,0.108666,0.108874,0.109088,0.109306,0.109531,0.109762,0.110001,0.110247,0.110502,0.110768,0.111044,0.111332,0.111634,0.111953,0.112289,0.112646,0.113027,0.113436,0.11388,0.114365,0.114901,0.115503,0.116189,0.116993,0.117965,0.119204,0.12093,0.123845,1
00000020,0.788789,0.997553,0.961507,0.00144339,0.0928682,0.0933894,0.0936988,0.0939212,0.0940959,0.0942404,0.094364,0.0944724,0.0945692,0.0946567,0.0947369,0.094811,0.09488,0.0949446,0.0950055,0.0950632,0.095118,0.0951704,0.0952205,0.0952687,0.0953152,0.0953601,0.0954035,0.0954456,0.0954866,0.0955265,0.0955655,0.0956035,0.0956408,0.0956773,0.0957131,0.0957483,0.0957829,0.095817,0.0958506,0.0958838,0.0959166,0.0959491,0.0959812,0.096013,0.0960446,0.0960759,0.0961071,0.096138,0.0961689,0.0961996,0.0962302,0.0962607,0.0962912,0.0963217,0.0963522,0.0963827,0.0964133,0.0964439,0.0964746,0.0965055,0.0965365,0.0965678,0.0965992,0.0966308,0.0966628,0.096695,0.0967275,0.0967605,0.0967938,0.0968276,0.0968619,0.0968967,0.096932,0.0969681,0.0970048,0.0970423,0.0970806,0.0971198,0.09716,0.0972013,0.0972438,0.0972877,0.0973329,0.0973798,0.0974285,0.0974792,0.0975322,0.0975877,0.097646,0.0977077,0.0977732,0.0978431,0.0979183,0.0979997,0.0980887,0.0981871,0.0982974,0.0984234,0.0985709,0.0987494,0.0989772,0.0992948,0.0998319,1
00000021,0.641181,0.99997,0.988717,0.00271324,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
00000022,0,0.999804,0.926027,0.0254692,0.134189,0.13419,0.13419,0.13419,0.134191,0.134191,0.134191,0.134191,0.134191,0.134191,0.134191,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134192,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134193,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134194,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134195,0.134196,0.134196,0.134196,0.134196,0.134196,0.134196,0.134196,0.134197,0.134197,0.134198,1
00000023,0.244163,0.999843,0.974792,0.00688065,0.0897686,0.0919214,0.0932176,0.0941578,0.0949011,0.095519,0.0960501,0.0965173,0.0969357,0.0973155,0.097664,0.0979868,0.098288,0.0985708,0.0988378,0.099091,0.0993323,0.099563,0.0997842,0.0999971,0.100202,0.100401,0.100594,0.100781,0.100963,0.10114,0.101313,0.101483,0.101649,0.101812,0.101972,0.102129,0.102284,0.102436,0.102587,0.102736,0.102883,0.103029,0.103173,0.103316,0.103458,0.103599,0.103739,0.103878,0.104017,0.104156,0.104294,0.104432,0.104569,0.104707,0.104845,0.104983,0.105121,0.10526,0.105399,0.105539,0.105679,0.105821,0.105963,0.106107,0.106252,0.106398,0.106546,0.106695,0.106847,0.107,0.107156,0.107314,0.107475,0.107639,0.107806,0.107977,0.108151,0.10833,0.108513,0.108701,0.108895,0.109095,0.109301,0.109515,0.109737,0.109969,0.11021,0.110463,0.11073,0.111011,0.11131,0.111629,0.111972,0.112344,0.11275,0.113199,0.113702,0.114277,0.11495,0.115764,0.116802,0.118249,0.120691,1
00000024,6.008e-007,0.999858,0.966211,0.00640406,0.0897686,0.0919214,0.0932176,0.0941578,0.0949011,0.095519,0.0960501,0.0965173,0.0969357,0.0973155,0.097664,0.0979868,0.098288,0.0985708,0.0988378,0.099091,0.0993323,0.099563,0.0997842,0.0999971,0.100202,0.100401,0.100594,0.100781,0.100963,0.10114,0.101313,0.101483,0.101649,0.101812,0.101972,0.102129,0.102284,0.102436,0.102587,0.102736,0.102883,0.103029,0.103173,0.103316,0.103458,0.103599,0.103739,0.103878,0.104017,0.104156,0.104294,0.104432,0.104569,0.104707,0.104845,0.104983,0.105121,0.10526,0.105399,0.105539,0.105679,0.105821,0.105963,0.106107,0.106252,0.106398,0.106546,0.106695,0.106847,0.107,0.107156,0.107314,0.107475,0.107639,0.107806,0.107977,0.108151,0.10833,0.108513,0.108701,0.108895,0.109095,0.109301,0.109515,0.109737,0.109969,0.11021,0.110463,0.11073,0.111011,0.11131,0.111629,0.111972,0.112344,0.11275,0.113199,0.113702,0.114277,0.11495,0.115764,0.116802,0.118249,0.120691,1
00000025,0.00888232,0.999975,0.983152,0.00655861,0.0523331,0.055537,0.0575205,0.0589847,0.0601574,0.0611423,0.061996,0.0627526,0.0634345,0.0640569,0.0646311,0.0651653,0.0656658,0.0661376,0.0665846,0.06701,0.0674166,0.0678065,0.0681815,0.0685433,0.0688932,0.0692324,0.069562,0.0698828,0.0701957,0.0705013,0.0708003,0.0710933,0.0713809,0.0716634,0.0719413,0.0722151,0.072485,0.0727515,0.0730148,0.0732753,0.0735332,0.0737889,0.0740424,0.0742941,0.0745443,0.0747931,0.0750407,0.0752873,0.0755332,0.0757786,0.0760235,0.0762683,0.0765131,0.0767581,0.0770034,0.0772494,0.0774961,0.0777437,0.0779925,0.0782427,0.0784944,0.0787478,0.0790033,0.079261,0.0795212,0.0797842,0.0800501,0.0803193,0.0805922,0.0808689,0.08115,0.0814356,0.0817264,0.0820227,0.0823249,0.0826337,0.0829496,0.0832732,0.0836054,0.0839467,0.0842983,0.084661,0.0850361,0.0854247,0.0858286,0.0862493,0.086689,0.08715,0.0876353,0.0881483,0.0886931,0.0892752,0.0899009,0.0905789,0.0913203,0.0921402,0.0930596,0.0941095,0.0953378,0.0968245,0.0987195,0.101359,0.10581,1
00000026,0.00165242,0.989508,0.792647,0.0609802,0.0925584,0.0935122,0.0940805,0.0944899,0.0948121,0.0950789,0.0953074,0.095508,0.0956871,0.0958494,0.0959981,0.0961355,0.0962635,0.0963835,0.0964967,0.0966039,0.096706,0.0968034,0.0968968,0.0969865,0.097073,0.0971566,0.0972375,0.0973161,0.0973925,0.0974669,0.0975396,0.0976106,0.0976801,0.0977482,0.0978151,0.0978808,0.0979454,0.0980092,0.098072,0.098134,0.0981953,0.098256,0.098316,0.0983756,0.0984346,0.0984933,0.0985515,0.0986095,0.0986672,0.0987246,0.0987819,0.0988391,0.0988962,0.0989533,0.0990104,0.0990675,0.0991248,0.0991822,0.0992398,0.0992977,0.0993558,0.0994143,0.0994732,0.0995326,0.0995924,0.0996528,0.0997139,0.0997756,0.0998382,0.0999015,0.0999658,0.100031,0.100097,0.100165,0.100234,0.100304,0.100376,0.10045,0.100525,0.100603,0.100683,0.100765,0.10085,0.100938,0.101029,0.101124,0.101224,0.101328,0.101438,0.101553,0.101676,0.101808,0.101949,0.102102,0.102269,0.102454,0.102661,0.102897,0.103174,0.103509,0.103937,0.104533,0.105541,1
00000027,0.817587,0.99933,0.921347,0.0121854,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
00000028,0.465965,0.998124,0.964548,0.00554813,0.0876797,0.090525,0.0922492,0.0935049,0.0945006,0.0953303,0.0960448,0.0966744,0.0972391,0.0977523,0.0982239,0.098661,0.0990693,0.099453,0.0998156,0.10016,0.100488,0.100802,0.101103,0.101393,0.101673,0.101944,0.102207,0.102462,0.102711,0.102953,0.10319,0.103422,0.103649,0.103872,0.104091,0.104307,0.104519,0.104728,0.104935,0.105139,0.105341,0.10554,0.105738,0.105935,0.10613,0.106324,0.106516,0.106708,0.106899,0.107089,0.107279,0.107469,0.107658,0.107848,0.108038,0.108228,0.108418,0.108609,0.108801,0.108993,0.109187,0.109382,0.109579,0.109777,0.109976,0.110178,0.110382,0.110589,0.110798,0.111009,0.111224,0.111443,0.111665,0.111892,0.112122,0.112358,0.112599,0.112846,0.113099,0.113359,0.113627,0.113903,0.114188,0.114484,0.114791,0.11511,0.115444,0.115794,0.116163,0.116552,0.116965,0.117406,0.117881,0.118394,0.118956,0.119577,0.120273,0.121068,0.121998,0.123123,0.124557,0.126554,0.129925,1
00000029,0,0.999504,0.990028,0.00145612,0.0895822,0.0913598,0.0924268,0.0931992,0.0938089,0.0943152,0.0947499,0.095132,0.095474,0.0957842,0.0960687,0.0963321,0.0965777,0.0968082,0.0970258,0.0972321,0.0974285,0.0976163,0.0977963,0.0979695,0.0981365,0.098298,0.0984545,0.0986065,0.0987544,0.0988985,0.0990392,0.0991768,0.0993116,0.0994438,0.0995735,0.0997012,0.0998268,0.0999506,0.100073,0.100193,0.100313,0.100431,0.100548,0.100663,0.100778,0.100893,0.101006,0.101119,0.101232,0.101344,0.101456,0.101567,0.101679,0.10179,0.101902,0.102013,0.102125,0.102237,0.10235,0.102463,0.102577,0.102691,0.102806,0.102923,0.10304,0.103158,0.103277,0.103398,0.103521,0.103645,0.103771,0.103899,0.104029,0.104161,0.104296,0.104434,0.104575,0.104719,0.104867,0.10502,0.105176,0.105337,0.105504,0.105677,0.105856,0.106043,0.106238,0.106443,0.106658,0.106885,0.107127,0.107384,0.107661,0.107961,0.108289,0.108652,0.109059,0.109523,0.110067,0.110724,0.111563,0.112732,0.114707,1
00000030,0.117232,0.999956,0.997528,0.00105313,0.0525432,0.0560016,0.0581499,0.0597392,0.0610139,0.062086,0.0630162,0.0638413,0.0645854,0.0652652,0.0658926,0.0664767,0.0670242,0.0675405,0.0680299,0.068496,0.0689415,0.0693688,0.06978,0.0701769,0.0705608,0.0709331,0.0712949,0.0716471,0.0719908,0.0723265,0.0726551,0.0729772,0.0732933,0.0736039,0.0739096,0.0742107,0.0745077,0.0748009,0.0750907,0.0753774,0.0756614,0.0759428,0.076222,0.0764993,0.0767749,0.0770489,0.0773218,0.0775936,0.0778646,0.078135,0.0784051,0.0786749,0.0789449,0.079215,0.0794856,0.0797569,0.080029,0.0803022,0.0805767,0.0808527,0.0811305,0.0814103,0.0816922,0.0819767,0.082264,0.0825542,0.0828479,0.0831451,0.0834464,0.0837521,0.0840624,0.084378,0.0846991,0.0850264,0.0853603,0.0857014,0.0860505,0.0864081,0.086775,0.0871523,0.0875407,0.0879416,0.0883561,0.0887857,0.089232,0.0896971,0.090183,0.0906927,0.0912291,0.0917961,0.0923984,0.0930418,0.0937336,0.0944831,0.0953026,0.0962089,0.0972252,0.0983857,0.0997433,0.101386,0.10348,0.106396,0.111311,1
00000031,0.0369186,0.999891,0.969467,0.00614789,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
00000032,0.981134,0.996536,0.798789,0.0198263,0.0896452,0.0914142,0.092476,0.0932445,0.0938511,0.0943549,0.0947874,0.0951676,0.0955078,0.0958164,0.0960995,0.0963615,0.0966058,0.0968352,0.0970516,0.0972568,0.0974522,0.097639,0.0978181,0.0979904,0.0981565,0.0983172,0.0984729,0.098624,0.0987711,0.0989145,0.0990545,0.0991914,0.0993254,0.0994569,0.099586,0.0997129,0.0998379,0.099961,0.100083,0.100202,0.100321,0.100439,0.100555,0.10067,0.100784,0.100898,0.101011,0.101123,0.101235,0.101347,0.101458,0.101569,0.10168,0.101791,0.101902,0.102013,0.102124,0.102236,0.102348,0.10246,0.102573,0.102687,0.102802,0.102917,0.103034,0.103151,0.10327,0.10339,0.103512,0.103635,0.103761,0.103888,0.104017,0.104149,0.104283,0.104421,0.104561,0.104704,0.104851,0.105003,0.105158,0.105319,0.105485,0.105657,0.105835,0.106021,0.106215,0.106418,0.106632,0.106858,0.107098,0.107355,0.10763,0.107929,0.108255,0.108616,0.10902,0.109482,0.110022,0.110677,0.111511,0.112673,0.114637,1
00000033,0.746047,0.998289,0.978833,0.00182704,0.0876797,0.090525,0.0922492,0.0935049,0.0945006,0.0953303,0.0960448,0.0966744,0.0972391,0.0977523,0.0982239,0.098661,0.0990693,0.099453,0.0998156,0.10016,0.100488,0.100802,0.101103,0.101393,0.101673,0.101944,0.102207,0.102462,0.102711,0.102953,0.10319,0.103422,0.103649,0.103872,0.104091,0.104307,0.104519,0.104728,0.104935,0.105139,0.105341,0.10554,0.105738,0.105935,0.10613,0.106324,0.106516,0.106708,0.106899,0.107089,0.107279,0.107469,0.107658,0.107848,0.108038,0.108228,0.108418,0.108609,0.108801,0.108993,0.109187,0.109382,0.109579,0.109777,0.109976,0.110178,0.110382,0.110589,0.110798,0.111009,0.111224,0.111443,0.111665,0.111892,0.112122,0.112358,0.112599,0.112846,0.113099,0.113359,0.113627,0.113903,0.114188,0.114484,0.114791,0.11511,0.115444,0.115794,0.116163,0.116552,0.116965,0.117406,0.117881,0.118394,0.118956,0.119577,0.120273,0.121068,0.121998,0.123123,0.124557,0.126554,0.129925,1
00000034,1.1e-009,0.998752,0.978159,0.0072569,0.087185,0.0896888,0.0912018,0.0923017,0.0931727,0.0938978,0.0945216,0.0950709,0.0955632,0.0960105,0.0964212,0.0968018,0.0971571,0.0974909,0.0978062,0.0981053,0.0983905,0.0986632,0.0989248,0.0991767,0.0994198,0.0996549,0.0998829,0.100104,0.10032,0.10053,0.100736,0.100937,0.101134,0.101327,0.101516,0.101703,0.101887,0.102068,0.102247,0.102424,0.102598,0.102771,0.102943,0.103113,0.103281,0.103449,0.103616,0.103781,0.103947,0.104111,0.104276,0.10444,0.104603,0.104767,0.104931,0.105095,0.10526,0.105425,0.105591,0.105757,0.105925,0.106093,0.106263,0.106434,0.106606,0.106781,0.106957,0.107135,0.107315,0.107498,0.107684,0.107873,0.108064,0.10826,0.108459,0.108663,0.108871,0.109084,0.109302,0.109526,0.109757,0.109996,0.110242,0.110497,0.110762,0.111038,0.111326,0.111628,0.111946,0.112281,0.112638,0.113019,0.113428,0.113871,0.114356,0.114892,0.115492,0.116178,0.116981,0.117952,0.11919,0.120915,0.123826,1
00000035,1e-010,0.998819,0.988641,0.00249378,0.0852132,0.0883766,0.0903004,0.0917045,0.0928196,0.0937501,0.0945522,0.0952597,0.0958947,0.0964723,0.0970034,0.0974959,0.0979562,0.098389,0.0987981,0.0991866,0.0995571,0.0999118,0.100252,0.10058,0.100897,0.101203,0.101501,0.10179,0.102071,0.102346,0.102614,0.102877,0.103134,0.103387,0.103635,0.103879,0.10412,0.104357,0.104592,0.104823,0.105052,0.105279,0.105504,0.105727,0.105948,0.106168,0.106387,0.106605,0.106822,0.107038,0.107254,0.10747,0.107685,0.107901,0.108116,0.108333,0.108549,0.108766,0.108984,0.109204,0.109424,0.109646,0.109869,0.110095,0.110322,0.110552,0.110784,0.111019,0.111257,0.111498,0.111743,0.111992,0.112245,0.112503,0.112766,0.113034,0.113309,0.11359,0.113878,0.114174,0.114479,0.114794,0.115119,0.115456,0.115806,0.11617,0.116551,0.11695,0.117369,0.117813,0.118284,0.118787,0.119328,0.119913,0.120553,0.121261,0.122054,0.12296,0.12402,0.125302,0.126936,0.129211,0.13305,1
