,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,16725.686165323637,16507.464036527814,16369.55949955681,16314.222273917416,16640.308993141978,16721.640349520592,7589.921118576816,8164.9181598103505,8862.672786018074,9649.233010577409,19304.829289631787,20072.64112932929,21724.34295373925,24110.81248313551,27257.35896019261,30817.63667211146,41121.18749092529,58122.86939859719,104824.10484004868,104824.21260269785,4237.208105856691,4128.8749806175865,4058.6661513203294,4325.691132970429,3480.394003180629,5008.401001733236,7183.232506762957,13466.968704434203,20649.382868902187,32884.20084893513,6226.520056008178,6905.996489576218,6478.659927684377,6611.22381493593,5916.175708272016,6976.834529484601,4465.996744904754,5305.198253589208,2710.9021426558506,4919.061783363877,16313.969227526555,16626.980044535823,9649.339203709287,24109.19443749169,30825.765385220122,102674.14427002404,4284.01038935508,20584.868909227323,6596.041711004679
ep_02,1847865.1443776598,0.0,787.2242292084788,1574.5641094406303,2361.7224931564597,3148.5055405687813,3939.4814977762558,4766.763589902363,5547.447436210888,6330.126161062036,7113.9212501061575,1164642.4351981285,1743488.9363017173,2314298.1747670895,2968984.244568435,3828119.9568242137,4781049.554843645,7500602.44972736,10661888.046177069,19001880.23845623,19001880.239130467,1586762.2880464972,2290598.1237886525,3129342.888654901,4073461.5682379655,3253950.7701412444,4279969.608564659,6677448.084622216,10025989.885201542,25278515.60057376,39487751.00402584,673089.975647319,673750.7373133039,748140.8092113176,791645.6128556351,1055387.2345186544,1054091.7220010997,928949.3115674071,768835.8602495862,1576982.143752367,1907778.0458533438,2361.756353174599,3148.6947613014336,7113.94182305469,2968984.244964615,4781049.554429301,18894217.476884197,4081073.6878657024,25173545.791397035,791645.6043421472
ep_03,1847864.2661626835,787.2242292084788,0.0,787.4555057778911,1574.5231657288332,2361.315816264528,3153.219900730741,3987.914335470067,4766.146735933107,5547.344850627128,6330.16344618553,1164642.8205632302,1743489.1066503855,2314298.4152979646,2968984.4181847293,3828120.0327661214,4781049.626429933,7500602.489927284,10661888.079047807,19001880.25523087,19001880.25582817,1586762.3151352664,2290598.1080634524,3129342.8295906917,4073461.5172802145,3253950.57333813,4279969.588437223,6677448.04869831,10025990.00652284,25278515.568854757,39487750.97703879,673092.2231310034,673752.459346718,748142.7390200816,791647.6105220217,1055388.48928657,1054092.9902130996,928949.3357537865,768836.9256289324,1576981.706234131,1907777.343828314,1574.573953962203,2361.5681114454,6330.1865663279,2968984.4185809093,4781049.62601559,18894217.500328884,4081073.6275005084,25173545.768807188,791647.6020085552
ep_04,1847863.7233404235,1574.4686053993867,787.2645223999617,0.0,787.5022999201494,1574.0985824997933,2361.321741635914,3212.491397509428,3987.093305339634,4766.018772395598,5547.402489852938,1164643.738057643,1743489.6324592184,2314298.9234538116,2968984.800374605,3828120.269535327,4781049.82684115,7500602.612571906,10661888.169957869,19001880.304619297,19001880.305144917,1586762.7327797282,2290598.362887289,3129342.96853614,4073461.6184520004,3253950.566975993,4279969.71302248,6677448.1055665305,10025990.189644976,25278515.56165282,39487750.96574637,673095.3913081344,673755.1011751726,748145.4922119217,791650.3869010966,1055390.3312155835,1054094.8460045818,928950.0269457168,768838.7969168707,1576981.6617084537,1907776.9666451525,787.6581401541499,1574.1149675281756,5547.429253904061,2968984.800446495,4781049.826806252,18894217.556583326,4081073.718985032,25173545.770838156,791650.3807207647
ep_05,1847863.5158708175,2361.712208161298,1574.5077386007658,787.5276767821426,0.0,787.1038757253817,1574.4567038296916,2446.257242190702,3212.2212095932177,3987.0788689868846,4766.02570394085,1164645.1877127201,1743490.5137496772,2314299.699645907,2968985.391646045,3828120.6696849666,4781050.158058434,7500602.818038745,10661888.319085456,19001880.38662304,19001880.38704903,1586763.5410255583,2290598.888291925,3129343.3055890445,4073461.871787738,3253950.7511094883,4279969.9825371215,6677448.255275106,10025990.434600068,25278515.578964803,39487750.97014687,673099.4802741123,673758.6628961432,748149.0841815682,791653.9548136814,1055392.7604711254,1054097.2902523167,928951.3854884084,768841.4745264151,1576982.010148467,1907776.914315613,5.517227724936762,787.285982100496,4766.036299195857,2968985.392033841,4781050.157986959,18894217.645599104,4081073.9623523857,25173545.79748116,791653.9438422885
ep_06,201340.85468668042,683.5774038689016,512.7735800111002,342.1228501798971,172.00353757771677,0.0,171.3758883484884,359.35321161273544,523.4943557292241,691.6714636437956,861.2239968363492,120611.5504791937,179764.95113385943,239325.3643476912,306878.27853746124,395324.9622291522,494559.55955588905,774262.3354986303,1100514.911564388,1957583.2157416742,1957583.2374917995,172818.81104663332,249474.15678366038,340822.9068752196,443648.3162876649,354227.8332392738,465673.6524873738,726487.3524555014,1090268.7133588153,2753125.1466216613,4300676.238058745,73529.9283174673,73599.8424057938,81410.59135036568,86152.31297142476,114887.38146825481,114746.59740066562,101046.76972111901,83571.20553695725,171781.15903632448,207751.57967106465,172.48057224928556,6.650896001809899,861.359429056243,306878.27898683306,494559.55929461017,1949870.4321650234,444477.35002262326,2741692.7976648943,86152.27223126286
ep_07,201340.8771434407,855.188136951818,684.5565941868384,514.2416202069314,344.7694675098217,173.2285919897904,0.0,228.91121834500933,366.6816770808396,528.2170689820306,696.243241037868,120612.68294219712,179765.6321003148,239325.87157518536,306878.64066259266,395325.19860585174,494559.7327661728,774262.4363304665,1100514.9755462643,1957583.2479177287,1957583.2652687083,172819.56743820995,249474.63331104658,340823.21449273033,443648.5299697882,354228.03681028803,465673.8273993666,726487.443802767,1090268.8085685968,2753125.157239692,4300676.240722348,73532.34765499902,73601.97932204918,81412.81694961985,86154.35752219897,114888.55803182656,114747.7052862871,101047.50980750352,83572.29505203496,171781.35019192126,207751.59246789437,345.5313548581628,171.62208406028765,696.8385112796658,306878.64171429555,494559.7324130404,1949870.463414734,444477.5605242036,2741692.8110749945,86154.24535098604
ep_08,941304.5688428049,5212.472758033183,4578.708418813579,4008.831649582885,3430.6304629235187,3085.947692867863,2796.574846852629,0.0,811.866088617321,1620.2660462559088,2253.711728446937,533610.803171354,790985.5830336309,1056936.6673457131,1354454.9191987799,1742882.7027982161,2184909.121497991,3411782.559379855,4848992.1571138315,8604504.986928342,8604504.980324522,808356.570634932,1166907.3212769292,1594186.5314569864,2075147.684191143,1655387.4693021702,2175600.5060636597,3394296.977525442,5091729.87377316,12877633.547158135,20116243.829750992,342694.1900934727,343024.01243703667,380468.8316345981,402665.1720692432,536121.43497875,535463.1143739651,472035.2630210973,390076.556528553,802536.0386103817,970599.3528543446,3427.8066919166577,3086.0539652825837,2256.281254718003,1354454.993955996,2184909.1402132753,8589251.085149897,2079025.3739641912,12824160.375395646,402663.5083353395
ep_09,941316.3614308235,8709.592630604471,8277.90675024764,7898.46025650105,7581.417668961777,7351.457658324496,6612.520711007273,1252.3494484797045,0.0,855.8786652562928,1554.4615501102035,533659.4072711185,791018.1968309995,1056961.4300248495,1354474.0946615401,1742895.6656564043,2184918.1446155533,3411783.606620459,4848992.910212661,8604505.779083261,8604505.783434505,808369.0010576895,1166915.8695658173,1594192.6687887737,2075152.4054557316,1655393.2883859742,2175605.3250613706,3394299.68477892,5091731.937808718,12877634.267630922,20116244.279713754,342727.4027808682,343056.2561180394,380507.67375455453,402702.331642763,536142.728405812,535485.1056966,472055.23430171004,390102.5734616635,802547.690835224,970608.3974762158,7597.968923359101,7115.954309444655,1569.7558573950198,1354473.715875375,2184918.8287971476,8589252.29993332,2079030.0838949436,12824161.116974002,402696.6891039877
ep_10,941309.4846644251,6675.324287065338,6008.221746543607,5361.504236706222,4754.9849174642395,4208.313894793571,3634.0769646020676,1638.1171283178992,785.498458670364,0.0,836.3120466116887,533627.6592896804,790996.6023635727,1056945.3152557558,1354461.4438933968,1742887.5129818448,2184912.8961745356,3411784.831320912,4848993.785295451,8604505.907980423,8604505.918280032,808365.8977566665,1166913.6570637906,1594190.9788281352,2075151.0909803216,1655391.2928742885,2175603.907233478,3394299.067253843,5091731.785448513,12877634.015028346,20116244.10545112,342723.9756897854,343051.8952252593,380498.9247662257,402694.3254460392,536139.8931073631,535481.7571813012,472051.2984263508,390099.6604814817,802543.794187742,970604.5294641121,4758.383975055557,4176.205717032061,870.4175763842326,1354461.4378164294,2184912.957080888,8589252.067154255,2079028.7335917407,12824160.880544001,402692.1098746841
