,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,17172.289011636116,16779.03348028209,16529.3807883951,16430.154147505964,16692.751707088202,16868.28069219844,8244.98249096959,9212.071925720591,10338.401790449492,11571.515926566934,19527.143090099307,20369.167416641656,22236.997346391334,24489.719923367702,27907.28906369172,31142.88590810166,40996.67595446874,57808.91939552843,104699.83106733029,104699.96877863393,5237.008397436916,5065.196622206506,4862.252857473434,5054.208507567417,3824.475875452104,5671.603166852201,7523.495475849656,14341.48162721759,20421.9988716145,32429.194216316977,8276.789737043775,8551.674287952363,8434.957704983677,8677.409814034518,7806.125217496576,8771.931008429445,5362.1998049904605,6834.742255835074,3121.142172637009,5147.9101795589495,16429.88635413811,16679.538758197225,11571.607165722133,24488.110146507628,31149.505043674122,102253.13976255608,4985.876583261341,20377.77569138724,8665.8772205217
ep_02,1819686.9429164566,0.0,812.8646869456115,1625.824248183367,2438.7123945644894,3251.2488370930014,4070.4558175292514,4919.063307745359,5724.788616444936,6533.11445622586,7342.78991594163,1124706.23975344,1652962.844309486,2209812.7779584867,2842721.5430808165,3692709.7509418335,4533980.065684026,7134359.6891464535,10044446.514998028,18072721.504918728,18072721.50563735,1562326.8546849065,2255286.7501637973,3081536.5039117653,4011264.0923151555,3202465.084194548,4211196.879699356,6571193.697871,9861990.716956554,24894786.156430304,38885604.703983694,662341.3704272726,663110.6941021502,736377.1918365292,779217.0691629294,1038248.007487131,1036865.3545930752,913280.9959909115,755434.1035516722,1552096.7216057216,1877439.5276149227,2438.7435296511762,3251.268586714467,7342.792828294575,2842721.5436660815,4533980.061432976,17902948.79767687,4018743.990766686,24778924.91694071,779217.0512590923
ep_03,1819685.9931753925,812.8646869456115,0.0,813.0544189237581,1625.9068690999895,2438.4169726330574,3259.19789144779,4114.2524116920695,4917.478600453534,5724.375737364018,6533.143105386737,1124706.6735216454,1652962.9867681786,2209813.057749493,2842721.7045327816,3692709.8382323575,4533980.149058841,7134359.739422915,10044446.566659613,18072721.51719286,18072721.517828297,1562326.883252346,2255286.732453241,3081536.4397274153,4011264.036965595,3202464.866223905,4211196.860990231,6571193.658577514,9861990.848789759,24894786.121955764,38885604.674531944,662343.8061397907,663112.5602798146,736379.2822736194,779219.2322994068,1038249.3629694179,1036866.7355731262,913281.0192339899,755435.2612620053,1552096.248051926,1877438.7673223852,1625.95356852511,2438.443305611729,6533.146378664909,2842721.705118046,4533980.144807791,17902948.825561106,4018743.92521529,24778924.891858697,779219.2143956195
ep_04,1819685.4065238524,1625.750916795945,812.9077718986907,0.0,813.1689545369937,1625.5549023115775,2438.4182762198448,3312.3376994745236,4112.176476589344,4916.977807896159,5724.43572054405,1124707.6948120277,1652963.5289881343,2209813.6363813695,2842722.098252121,3692710.104005503,4533980.373900101,7134359.882090488,10044446.684095046,18072721.56602103,18072721.566588063,1562327.3347192581,2255287.00770201,3081536.5899389363,4011264.146331044,3202464.8545694747,4211196.998891744,6571193.7198088635,9861991.047604179,24894786.11402222,38885604.662072346,662347.2393681778,663115.4228214729,736382.2645962415,779222.2386674703,1038251.3548282519,1036868.752618758,913281.7657680184,755437.2933893453,1552096.2001964275,1877438.3589568613,813.343150240417,1625.5504642140259,5724.448492791751,2842722.098597359,4533980.3737030225,17902948.89036417,4018744.0240305695,24778924.893440973,779222.2209636206
ep_05,1819685.1828522107,2438.631084356942,1625.7849086444314,813.1381143915477,0.0,812.8689853826637,1625.9546370301305,2516.575329589977,3310.2955825543927,4111.752134827336,4916.9357344000655,1124709.3035819114,1652964.4709410118,2209814.514228999,2842722.7247252874,3692710.548285104,4533980.747960643,7134360.117587476,10044446.867319707,18072721.651386634,18072721.651846565,1562328.2089621965,2255287.575824735,3081536.9544505514,4011264.4203538997,3202465.0491522616,4211197.29393516,6571193.881460077,9861991.313329868,24894786.132617187,38885604.66659547,662351.6698066071,663119.2814242424,736386.1360277056,779226.0859094417,1038253.9828163055,1036871.4078840333,913283.2348359294,755440.1990135293,1552096.5778449934,1877438.30237814,5.2572296372388685,812.9598549127614,4916.944126362973,2842722.7248334913,4533980.74781421,17902948.992013074,4018744.287236337,24778924.92167339,779226.0795231862
ep_06,200879.77156880332,684.1545912046655,513.1791367816691,342.3463731808044,171.99853547267745,0.0,171.5372144704129,359.4901855847463,523.5713679607185,691.8498079438228,861.5686076384603,122164.08142216402,179343.25572920006,239845.77705709997,308527.4190963444,400514.11335555284,492205.9662204391,774291.7908451743,1089781.6091499468,1959897.1886346505,1959897.2113101957,172371.4465971944,248824.16492306953,339982.78481566894,442558.1849977358,353350.7780763865,464519.29611458746,724789.3924480015,1087573.283595946,2746606.8548178715,4290193.72752481,73383.67977098872,73465.93939876491,81226.21827447526,85953.68734357411,114638.24049847583,114485.92262311172,100726.73941375506,83306.06212538316,171365.06406492405,207234.0012630984,172.47458914320072,6.800921097565639,861.7018178653959,308527.4196000012,492205.96591915947,1942449.8410807403,443383.42117037525,2733824.004243667,85953.64585857862
ep_07,200879.78203731135,855.9216426821582,685.1200852793719,514.593448182199,344.9151536407257,173.3501701672226,0.0,228.5092543667528,366.3212707753637,527.9759213793659,696.1890256911616,122165.20305925986,179343.92394980713,239846.28308046662,308527.7666321079,400514.34407574555,492206.13721350144,774291.8899424254,1089781.6750473175,1959897.2172777383,1959897.235305106,172372.20545850912,248824.64148826938,339983.0913825447,442558.39689211076,353350.9774615526,464519.4680447763,724789.4808307589,1087573.3758885479,2746606.864416337,4290193.72942439,73386.09379950065,73468.0672067215,81228.40689713827,85955.69115610627,114639.39767938993,114487.01008064306,100727.45734325584,83307.11607985935,171365.23924004118,207234.00030278656,345.6098996166759,171.7870604804866,696.7313454920663,308527.76760902203,492206.136856606,1942449.870751881,443383.6299234027,2733824.0164620616,85955.58418827616
ep_08,950553.2539869727,5572.927019506277,4934.229721360844,4368.288981467332,3791.641747075392,3459.4185926900705,3183.448127756785,0.0,852.7599411085322,1701.4573627468042,2343.6170312176155,546590.8496656345,798960.9331331004,1069991.3518172367,1376190.2123731426,1781859.1911420824,2197632.2793395794,3453439.5350877848,4854575.671866362,8714471.09153145,8714471.08336646,816161.6154908836,1178154.0730470128,1609777.9863776925,2095459.3200060592,1671436.9672248748,2196751.677402413,3427835.471892921,5141348.006778362,13004849.807174863,20313547.94433263,345883.04507911904,346278.7452457669,384265.41390223225,406667.0497620871,541372.5677323294,540649.3445516153,476304.0177181671,393594.5205292655,810255.0740404361,979908.3677887396,3788.5102251962053,3459.5278271896154,2346.637108488857,1376190.3032803533,2197632.291427408,8653828.818312086,2099366.623474813,12944325.840034911,406665.0134271067
ep_09,950569.347419477,9916.623285950103,9508.347712088404,9152.462548733614,8859.265661991963,8672.581451171505,7794.616980742957,1418.9094321708271,0.0,914.9046646175783,1629.5436977270217,546656.7836966052,799005.7492881095,1070025.3191513598,1376216.3694668852,1781876.747671123,2197644.7026899094,3453440.6643424765,4854576.514178778,8714472.05291144,8714472.057747282,816177.8282454008,1178165.2372293554,1609786.0202735423,2095465.5032241342,1671444.6619821945,2196758.0225527524,3427839.002933758,5141350.639952172,13004850.760475496,20313548.542540662,345925.47689254803,346320.1253714271,384315.7743437497,406715.18079558824,541399.9063156529,540677.699210393,476329.9694223653,393627.91909682786,810270.4654463604,979920.4711377433,8877.907580877107,8360.343914784251,1647.2157266804284,1376215.8366286447,2197645.5131939566,8653830.398772957,2099372.7982523697,12944326.816674503,406707.9940193208
ep_10,950558.5651712542,7077.709516112792,6398.701606819457,5743.55088477648,5133.5129205738085,4584.913894293746,4007.0168578687344,1714.7695520249401,818.971604241475,0.0,871.6789370072878,546608.9004545994,798972.6971488727,1070000.7419282014,1376197.0955372022,1781864.338821052,2197636.368056503,3453441.977965876,4854577.4846035745,8714472.051276306,8714472.062615952,816171.6249819472,1178160.8727087073,1609782.757721243,2095462.976891528,1671441.0613258826,2196755.3491323646,3427837.718732209,5141350.062710395,13004850.309887884,20313548.24016553,345915.01794670965,346308.675105291,384297.6298894392,406698.25163234497,541392.3722944708,540669.4109111481,476321.2681669379,393619.3834875771,810263.4170449587,979913.9393512624,5136.786637678923,4548.514830357837,908.0276095739258,1376197.0867109087,2197636.4332471774,8653829.882551977,2099370.2288101087,12944326.381536877,406695.7846714748
