,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,16869.353747151883,16508.502004319365,16279.671031318294,16188.660779654221,16955.929829317956,17109.14283923344,7959.347320839234,8864.07700539877,9920.858401415175,11080.3701571932,19635.402976382415,20337.178263813563,22306.91445578565,24571.408463632684,28026.051823297355,31357.914389447542,42000.95067176497,58390.818735254245,106821.2730931009,106821.40363839018,4946.758325800811,4783.40625891641,4594.58945479991,4791.584216473702,3771.6289474506616,5545.355868337944,7469.573010746753,14098.35991727304,19934.775949876595,31674.837429403193,7880.491371494792,8071.595511471584,7996.339058499419,8224.871128075403,7444.102283470355,8292.494789721339,5080.847735000445,6481.38872243979,3051.0454265089043,4830.669709097351,16188.410406401146,16943.44012761266,11080.456095046882,24569.817788259625,31365.00305199436,104461.9191829959,4726.857348679556,19882.354492242175,8212.622709118237
ep_02,1999653.6178825814,0.0,859.5024712501502,1719.3712442050894,2578.5609923682046,3440.2061941666716,4301.914512875577,5199.889442814584,6052.358700295599,6907.241853510968,7763.352722653657,1267704.2205393286,1892869.344971337,2554663.8284003707,3231938.3664288316,4230114.756255831,5177141.472858881,8206852.791221292,11488787.1791011,20773953.52254782,20773953.52320807,1716900.9295196868,2478291.20466449,3386097.259749454,4407984.851911641,3520316.128312575,4630455.814620312,7226264.6501456695,10849355.282972034,27356072.174348768,42724103.4591691,728295.8251485887,728951.0585472573,809102.3882815028,856775.6000608525,1141705.8877867332,1140796.3400289821,1003639.4710236407,831034.8225173497,1705775.7172185695,2063424.9023310638,2578.5926605563814,3443.868656052204,7763.36392535761,3231938.3673370313,5177141.472584008,20534851.26631644,4416296.835487632,27220480.43106133,856775.5875985615
ep_03,1999652.651974155,859.5024712501503,0.0,860.2348406941044,1719.0853093832566,2581.369987060101,3443.4621867578585,4348.797285963484,5198.72527238961,6052.123565118444,6907.269078639697,1267704.6509855292,1892869.551385107,2554664.0702815405,3231938.599038286,4230114.810820019,5177141.537399863,8206852.831678453,11488787.221401999,20773953.54224966,20773953.54283419,1716900.958580632,2478291.186782582,3386097.194399176,4407984.795504827,3520315.9084111364,4630455.7948027775,7226264.613314898,10849355.417838352,27356072.139195014,42724103.42932336,728298.3016968559,728952.9585036901,809104.51585004,856777.7979694078,1141707.2696949109,1140797.7437211794,1003639.4884233876,831036.0018535344,1705775.2354391871,2063424.1295620084,1719.1328100672326,2586.24895782497,6907.281669799057,3231938.599946486,5177141.5371249905,20534851.29668225,4416296.768675432,27220480.405737158,856777.7855071488
ep_04,1999652.0554995057,1719.0242811157843,859.5411478284758,0.0,859.7673760013672,1719.700625308071,2579.065584576288,3500.228411134148,4347.15624518213,5198.437794463639,6052.172058233552,1267705.6641640398,1892870.148070286,2554664.6010730495,3231939.059980449,4230115.038784372,5177141.7437731465,8206852.961824799,11488787.327882377,20773953.597506423,20773953.59802209,1716901.4178650596,2478291.466949256,3386097.347128674,4407984.906659864,3520315.8983163643,4630455.934230447,7226264.678630348,10849355.620739644,27356072.131043956,42724103.41676723,728301.7924477566,728955.8717561904,809107.5437928679,856780.8471302205,1141709.2985138837,1140799.7937810645,1003640.241281794,831038.069397693,1705775.1867006212,2063423.7147716803,859.9163917034228,1719.7324021169488,6052.196403322593,3231939.060077428,5177141.743758828,20534851.363029495,4416296.869101395,27220480.407550205,856780.8401560612
ep_05,1999651.8284570158,2578.5428191142487,1719.0580500902468,859.7805370178788,0.0,860.86783092022,1719.9341510876225,2660.8597248653004,3499.7794575735884,4347.111379267965,5198.4418868738185,1267707.2601359524,1892871.1350683556,2554665.42136387,3231939.749895603,4230115.442684823,5177142.093759498,8206853.182333245,11488787.498790218,20773953.688330308,20773953.68874872,1716902.307513509,2478292.045262014,3386097.718152438,4407985.185453947,3520316.09814607,4630456.2335398635,7226264.8462601425,10849355.891787885,27356072.149898756,42724103.42150276,728306.2977188285,728959.7986244331,809111.4983437804,856784.7702316022,1141711.9746034537,1140802.4927889062,1003641.7308077096,831041.0266051132,1705775.5710798143,2063423.658048374,5.443935426147389,861.2427689333031,5198.449850117334,3231939.7501004883,5177142.093749015,20534851.465318497,4416297.1368655125,27220480.436501198,856784.7623240786
ep_06,191443.52523603468,663.783485433898,497.75479587765915,331.85712379660504,166.42670857274393,0.0,166.5828530615649,350.04583364587376,509.20341831965953,672.570139307539,837.3390905630381,115372.20020600957,171790.49786627654,231869.9392665257,293876.1954065444,383510.49601621187,470563.44236893434,744947.3355965426,1042924.0362183771,1882022.7682684101,1882022.7896286608,164279.783743681,237130.94381388277,323991.7647296065,421768.4132075828,336701.1867446253,442627.76953226357,690713.388133612,1036510.062888398,2617498.2538379147,4087949.758163619,69973.54244368299,70032.69205109606,77350.93270896706,81915.84740112454,109222.17093844461,109135.00739434487,95911.72998930974,79362.69644405825,163278.29596319803,197441.7349008859,166.92429658022007,7.309087826559987,837.4791552562617,293876.19589802285,470563.442124091,1862643.5413628912,422563.7101096815,2604524.5481513217,81915.80375709948
ep_07,191443.56815560174,830.7810770387168,664.976541318722,499.48550393795875,334.92707894510045,168.87253410270668,0.0,233.12206382889124,361.03227909352535,516.0899717878069,678.8112236557721,115373.32267968879,171791.17771841816,231870.42982751655,293876.56535436155,383510.71890681866,470563.6107201503,744947.435432059,1042924.1029667082,1882022.8016700838,1882022.8187308658,164280.55533152865,237131.4312791897,323992.0806998827,421768.633467459,336701.3987254238,442627.9527891633,690713.4849541861,1036510.1614421256,2617498.2656556135,4087949.76163128,69975.99216841301,70034.86232293349,77353.23463027376,81917.96223448835,109223.37277350554,109136.14571921669,95912.50254942957,79363.82855461299,163278.5073555088,197441.76544603033,335.67558037131823,166.93042263478256,679.4152212052387,293876.56636966567,470563.6103233486,1862643.5754497207,422563.9271791775,2604524.5627095704,81917.8417668145
ep_08,927090.3528565799,6107.813349684635,5565.817169399051,5107.502084770158,4638.415770582094,4455.335466386782,4256.752397928675,0.0,850.6263168332858,1696.6951765589993,2275.8409031449023,526381.333366313,780845.4870101749,1054026.8837756289,1339191.8928359621,1740684.7222179684,2143194.6701564305,3386747.4695288604,4741876.972717897,8533551.501345502,8533551.490457684,796069.264973294,1149089.3413834886,1569998.358327838,2043803.6647871134,1629891.2375608932,2142096.454605368,3342964.8580659903,5014236.73261572,12683872.434821455,19809389.06621535,337448.7197378465,337743.3283246912,374482.1047081736,396620.7463674185,527792.7173070841,527368.4029971971,464118.4103667521,383691.3473976589,790038.4735013571,955398.5118068143,4635.311704530092,4456.85534509007,2279.715740281324,1339192.0106120063,2143194.690202798,8459871.873757798,2047657.4286154758,12621005.683044367,396618.10042360786
ep_09,927102.9900097856,9453.870826520864,9049.769393616025,8698.81171428437,8406.307403889197,8217.098721872533,7576.359523805899,1282.2754993664778,0.0,885.2761792395296,1580.9205963631591,526434.0525220702,780880.8706267921,1054053.408777757,1339212.6605995235,1740698.5233274337,2143204.7421701443,3386748.5210605045,4741877.761150517,8533552.32994958,8533552.338030543,796082.4492253227,1149098.410108148,1570004.8632378485,2043808.6729547393,1629897.4099082388,2142101.5724305143,3342967.7440188336,5014238.924029679,12683873.201200143,19809389.54537676,337483.85497478105,337777.4656860548,374522.4545293685,396659.29996776726,527815.2366702714,527391.6823842213,464139.6712335275,383719.0073072087,790050.8772199879,955408.1516600058,8424.08575955296,7998.211298250642,1605.9930754604923,1339212.2643939026,2143205.262253207,8459873.179833652,2047662.4226349397,12621006.472626464,396653.38629511953
ep_10,927095.5972565936,7478.230634929271,6877.230658250264,6307.718063227175,5793.376231712466,5382.561059920761,4904.204029878185,1718.7381856755608,808.7044655317515,0.0,878.5881294508105,526399.6784455625,780857.5413684786,1054036.0793302786,1339199.019982788,1740689.699806699,2143198.6174826627,3386749.772016465,4741878.686022062,8533552.455431685,8533552.470706357,796079.0065055196,1149095.9598961985,1570002.9953190514,2043807.2225461437,1629895.2405513178,2142100.0409,3342967.065493106,5014238.739024187,12683872.925450997,19809389.355858747,337479.76767404197,337772.4146929508,374515.0427892897,396652.6256798909,527811.9963383186,527387.9536493127,464135.25843141123,383715.6124069598,790046.6187870487,955403.9585306036,5797.35298556993,5343.5632898032045,926.4334062054194,1339199.009021341,2143198.7090160274,8459872.926674085,2047660.9334949425,12621006.213256571,396649.27820216236
