,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,16974.561100479335,16776.483519184978,16650.762834856887,16599.04565138613,16871.867574609558,16945.7121251554,7501.049044442471,8027.267641999642,8672.763704560542,9404.064019256488,19231.556599892803,19921.808814677992,21823.214266430816,24213.618767182343,27788.7557796208,31213.630716089134,41740.41037889588,58466.13227093248,106447.87625364203,106448.00965583435,4282.30734928211,4175.536855407396,4116.4829049272785,4378.200111666751,3471.1248249402997,4971.015722024103,7210.294903996676,13584.190754860047,20774.454348151077,33068.661947399094,5999.136923651856,6938.304091751119,6328.283118562114,6427.057112808616,5668.713049989512,6964.615211151209,4483.6297598668925,5187.60996873691,2653.686843779638,5217.8710848577975,16598.777025591164,16859.48842097782,9404.168026877811,24212.032044734613,31219.67946603833,104694.07512538685,4340.476285476851,20693.886155722004,6410.56252714707
ep_02,3608115.4294813443,0.0,983.4097687077201,1967.1670889204356,2950.2998305462897,3932.4408264446324,4927.402960122864,5911.259418302809,6891.286069313914,7873.2484859173055,8855.868018320227,2124971.9357808707,3159930.621455476,4222888.611766241,5427981.691492041,7044180.547511522,8715147.318865785,13652844.56097437,19202288.580253284,34434514.42566859,34434514.426054165,3098228.944770194,4472810.510115899,6111272.740002143,7954533.087759889,6348122.14548734,8344437.704138656,13019634.31011746,19538134.15754854,49366017.78878597,77107841.22854742,1313486.789083561,1314775.0126780884,1459167.7600802814,1542826.4923783708,2056550.7593632473,2054751.72625213,1810722.5049340737,1496464.433244621,3076997.5980254156,3722247.850051979,2950.314323885788,3932.8482805723656,8855.881059604073,5427981.691791698,8715147.318786934,34290194.41736502,7969194.6792176645,49135386.23367002,1542826.4831301847
ep_03,3608114.7291603857,983.4097687077201,0.0,984.1046876030962,1966.9253224697188,2949.03981073843,3946.8791895470576,4930.277295737459,5909.338410104051,6890.885932202816,7873.276066616675,2124972.259600328,3159930.766162046,4222888.787706439,5427981.8339754045,7044180.619149617,8715147.378328752,13652844.59868963,19202288.613063343,34434514.4353704,34434514.435711816,3098228.966352017,4472810.497683717,6111272.693076805,7954533.047256158,6348121.990365664,8344437.688645382,13019634.282173427,19538134.254820906,49366017.76335515,77107841.20690046,1313488.58972732,1314776.3903195553,1459169.3051562281,1542828.09498949,2056551.757981761,2054752.7561288325,1810722.5247075409,1496465.2919781122,3076997.249444447,3722247.290939936,1966.9470617626696,2949.583114582911,7873.290735461642,5427981.834275062,8715147.378249899,34290194.43545858,7969194.6311583975,49135386.21548511,1542828.0857413134
ep_04,3608114.296882801,1966.8364987559244,983.4436909498934,0.0,983.6409584624637,1965.6455402247916,2949.086322265083,3947.415574281386,4927.486255571021,5908.86075148007,6890.930637225633,2124973.0384567245,3159931.216869345,4222889.192419396,5427982.154419512,7044180.82583287,8715147.548148148,13652844.706870643,19202288.69607025,34434514.47315552,34434514.47345724,3098229.300065281,4472810.70145893,6111272.804364406,7954533.128320862,6348121.987571389,8344437.788929249,13019634.328472437,19538134.401566643,49366017.75751456,77107841.19779548,1313491.126616445,1314778.503486509,1459171.5033189056,1542830.3158824688,2056553.2268006282,2054754.256180592,1810723.0783105474,1496466.7966442748,3076997.2151561948,3722246.9916343177,983.7710025338465,1965.6659150093983,6890.951778479139,5427982.154485627,8715147.54813278,34290194.48176186,7969194.704442099,49135386.21698273,1542830.3123223863
ep_05,3608114.1326276087,2950.260465740313,1966.8662765326453,983.6504868039195,0.0,982.3738533184019,1966.0825394228411,2969.1142568235355,3947.0213194394055,4927.443999022286,5908.864868401897,2124974.2725313054,3159931.973699462,4222889.826428526,5427982.653336688,7044181.172105025,8715147.829587137,13652844.886267932,19202288.82961066,34434514.53902731,34434514.5392719,3098229.9459545882,4472811.121472471,6111273.073953299,7954533.330982057,6348122.137152362,8344438.005255064,13019634.449087193,19538134.597834185,49366017.771263845,77107841.20123233,1313494.3998521154,1314781.352280746,1459174.3743369929,1542833.1724717764,2056555.1659665238,2054756.227481774,1810724.1662653268,1496468.9478736545,3076997.495167333,3722246.9521572404,5.450448304376044,982.514787258658,5908.872153531077,5427982.653467434,8715147.82957195,34290194.556245916,7969194.899103724,49135386.23816047,1542833.16845703
ep_06,191960.238955803,708.9373567166106,532.09348760276,355.4780172901685,179.74405204192436,0.0,177.50762114388343,369.89938922762025,540.434355759935,714.8958717571446,890.7255987138642,115719.36163227305,172350.17326523823,230221.91294535552,295731.4826003359,384276.8590720895,474804.9968193431,744321.4631969184,1046937.6107066784,1879292.768984218,1879292.799162758,164753.1307433391,237847.06605771056,324973.3449802832,422990.1708910177,337747.0330122066,443978.5730083381,692688.7648863792,1039678.9982130326,2625081.5047954954,4100276.9789537974,70107.04590381109,70173.03878126302,77629.51260297211,82076.49543951124,109538.39361362302,109442.96736709874,96345.44570582133,79658.99438066014,163778.12584979954,198101.05970116035,180.21203626701362,6.646190685380485,890.8552039216311,295731.4831234628,474804.9965730272,1870263.541024576,423769.80906121456,2612817.337411006,82076.45234758942
ep_07,191960.20504716077,886.6700901884205,709.9763825236938,533.6537530918592,358.2599354739562,179.48883293510207,0.0,235.0420840324031,378.1824012378268,545.6399651041505,719.911103600385,115720.62134102097,172350.92067286966,230222.44234913884,295731.856028709,384277.09736146475,474805.163663225,744321.557606979,1046937.6681518081,1879292.7929015213,1879292.8168640982,164753.99204261872,237847.60026382157,324973.68391129124,422990.4001753121,337747.2465263611,443978.74719475035,692688.8506560252,1039679.0858791675,2625081.511089904,4100276.9779754095,70109.7096320256,70175.36854867276,77631.91119224367,82078.66183548598,109539.59323265967,109444.074345424,96346.14329566337,79659.98779414206,163778.24862463976,198100.99880892938,359.04544930907633,177.83462617332384,720.5272680473023,295731.85725811933,474805.1633392305,1870263.5633505196,423770.0351483361,2612817.3464577114,82078.53673220398
ep_08,907294.3508574049,5470.568137036126,4900.031817864729,4395.544511142166,3907.197484112315,3641.9210136793813,3411.4258136742073,0.0,785.5505469702017,1567.599546698476,2201.3465618444648,515559.4916478971,764688.155256943,1022652.2657988225,1315825.6977734445,1704102.3582296227,2112813.047251752,3306217.5328127015,4649562.439129587,8324432.258011601,8324432.252583425,779081.0201272079,1124724.4830796102,1536724.1376348778,2000222.9614701534,1595619.0235429609,2096855.4018253654,3271664.606863447,4908256.679842033,12413414.156293312,19389281.20038987,330326.22303947795,330643.3502584924,366755.83422491694,387801.94054289826,516725.958127269,516273.7913329262,454971.8364488921,375843.4779437509,773518.7953866544,935629.9529735463,3905.198906502001,3642.2505825679423,2203.5383125026556,1315825.7610849314,2112813.0584012563,8297799.661064862,2003909.607352469,12355420.78840137,387800.51011946646
ep_09,907299.2506258324,6986.441744521658,6466.64686955778,5995.583339282214,5579.756783471329,5285.039181178201,4792.09774934531,933.2690272091439,0.0,785.4857630301403,1493.0041387258416,515578.79464027565,764700.9994477131,1022662.0548505865,1315833.2187447902,1704107.6095633416,2112816.966157722,3306218.566740763,4649563.194654007,8324432.771686708,8324432.776968933,779087.6115545796,1124728.9865476857,1536727.3311149525,2000225.413552148,1595621.911521426,2096857.8722888888,3271666.0546203903,4908257.899979059,12413414.511011757,19389281.415823694,330345.6229742703,330661.796863757,366775.7835005276,387821.1738214925,516738.1334730757,516286.2344951516,454982.73362073425,375858.5046126829,773524.6062416774,935634.1557036291,5588.083133182905,5192.76969421128,1507.335188916677,1315833.1232935477,2112817.0455183126,8297800.326547816,2003912.0395127307,12355421.162460633,387818.7660512764
ep_10,907299.168347167,6804.720608373231,6183.472604921993,5588.103306416234,5036.186337492654,4569.861616362171,4085.381854005537,1582.369719835952,762.6134911549609,0.0,802.0254887324128,515575.88886568544,764698.8701213286,1022660.5474671391,1315832.0149960667,1704107.0410034577,2112816.740547981,3306219.7849042737,4649564.0771256555,8324433.141646379,8324433.149981644,779090.2235015231,1124730.7334846584,1536728.5265295778,2000226.3213018659,1595622.7978080376,2096858.7496878111,3271666.666012372,4908258.562625699,12413414.615789082,19389281.470812973,330355.6370511267,330670.8666675099,366784.76874148403,387830.0030616687,516744.12767857604,516292.20736697555,454987.61654914846,375866.2507532035,773526.4272899049,935635.047576761,5038.6087331676,4546.360898388745,829.7516066833111,1315832.0086752851,2112816.78313276,8297800.612964043,2003912.9214528163,12355421.284484833,387828.2615106346
