<TRAINING LOG>
date : 20150419
Unique ID : 20150419111139
fold	cls	tt	clst	cand	no_ctrd	sigma	weight	beta_a 	beta_b	beta_a_bias	beta_b_bias	beta_a_var	beta_b_var	p_val_tr	y_min	y_max	var_max
2	0	0	2	3	3	0.502373	0.010499	2.657749	1.757025	0.014457	0.008749	0.056271	0.023101	0.452692	0.002085	0.019075	0.063095
2	0	0	2	4	3	1.004745	0.000000	3.774367	1.487385	0.044494	0.014424	0.209416	0.025252	0.357248	0.000000	0.000001	0.063095
2	0	0	3	0	4	0.062828	274969298271.909120	0.002404	0.581328	0.000322	0.221256	0.000001	0.122052	0.000000	0.000000	403238626.164825	0.063158
2	0	0	3	1	4	0.125656	8391397.041989	0.106944	2.660439	0.007778	0.266847	0.000730	0.722707	0.000000	0.000000	1642369.025411	0.063158
2	0	0	3	2	4	0.251312	256.085115	0.754951	1.761006	0.003247	0.011753	0.004208	0.032318	0.009288	0.011973	216.017906	0.063158
2	0	0	3	3	4	0.502625	0.007815	2.424232	1.566365	0.012457	0.007641	0.046033	0.019190	0.547663	0.001744	0.019080	0.063158
2	0	0	3	4	4	1.005249	0.000000	3.545620	1.302162	0.041041	0.012384	0.183595	0.019583	0.584972	0.000000	0.000001	0.063158
2	0	0	4	0	5	0.063047	208799265414.513490	0.013137	0.989219	0.000775	0.120845	0.000014	0.119648	0.000000	0.000000	1560572441.776915	0.063599
2	0	0	4	1	5	0.126094	6372047.894730	0.093715	1.380247	0.001949	0.051343	0.000228	0.078986	0.000000	0.000000	1873698.061682	0.063599
2	0	0	4	2	5	0.252187	194.459469	0.780738	1.715342	0.002806	0.009894	0.004036	0.027632	0.020359	0.014336	172.803997	0.063599
2	0	0	4	3	5	0.504375	0.005934	2.984974	1.921317	0.016521	0.009882	0.069659	0.027534	0.670414	0.001686	0.016276	0.063599
2	0	0	4	4	5	1.008750	0.000000	4.136784	1.568951	0.052947	0.016801	0.268909	0.030476	0.672728	0.000000	0.000001	0.063599
2	1	0	0	0	1	0.062738	1123789809311.160900	0.011902	0.640953	0.000595	0.071887	0.000016	0.057432	0.000000	0.000000	8620.325469	0.062977
2	1	0	0	1	1	0.125476	34295343.301732	0.058757	0.935605	0.001270	0.043026	0.000121	0.048796	0.000000	0.000000	320955.482065	0.062977
2	1	0	0	2	1	0.250952	1046.610819	0.487090	1.514803	0.002900	0.016191	0.002381	0.036681	0.000000	0.000000	325.527461	0.062977
2	1	0	0	3	1	0.501905	0.031940	2.569454	1.602297	0.020697	0.011248	0.076704	0.026126	0.231373	0.000030	0.023853	0.062977
2	1	0	0	4	1	1.003809	0.000001	5.527471	1.051680	0.350084	0.055719	2.349604	0.061872	0.003786	0.000000	0.000001	0.062977
2	1	0	1	0	2	0.063311	490298339781.034970	0.013314	0.669185	0.000759	0.080656	0.000021	0.069367	0.000000	0.000000	6397534.793206	0.064132
2	1	0	1	1	2	0.126621	14962717.888826	0.063458	0.936434	0.001213	0.039126	0.000127	0.044512	0.000000	0.000000	899580.846168	0.064132
2	1	0	1	2	2	0.253243	456.625912	0.537215	1.524207	0.003224	0.015696	0.002961	0.036644	0.000000	0.000000	256.548227	0.064132
2	1	0	1	3	2	0.506486	0.013935	2.646121	1.603388	0.022310	0.011563	0.084003	0.026267	0.365718	0.000028	0.018922	0.064132
2	1	0	1	4	2	1.012972	0.000000	5.590941	1.059921	0.363043	0.057643	2.467044	0.064556	0.005126	0.000000	0.000001	0.064132
2	1	0	2	0	3	0.063339	324654482955.224430	0.008354	0.800188	0.001259	0.233503	0.000013	0.219374	0.000000	0.000000	3040054.187876	0.064190
2	1	0	2	1	3	0.126679	9907668.547218	0.103253	1.647005	0.003503	0.091227	0.000390	0.162772	0.000000	0.000000	548237.140084	0.064190
2	1	0	2	2	3	0.253358	302.358049	0.761475	1.779847	0.003399	0.012374	0.004743	0.035167	0.030004	0.000000	174.547755	0.064190
2	1	0	2	3	3	0.506715	0.009227	3.188336	1.710346	0.033896	0.015480	0.143516	0.034149	0.260203	0.000033	0.016415	0.064190
2	1	0	2	4	3	1.013430	0.000000	5.950193	1.069250	0.469552	0.071355	3.438038	0.081729	0.003393	0.000000	0.000001	0.064190
2	1	0	3	0	4	0.062719	282201302960.409730	0.019117	5.888950	0.013051	4.623779	0.000216	27.327510	0.000000	0.000000	4350012.374808	0.062940
2	1	0	3	1	4	0.125439	8612100.310071	0.158307	2.811225	0.006552	0.161834	0.001000	0.457474	0.000000	0.000000	539984.442203	0.062940
2	1	0	3	2	4	0.250878	262.820444	0.701124	1.425655	0.002277	0.007615	0.003897	0.020772	0.013900	0.000000	169.748140	0.062940
2	1	0	3	3	4	0.501756	0.008021	3.028273	1.807297	0.026882	0.014168	0.111219	0.034777	0.335925	0.000032	0.019085	0.062940
2	1	0	3	4	4	1.003511	0.000000	6.186823	1.225503	0.436280	0.073718	3.302723	0.097074	0.003133	0.000000	0.000001	0.062940
2	1	0	4	0	5	0.069665	46718572811.016846	0.044852	4.435320	0.016679	1.969969	0.000649	8.904419	0.000000	0.000000	1076977799.783144	0.077651
2	1	0	4	1	5	0.139329	1425737.695649	0.145398	1.715266	0.001938	0.041534	0.000392	0.076051	0.000000	0.000000	556714.277905	0.077651
2	1	0	4	2	5	0.278659	43.510062	0.993232	1.868065	0.004753	0.012401	0.008269	0.037483	0.679216	0.000000	49.128936	0.077651
2	1	0	4	3	5	0.557318	0.001328	3.607858	1.625013	0.047741	0.017776	0.218939	0.034611	0.435563	0.000022	0.003989	0.077651
2	1	0	4	4	5	1.114635	0.000000	6.076413	1.004330	0.568355	0.079768	4.321372	0.087279	0.001378	0.000000	0.000000	0.077651
3	0	0	0	0	1	0.068780	282931137470.684080	0.011000	1.005593	0.001227	0.224085	0.000012	0.217638	0.000000	0.000000	179933.475471	0.075692
3	0	0	0	1	1	0.137561	8634373.091757	0.097142	1.499523	0.002064	0.055309	0.000248	0.091163	0.000000	0.000000	243830.829642	0.075692
3	0	0	0	2	1	0.275122	263.500155	0.595423	1.586741	0.001994	0.008928	0.002504	0.023583	0.000000	0.050013	108.017800	0.075692
3	0	0	0	3	1	0.550243	0.008041	2.250387	1.544923	0.011024	0.007008	0.039083	0.017747	0.421744	0.000944	0.006434	0.075692
3	0	0	0	4	1	1.100486	0.000000	3.173656	1.283646	0.037926	0.012338	0.155008	0.019292	0.297552	0.000000	0.000000	0.075692
3	0	0	1	0	2	0.070014	108364552038.763210	0.012143	0.957333	0.001260	0.199540	0.000014	0.192075	0.000000	0.000000	18144631.674427	0.078430
3	0	0	1	1	2	0.140027	3307023.682824	0.112843	1.500289	0.002052	0.047097	0.000303	0.079849	0.000000	0.000000	376736.835217	0.078430
3	0	0	1	2	2	0.280054	100.922354	0.676527	1.598453	0.001988	0.007945	0.002919	0.021901	0.000000	0.035957	70.076614	0.078430
3	0	0	1	3	2	0.560109	0.003080	2.391373	1.519434	0.013713	0.007732	0.049473	0.018219	0.516265	0.000689	0.004477	0.078430
3	0	0	1	4	2	1.120217	0.000000	3.224654	1.236728	0.043440	0.013243	0.177856	0.019318	0.342254	0.000000	0.000000	0.078430
3	0	0	2	0	3	0.062466	399852388059.213380	0.021550	3.461454	0.008175	1.626873	0.000151	5.781787	0.000000	0.000000	2416040.708718	0.062432
3	0	0	2	1	3	0.124932	12202526.491065	0.109777	1.974841	0.002827	0.083459	0.000306	0.162465	0.000000	0.000000	604993.834624	0.062432
3	0	0	2	2	3	0.249863	372.391556	0.727680	1.526229	0.002399	0.007938	0.003702	0.021490	0.026626	0.028971	192.949194	0.062432
3	0	0	2	3	3	0.499726	0.011364	2.473657	1.588351	0.014901	0.008560	0.054562	0.020548	0.357854	0.002284	0.019815	0.062432
3	0	0	2	4	3	0.999452	0.000000	3.308662	1.290954	0.045002	0.014115	0.188452	0.021452	0.171252	0.000001	0.000001	0.062432
3	0	0	3	0	4	0.062278	313743322094.228640	0.001896	0.550786	0.000233	0.193292	0.000001	0.109292	0.000000	0.000000	172902977.012220	0.062057
3	0	0	3	1	4	0.124556	9574686.343208	0.106330	2.961887	0.009926	0.368487	0.000908	1.102204	0.000000	0.000000	1467344.601971	0.062057
3	0	0	3	2	4	0.249112	292.196239	0.791679	1.982653	0.003074	0.011460	0.004252	0.034679	0.205172	0.014618	228.534716	0.062057
3	0	0	3	3	4	0.498224	0.008917	2.270284	1.489956	0.012040	0.007372	0.042404	0.017815	0.364923	0.001969	0.021005	0.062057
3	0	0	3	4	4	0.996448	0.000000	3.222306	1.219942	0.038894	0.011886	0.160422	0.017712	0.364253	0.000001	0.000001	0.062057
3	0	0	4	0	5	0.063087	206822233487.920620	0.013371	1.528611	0.001982	0.364425	0.000025	0.563770	0.000000	0.000000	1101637443.289022	0.063679
3	0	0	4	1	5	0.126174	6311713.668455	0.105621	1.728593	0.002642	0.071133	0.000308	0.129408	0.000000	0.000000	1705267.357612	0.063679
3	0	0	4	2	5	0.252347	192.618215	0.766169	1.678086	0.002491	0.008902	0.003737	0.025005	0.036335	0.015324	163.858265	0.063679
3	0	0	4	3	5	0.504695	0.005878	2.824353	1.908555	0.016306	0.009921	0.065699	0.027194	0.562559	0.001716	0.016176	0.063679
3	0	0	4	4	5	1.009390	0.000000	3.718280	1.494934	0.049456	0.016237	0.228665	0.027946	0.419188	0.000000	0.000001	0.063679
3	1	0	0	0	1	0.063138	1021696953690.492100	0.020337	2.024405	0.004043	0.565896	0.000077	1.203293	0.000000	0.000000	23076.259713	0.063782
3	1	0	0	1	1	0.126275	31179716.604324	0.071855	1.306659	0.001632	0.057226	0.000157	0.079147	0.000000	0.000000	382237.237271	0.063782
3	1	0	0	2	1	0.252551	951.529437	0.515612	1.633500	0.002918	0.015961	0.002562	0.038511	0.000000	0.000000	316.619338	0.063782
3	1	0	0	3	1	0.505101	0.029038	2.523816	1.594437	0.019574	0.010480	0.071965	0.024286	0.414658	0.000028	0.022055	0.063782
3	1	0	0	4	1	1.010203	0.000001	5.883968	1.129135	0.275528	0.043892	1.926067	0.051363	0.016019	0.000000	0.000001	0.063782
3	1	0	1	0	2	0.064139	403454783825.701660	0.005230	0.423165	0.000495	0.110096	0.000005	0.061180	0.000000	0.000000	23212510.348543	0.065821
3	1	0	1	1	2	0.128278	12312462.885306	0.075817	1.362638	0.002973	0.091002	0.000257	0.139714	0.000000	0.000000	1072597.842761	0.065821
3	1	0	1	2	2	0.256556	375.746548	0.569349	1.644110	0.003165	0.015119	0.003145	0.037783	0.000000	0.000000	229.884233	0.065821
3	1	0	1	3	2	0.513112	0.011467	2.572033	1.526370	0.020925	0.010381	0.077536	0.022761	0.484182	0.000025	0.015815	0.065821
3	1	0	1	4	2	1.026223	0.000000	5.905416	1.105796	0.287562	0.044728	2.022971	0.051369	0.011419	0.000000	0.000001	0.065821
3	1	0	2	0	3	0.062919	358736538490.647220	0.007025	0.387606	0.000339	0.054625	0.000008	0.031339	0.000000	0.000000	2923508.984113	0.063341
3	1	0	2	1	3	0.125839	10947770.339680	0.095986	1.298968	0.002944	0.069748	0.000331	0.105317	0.000000	0.000000	585037.316519	0.063341
3	1	0	2	2	3	0.251677	334.099437	0.705932	1.577583	0.002614	0.009407	0.003995	0.026048	0.003325	0.000000	188.416184	0.063341
3	1	0	2	3	3	0.503354	0.010196	3.028236	1.688269	0.029295	0.013678	0.120012	0.030349	0.300662	0.000031	0.018194	0.063341
3	1	0	2	4	3	1.006708	0.000000	6.439334	1.192878	0.361694	0.056356	2.798585	0.070558	0.020811	0.000000	0.000001	0.063341
3	1	0	3	0	4	0.068204	80255130826.302734	0.009729	0.362411	0.000151	0.026721	0.000008	0.013722	0.000000	0.000000	28202252.421408	0.074428
3	1	0	3	1	4	0.136407	2449192.224924	0.121963	1.188373	0.002503	0.044511	0.000415	0.066161	0.000000	0.000000	335617.782037	0.074428
3	1	0	3	2	4	0.272815	74.743415	0.819858	1.523323	0.003051	0.008172	0.005559	0.023304	0.808968	0.000000	64.418623	0.074428
3	1	0	3	3	4	0.545630	0.002281	3.347179	1.659122	0.035834	0.014836	0.156998	0.031127	0.515900	0.000024	0.005711	0.074428
3	1	0	3	4	4	1.091259	0.000000	6.873724	1.217495	0.435698	0.065768	3.670496	0.086425	0.020970	0.000000	0.000000	0.074428
3	1	0	4	0	5	0.070975	35322994644.583099	0.033999	7.133986	0.022491	5.315463	0.000675	38.029076	0.000000	0.000000	9663717271.400278	0.080600
3	1	0	4	1	5	0.141951	1077972.248675	0.139958	2.248027	0.003634	0.089801	0.000556	0.205003	0.000000	0.000000	781474.809470	0.080600
3	1	0	4	2	5	0.283902	32.897102	0.972028	2.013673	0.005050	0.014694	0.008029	0.045282	0.568600	0.000000	43.916114	0.080600
3	1	0	4	3	5	0.567804	0.001004	3.558963	1.638302	0.042319	0.016056	0.192672	0.031978	0.401631	0.000020	0.003161	0.080600
3	1	0	4	4	5	1.135608	0.000000	6.703604	1.116338	0.458216	0.064757	3.784793	0.078105	0.008188	0.000000	0.000000	0.080600
4	0	0	0	0	1	0.068219	319969115343.518620	0.007722	0.930701	0.001439	0.318428	0.000011	0.331997	0.000000	0.000000	667738.739788	0.074460
4	0	0	0	1	1	0.136437	9764682.475083	0.087826	1.666096	0.002736	0.085710	0.000254	0.150699	0.000000	0.000000	371135.718861	0.074460
4	0	0	0	2	1	0.272874	297.994460	0.614265	1.780486	0.002514	0.011406	0.002858	0.031252	0.000000	0.044366	131.576051	0.074460
4	0	0	0	3	1	0.545749	0.009094	2.326609	1.652434	0.011434	0.007409	0.041310	0.019536	0.593567	0.001005	0.007413	0.074460
4	0	0	0	4	1	1.091498	0.000000	3.310613	1.352787	0.040054	0.013148	0.169110	0.021245	0.437790	0.000000	0.000000	0.074460
4	0	0	1	0	2	0.069993	108831934824.516420	0.010141	0.696223	0.000776	0.124269	0.000010	0.094016	0.000000	0.000000	37331150.266301	0.078385
4	0	0	1	1	2	0.139987	3321287.073502	0.106996	1.415131	0.002126	0.048986	0.000291	0.079479	0.000000	0.000000	452550.705350	0.078385
4	0	0	1	2	2	0.279974	101.357638	0.669446	1.572874	0.002117	0.008309	0.003000	0.022423	0.000000	0.033634	73.081470	0.078385
4	0	0	1	3	2	0.559948	0.003093	2.397333	1.498100	0.013633	0.007593	0.049370	0.017753	0.746650	0.000672	0.004527	0.078385
4	0	0	1	4	2	1.119896	0.000000	3.284001	1.224610	0.044549	0.013252	0.184962	0.019114	0.490585	0.000000	0.000000	0.078385
4	0	0	2	0	3	0.071713	50411829446.842728	0.004475	0.413589	0.000353	0.096967	0.000003	0.050713	0.000000	0.000000	32464538.395675	0.082285
4	0	0	2	1	3	0.143427	1538446.943568	0.138807	1.985842	0.004981	0.106590	0.000686	0.230160	0.000000	0.000000	245233.912688	0.082285
4	0	0	2	2	3	0.286853	46.949675	0.997461	1.733822	0.002979	0.007004	0.006177	0.022010	0.462963	0.041593	35.803889	0.082285
4	0	0	2	3	3	0.573707	0.001433	2.792143	1.585983	0.019626	0.009544	0.076939	0.021271	0.401911	0.000546	0.002836	0.082285
4	0	0	2	4	3	1.147413	0.000000	3.452661	1.318953	0.049271	0.015150	0.213018	0.023094	0.151804	0.000000	0.000000	0.082285
4	0	0	3	0	4	0.061714	359630730958.330260	0.005591	1.643335	0.001778	0.806183	0.000008	1.370078	0.000000	0.000000	354528612.123024	0.060937
4	0	0	3	1	4	0.123428	10975058.928172	0.105099	2.608082	0.006016	0.210399	0.000563	0.545803	0.000000	0.000000	1945034.848211	0.060937
4	0	0	3	2	4	0.246855	334.932218	0.750141	1.865423	0.003390	0.012661	0.004267	0.035856	0.079429	0.012137	266.519837	0.060937
4	0	0	3	3	4	0.493710	0.010221	2.337840	1.575705	0.012789	0.007853	0.045605	0.019438	0.620744	0.002064	0.024271	0.060937
4	0	0	3	4	4	0.987421	0.000000	3.329717	1.264490	0.042415	0.012904	0.178722	0.019363	0.441247	0.000001	0.000001	0.060937
4	0	0	4	0	5	0.062965	212924470256.305450	0.011989	0.621647	0.000622	0.075928	0.000013	0.058271	0.000000	0.000000	111260218.739859	0.063433
4	0	0	4	1	5	0.125929	6497939.155771	0.130419	1.388595	0.002265	0.041713	0.000389	0.069092	0.000000	0.000000	982577.600116	0.063433
4	0	0	4	2	5	0.251859	198.301366	0.760485	1.493148	0.002043	0.005794	0.003863	0.017068	0.581359	0.013201	175.832083	0.063433
4	0	0	4	3	5	0.503718	0.006052	2.400013	1.643056	0.012405	0.007595	0.045445	0.019504	0.697988	0.001719	0.017974	0.063433
4	0	0	4	4	5	1.007435	0.000000	3.356510	1.357983	0.040266	0.013127	0.171916	0.021294	0.334356	0.000000	0.000001	0.063433
4	1	0	0	0	1	0.062582	1166627553860.459500	0.008459	0.411818	0.000213	0.030457	0.000009	0.019983	0.000000	0.000000	12974.053756	0.062664
4	1	0	0	1	1	0.125164	35602647.517714	0.055978	0.914362	0.001531	0.052402	0.000121	0.057885	0.000000	0.000000	365610.079648	0.062664
4	1	0	0	2	1	0.250327	1086.506577	0.510895	1.564422	0.003153	0.016497	0.002716	0.038660	0.000000	0.000000	345.872733	0.062664
4	1	0	0	3	1	0.500654	0.033158	2.452789	1.523115	0.020990	0.010820	0.074764	0.023602	0.476853	0.000029	0.024906	0.062664
4	1	0	0	4	1	1.001309	0.000001	4.985697	0.953727	0.283052	0.044171	1.686762	0.043093	0.002462	0.000000	0.000001	0.062664
4	1	0	1	0	2	0.062458	600864722252.505860	0.008357	0.526693	0.000739	0.101070	0.000013	0.074982	0.000000	0.000000	14430079.598506	0.062416
4	1	0	1	1	2	0.124916	18336936.103897	0.063731	1.104507	0.001972	0.066174	0.000154	0.083321	0.000000	0.000000	1283922.435744	0.062416
4	1	0	1	2	2	0.249833	559.598880	0.550674	1.630615	0.003404	0.016567	0.003145	0.040457	0.000000	0.000000	322.285913	0.062416
4	1	0	1	3	2	0.499666	0.017078	2.489239	1.543961	0.021809	0.011088	0.078263	0.024120	0.432771	0.000027	0.023180	0.062416
4	1	0	1	4	2	0.999332	0.000001	5.048293	0.977248	0.287222	0.045410	1.731706	0.045344	0.002740	0.000000	0.000001	0.062416
4	1	0	2	0	3	0.064153	268102944713.933870	0.007900	0.558404	0.000810	0.137225	0.000009	0.094430	0.000000	0.000000	6837872.996760	0.065849
4	1	0	2	1	3	0.128305	8181852.560850	0.103244	1.427210	0.002815	0.066141	0.000360	0.108539	0.000000	0.000000	581588.107416	0.065849
4	1	0	2	2	3	0.256611	249.690325	0.747525	1.666577	0.003043	0.010736	0.004503	0.030029	0.016139	0.000000	152.887504	0.065849
4	1	0	2	3	3	0.513222	0.007620	3.089536	1.633683	0.035155	0.015223	0.144178	0.031321	0.216338	0.000031	0.013836	0.065849
4	1	0	2	4	3	1.026444	0.000000	5.529710	1.001352	0.395404	0.059448	2.647844	0.061937	0.001145	0.000000	0.000001	0.065849
4	1	0	3	0	4	0.063706	223297031676.163210	0.010165	0.499220	0.000467	0.061061	0.000012	0.041327	0.000000	0.000000	18907020.793348	0.064935
4	1	0	3	1	4	0.127412	6814484.609258	0.107892	1.258410	0.002480	0.052366	0.000344	0.078442	0.000000	0.000000	653964.199605	0.064935
4	1	0	3	2	4	0.254824	207.961566	0.735851	1.541515	0.002956	0.009150	0.004733	0.025430	0.232604	0.000000	153.759523	0.064935
4	1	0	3	3	4	0.509648	0.006346	2.973933	1.684559	0.030409	0.014245	0.122355	0.031141	0.404482	0.000025	0.015041	0.064935
4	1	0	3	4	4	1.019297	0.000000	5.577332	1.054298	0.369913	0.058271	2.494692	0.064177	0.004361	0.000000	0.000001	0.064935
4	1	0	4	0	5	0.070812	36563540409.933197	0.044701	10.914803	0.034472	9.130582	0.001410	99.572230	0.000000	0.000000	6492516483.183041	0.080230
4	1	0	4	1	5	0.141625	1115830.700987	0.150125	2.405466	0.003974	0.095262	0.000652	0.233323	0.000000	0.000000	727309.069068	0.080230
4	1	0	4	2	5	0.283249	34.052451	1.033330	2.178173	0.005517	0.015808	0.009030	0.051256	0.459098	0.000000	44.888435	0.080230
4	1	0	4	3	5	0.566499	0.001039	3.520095	1.568128	0.049554	0.018030	0.221485	0.033485	0.314007	0.000021	0.003188	0.080230
4	1	0	4	4	5	1.132997	0.000000	5.618733	0.925991	0.473089	0.065152	3.274567	0.064034	0.000157	0.000000	0.000000	0.080230
5	0	0	0	0	1	0.068171	323336045926.157170	0.006212	0.833259	0.001162	0.304120	0.000007	0.283684	0.000000	0.000000	924666.663544	0.074357
5	0	0	0	1	1	0.136342	9867433.042180	0.093736	1.818873	0.003324	0.102252	0.000316	0.195268	0.000000	0.000000	405776.561296	0.074357
5	0	0	0	2	1	0.272684	301.130159	0.618651	1.785888	0.002361	0.010452	0.002856	0.029397	0.000000	0.048370	135.604763	0.074357
5	0	0	0	3	1	0.545368	0.009190	2.296210	1.635610	0.010929	0.007105	0.039398	0.018793	0.141207	0.001035	0.007528	0.074357
5	0	0	0	4	1	1.090736	0.000000	3.258828	1.341366	0.039429	0.013050	0.164542	0.021031	0.248166	0.000000	0.000000	0.074357
5	0	0	1	0	2	0.069773	114104811248.157930	0.009040	0.579194	0.000677	0.107866	0.000008	0.072593	0.000000	0.000000	33467760.712323	0.077893
5	0	0	1	1	2	0.139546	3482202.491704	0.108187	1.395681	0.002205	0.049508	0.000301	0.079891	0.000000	0.000000	456094.615422	0.077893
5	0	0	1	2	2	0.279092	106.268387	0.676008	1.555260	0.002045	0.007831	0.003024	0.021332	0.000000	0.035469	75.560521	0.077893
5	0	0	1	3	2	0.558185	0.003243	2.383520	1.478504	0.013815	0.007587	0.049715	0.017467	0.512213	0.000705	0.004728	0.077893
5	0	0	1	4	2	1.116369	0.000000	3.224932	1.200274	0.044996	0.013302	0.183712	0.018759	0.343539	0.000000	0.000000	0.077893
5	0	0	2	0	3	0.062117	434861504609.912780	0.011760	0.944288	0.001349	0.193666	0.000020	0.213045	0.000000	0.000000	3317277.010832	0.061737
5	0	0	2	1	3	0.124234	13270919.940488	0.089418	1.415409	0.002085	0.059591	0.000209	0.091078	0.000000	0.000000	697644.815011	0.061737
5	0	0	2	2	3	0.248469	404.996336	0.798197	1.883535	0.003068	0.010178	0.004586	0.030755	0.538763	0.028502	235.715565	0.061737
5	0	0	2	3	3	0.496938	0.012360	2.563841	1.711881	0.015430	0.009004	0.057877	0.022613	0.345618	0.002444	0.022050	0.061737
5	0	0	2	4	3	0.993875	0.000000	3.454443	1.361557	0.047954	0.015176	0.207654	0.023841	0.143038	0.000001	0.000001	0.061737
5	0	0	3	0	4	0.061949	339658610372.285460	0.004225	1.303066	0.001166	0.599560	0.000004	0.820860	0.000000	0.000000	305822935.679879	0.061404
5	0	0	3	1	4	0.123899	10365558.177865	0.103616	2.753645	0.007235	0.265626	0.000646	0.725245	0.000000	0.000000	1796026.778538	0.061404
5	0	0	3	2	4	0.247797	316.331732	0.791097	1.958335	0.003484	0.012680	0.004600	0.037413	0.255734	0.014648	255.726372	0.061404
5	0	0	3	3	4	0.495595	0.009654	2.373986	1.602540	0.012824	0.007904	0.046308	0.019833	0.317463	0.002065	0.023270	0.061404
5	0	0	3	4	4	0.991189	0.000000	3.342773	1.278326	0.042828	0.013186	0.181230	0.020032	0.189174	0.000001	0.000001	0.061404
5	0	0	4	0	5	0.062386	244555079511.101750	0.014194	1.419470	0.001759	0.294825	0.000024	0.417504	0.000000	0.000000	824563427.045390	0.062272
5	0	0	4	1	5	0.124772	7463228.744846	0.088356	1.506879	0.002016	0.061756	0.000199	0.097302	0.000000	0.000000	1798537.590415	0.062272
5	0	0	4	2	5	0.249544	227.759666	0.788102	1.679930	0.002728	0.008942	0.004205	0.025329	0.166981	0.014219	191.454740	0.062272
5	0	0	4	3	5	0.499088	0.006951	2.616125	1.702170	0.014519	0.008123	0.055943	0.020513	0.722491	0.001870	0.019145	0.062272
5	0	0	4	4	5	0.998176	0.000000	3.551464	1.414329	0.046522	0.014883	0.207042	0.024319	0.311192	0.000001	0.000001	0.062272
5	1	0	0	0	1	0.062867	1089590452792.740800	0.021892	1.673212	0.002723	0.305807	0.000068	0.559148	0.000000	0.000000	20561.558094	0.063237
5	1	0	0	1	1	0.125735	33251661.767357	0.067888	1.136262	0.001297	0.045400	0.000132	0.056539	0.000000	0.000000	389727.935779	0.063237
5	1	0	0	2	1	0.251470	1014.760186	0.492688	1.537720	0.002702	0.014995	0.002360	0.034902	0.000000	0.000000	333.887734	0.063237
5	1	0	0	3	1	0.502940	0.030968	2.366555	1.503993	0.019085	0.010099	0.066791	0.022312	0.445296	0.000029	0.023454	0.063237
5	1	0	0	4	1	1.005879	0.000001	4.930729	0.967783	0.260640	0.041677	1.534484	0.041322	0.003448	0.000000	0.000001	0.063237
5	1	0	1	0	2	0.063532	465285121907.035340	0.008741	0.591265	0.000935	0.140634	0.000013	0.104628	0.000000	0.000000	18411280.615429	0.064581
5	1	0	1	1	2	0.127064	14199375.058198	0.072167	1.170605	0.001938	0.059124	0.000187	0.080005	0.000000	0.000000	1126473.456902	0.064581
5	1	0	1	2	2	0.254129	433.330538	0.541616	1.549089	0.002984	0.014454	0.002910	0.034760	0.000000	0.000000	259.007246	0.064581
5	1	0	1	3	2	0.508257	0.013224	2.396522	1.450376	0.020132	0.009999	0.070716	0.021077	0.459515	0.000027	0.018112	0.064581
5	1	0	1	4	2	1.016514	0.000000	4.936941	0.954217	0.267773	0.042170	1.580086	0.041234	0.003303	0.000000	0.000001	0.064581
5	1	0	2	0	3	0.063013	350822498606.239930	0.015596	0.813523	0.001576	0.161181	0.000030	0.155941	0.000000	0.000000	970509.302713	0.063530
5	1	0	2	1	3	0.126026	10706253.009224	0.113857	1.249613	0.001824	0.037906	0.000316	0.057242	0.000000	0.000000	436727.264546	0.063530
5	1	0	2	2	3	0.252052	326.728913	0.677521	1.393211	0.002262	0.007819	0.003723	0.020771	0.000029	0.000000	174.249236	0.063530
5	1	0	2	3	3	0.504103	0.009971	2.897563	1.643072	0.028803	0.013587	0.113956	0.029495	0.335223	0.000032	0.017794	0.063530
5	1	0	2	4	3	1.008207	0.000000	5.457993	1.045860	0.346114	0.055043	2.275454	0.059795	0.008833	0.000000	0.000001	0.063530
5	1	0	3	0	4	0.061450	383544570870.332580	0.008598	0.606340	0.000964	0.157474	0.000011	0.114285	0.000000	0.000000	32292204.576707	0.060417
5	1	0	3	1	4	0.122899	11704851.405955	0.104216	1.416082	0.002646	0.061794	0.000350	0.100810	0.000000	0.000000	1121409.509065	0.060417
5	1	0	3	2	4	0.245798	357.203717	0.680637	1.521034	0.002475	0.008333	0.003961	0.023405	0.000453	0.000000	241.084578	0.060417
5	1	0	3	3	4	0.491596	0.010901	2.646161	1.547358	0.023675	0.011728	0.088636	0.025456	0.434678	0.000031	0.024242	0.060417
5	1	0	3	4	4	0.983192	0.000000	5.462965	1.104425	0.315923	0.053106	2.071361	0.060968	0.007586	0.000000	0.000001	0.060417
5	1	0	4	0	5	0.069093	52866832880.832771	0.008016	0.438619	0.000372	0.065109	0.000007	0.035927	0.000000	0.000000	706467141.611903	0.076381
5	1	0	4	1	5	0.138186	1613367.702662	0.130002	1.464008	0.003350	0.062980	0.000523	0.108099	0.000000	0.000000	549219.024353	0.076381
5	1	0	4	2	5	0.276371	49.236075	0.982675	1.763147	0.004307	0.010447	0.008024	0.031456	0.877779	0.000000	51.580782	0.076381
5	1	0	4	3	5	0.552743	0.001503	3.196344	1.372989	0.042645	0.014587	0.176282	0.024310	0.282410	0.000025	0.004328	0.076381
5	1	0	4	4	5	1.105486	0.000000	5.269678	0.864539	0.407726	0.055231	2.625211	0.049948	0.000511	0.000000	0.000000	0.076381
6	0	0	0	0	1	0.069701	231798615691.387850	0.008537	0.964750	0.001521	0.311415	0.000013	0.336532	0.000000	0.000000	780061.655510	0.077731
