fold,cls,tt,clst,cand,no_ctrd,sigma,weight,beta_a ,beta_b,beta_a_bias,beta_b_bias,beta_a_var,beta_b_var,p_val_tr,y_min,y_max
3,1,0,4,4,5,1.273114,0.000006,2.501911,0.358271,0.081341,0.007579,0.226483,0.002206,0.000000,0.000016,0.000027
4,0,0,0,0,1,0.092655,508591.719071,0.006585,16.590500,0.006121,16.354742,0.000038,270.255184,0.000000,0.000000,50.868600
4,0,0,0,1,1,0.185310,993.343201,0.038288,3.471425,0.012923,1.479844,0.000417,5.218881,0.000000,0.000000,99.338923
4,0,0,0,2,1,0.370620,1.940123,0.617249,3.641347,0.014743,0.115611,0.008644,0.442789,0.000000,0.000449,1.091024
4,0,0,0,3,1,0.741240,0.003789,2.710327,2.956575,0.021822,0.023779,0.080963,0.094833,0.457631,0.000467,0.003281
4,0,0,0,4,1,1.482481,0.000007,3.855244,2.346539,0.046146,0.023614,0.228055,0.066557,0.230120,0.000004,0.000007
4,0,0,1,0,2,0.092856,249386.196496,0.004426,0.487829,0.000247,0.092244,0.000003,0.049503,0.000000,0.000000,67.167784
4,0,0,1,1,2,0.185712,487.082415,0.048462,1.278627,0.003203,0.147892,0.000164,0.205291,0.000000,0.000000,62.414008
4,0,0,1,2,2,0.371424,0.951333,0.700288,2.421480,0.008960,0.045695,0.007202,0.136148,0.000039,0.003295,0.640535
4,0,0,1,3,2,0.742848,0.001858,2.626013,2.823983,0.022086,0.023239,0.080345,0.088833,0.519480,0.000528,0.002761
4,0,0,1,4,2,1.485696,0.000004,3.903738,2.332001,0.051167,0.025447,0.253894,0.069787,0.142341,0.000004,0.000007
4,0,0,2,0,3,0.093345,158582.392257,0.032477,40.836031,0.031294,40.317640,0.000990,1639.263020,0.000000,0.000000,63.159073
4,0,0,2,1,3,0.186690,309.731235,0.160205,4.362557,0.022420,0.746658,0.003216,3.310785,0.000000,0.000000,44.067896
4,0,0,2,2,3,0.373380,0.604944,1.000811,2.876451,0.009158,0.035729,0.011576,0.129573,0.563310,0.002743,0.485938
4,0,0,2,3,3,0.746759,0.001182,2.483632,2.653582,0.021277,0.022765,0.073844,0.083497,0.909738,0.000568,0.002391
4,0,0,2,4,3,1.493518,0.000002,3.325404,2.235605,0.033537,0.019221,0.149640,0.055257,0.560485,0.000004,0.000006
4,0,0,3,0,4,0.100884,59119.160932,0.002716,0.337466,0.000332,0.114454,0.000003,0.057707,0.000000,0.000000,46.260061
4,0,0,3,1,4,0.201768,115.467111,0.100331,2.173792,0.010040,0.315916,0.000850,0.709027,0.000000,0.000000,20.347951
4,0,0,3,2,4,0.403536,0.225522,1.037327,3.380478,0.016219,0.067251,0.018742,0.268013,0.855967,0.002031,0.254402
4,0,0,3,3,4,0.807072,0.000440,2.408920,2.587706,0.019878,0.021471,0.067781,0.077916,0.692293,0.000294,0.001194
4,0,0,3,4,4,1.614145,0.000001,3.146401,2.106077,0.030990,0.017580,0.132969,0.048630,0.319703,0.000002,0.000003
4,0,0,4,0,5,0.111061,19914.341844,0.024059,2.276613,0.006241,0.839101,0.000120,1.895051,0.000000,0.000000,18.317552
4,0,0,4,1,5,0.222122,38.895199,0.225296,2.181011,0.005080,0.075636,0.001288,0.178405,0.000000,0.000001,6.829273
4,0,0,4,2,5,0.444244,0.075967,1.291037,2.308900,0.009682,0.020940,0.019218,0.071579,0.874739,0.002179,0.072929
4,0,0,4,3,5,0.888488,0.000148,2.012740,2.321044,0.015497,0.017790,0.047247,0.061015,0.596650,0.000157,0.000442
4,0,0,4,4,5,1.776976,0.000000,2.867339,2.224690,0.024765,0.016728,0.100351,0.051020,0.525008,0.000001,0.000001
4,1,0,0,0,1,0.048036,187986601.677428,0.029859,0.478218,-0.000022,0.006144,0.000014,0.003828,0.000000,0.000000,17197621.970366
4,1,0,0,1,1,0.096071,367161.331401,0.207034,0.963330,0.000844,0.008815,0.000433,0.014065,0.000000,0.000000,201926.032093
4,1,0,0,2,1,0.192142,717.111975,1.079451,1.149521,0.003510,0.003609,0.008375,0.009026,0.007631,0.000000,617.548141
4,1,0,0,3,1,0.384284,1.400609,1.673994,0.506442,0.026448,0.004712,0.059064,0.002623,0.000000,0.001472,1.349236
4,1,0,0,4,1,0.768569,0.002736,1.599181,0.195745,0.051683,0.003479,0.095067,0.000555,0.000000,0.000493,0.002710
4,1,0,1,0,2,0.082828,697552.104143,0.010224,0.146420,-0.000108,0.003230,0.000003,0.001365,0.000000,0.000000,297474.642420
4,1,0,1,1,2,0.165656,1362.406453,0.191339,0.915300,0.001134,0.011406,0.000458,0.016918,0.000000,0.000000,1100.968813
4,1,0,1,2,2,0.331311,2.660950,1.260309,1.308000,0.003752,0.004451,0.009627,0.011688,0.000149,0.000795,2.537242
4,1,0,1,3,2,0.662622,0.005197,3.365619,0.866096,0.053153,0.010124,0.210854,0.008929,0.000177,0.001034,0.006611
4,1,0,1,4,2,1.325245,0.000010,2.389990,0.434952,0.072464,0.008641,0.199386,0.003193,0.000000,0.000010,0.000018
4,1,0,2,0,3,0.082828,465034.736096,0.365658,2.632444,0.004016,0.038078,0.001910,0.118507,0.000000,0.000000,388083.024516
4,1,0,2,1,3,0.165656,908.270969,0.902675,1.036926,0.002317,0.000856,0.006057,0.003973,0.000013,0.000007,871.453171
4,1,0,2,2,3,0.331311,1.773967,1.943316,1.083730,0.013960,0.005355,0.040598,0.008194,0.000187,0.023713,2.805815
4,1,0,2,3,3,0.662622,0.003465,2.274665,0.662892,0.034570,0.006695,0.098918,0.004703,0.000000,0.001984,0.007631
4,1,0,2,4,3,1.325245,0.000007,2.638356,0.463632,0.079666,0.009425,0.238875,0.003728,0.000000,0.000011,0.000019
4,1,0,3,0,4,0.069531,1684774.112098,0.369000,2.397216,0.003101,0.027227,0.001640,0.080107,0.000000,0.000000,1452363.655186
4,1,0,3,1,4,0.139061,3290.574438,0.947009,0.921480,0.002759,0.001086,0.006930,0.003632,0.000468,0.000002,3231.907499
4,1,0,3,2,4,0.278123,6.426903,2.011812,1.135677,0.014132,0.005590,0.042279,0.008918,0.000032,0.066379,13.672862
4,1,0,3,3,4,0.556246,0.012553,2.295690,0.644293,0.040395,0.007569,0.115209,0.004976,0.000000,0.008911,0.038066
4,1,0,3,4,4,1.112491,0.000025,2.624796,0.441988,0.083504,0.009434,0.247937,0.003506,0.000000,0.000052,0.000090
4,1,0,4,0,5,0.071852,1002920.024299,0.408274,2.441186,0.003208,0.026467,0.001808,0.078537,0.000000,0.000000,866917.322332
4,1,0,4,1,5,0.143704,1958.828172,1.246787,1.120355,0.005708,0.003107,0.014044,0.006974,0.000285,0.000001,2238.186470
4,1,0,4,2,5,0.287408,3.825836,1.903530,0.961272,0.015639,0.005326,0.043783,0.007032,0.000043,0.037099,10.365080
4,1,0,4,3,5,0.574817,0.007472,2.186056,0.528876,0.046763,0.007400,0.124916,0.003805,0.000000,0.006001,0.028520
4,1,0,4,4,5,1.149633,0.000015,2.598069,0.414234,0.088668,0.009434,0.259282,0.003223,0.000000,0.000039,0.000067
5,0,0,0,0,1,0.093455,470730.185485,0.007910,20.301294,0.007440,20.049519,0.000056,405.361333,0.000000,0.000000,67.104562
5,0,0,0,1,1,0.186910,919.394894,0.039545,3.448494,0.012911,1.422704,0.000433,4.995503,0.000000,0.000000,100.460905
5,0,0,0,2,1,0.373820,1.795693,0.633461,3.651023,0.014995,0.115001,0.008985,0.441726,0.000000,0.000498,1.032419
5,0,0,0,3,1,0.747639,0.003507,2.730552,2.955731,0.022534,0.024150,0.084060,0.095821,0.557725,0.000453,0.003054
5,0,0,0,4,1,1.495278,0.000007,3.833232,2.340206,0.046323,0.023655,0.227704,0.066272,0.280878,0.000004,0.000007
5,0,0,1,0,2,0.094431,214343.465732,0.003226,0.339280,0.000245,0.093129,0.000002,0.042454,0.000000,0.000000,107.759755
5,0,0,1,1,2,0.188863,418.639582,0.052948,1.320103,0.003591,0.152725,0.000202,0.222916,0.000000,0.000000,62.691674
5,0,0,1,2,2,0.377726,0.817655,0.702819,2.289501,0.008292,0.039877,0.007103,0.116166,0.000321,0.003508,0.564434
5,0,0,1,3,2,0.755452,0.001597,2.607515,2.784611,0.021832,0.022481,0.079505,0.084956,0.499528,0.000477,0.002400
5,0,0,1,4,2,1.510904,0.000003,3.911738,2.323553,0.052719,0.025908,0.261541,0.070215,0.141151,0.000004,0.000006
5,0,0,2,0,3,0.088577,254209.859220,0.028456,13.287399,0.024820,12.413920,0.000655,164.426692,0.000000,0.000000,107.357665
5,0,0,2,1,3,0.177153,496.503631,0.147512,3.148476,0.010873,0.311318,0.001450,0.982619,0.000000,0.000000,71.363064
5,0,0,2,2,3,0.354307,0.969734,0.894329,2.403693,0.007123,0.025811,0.009374,0.085367,0.782331,0.005002,0.750955
5,0,0,2,3,3,0.708614,0.001894,2.413834,2.632325,0.019160,0.020808,0.065930,0.076811,0.907418,0.000897,0.003829
5,0,0,2,4,3,1.417228,0.000004,3.451029,2.274998,0.036685,0.020486,0.167667,0.058660,0.489846,0.000006,0.000010
5,0,0,3,0,4,0.091057,148698.380015,0.007512,0.342640,0.000284,0.044092,0.000009,0.024200,0.000000,0.000000,120.244480
5,0,0,3,1,4,0.182114,290.426523,0.081053,1.113212,0.002862,0.076584,0.000260,0.098844,0.000000,0.000000,48.975269
5,0,0,3,2,4,0.364228,0.567239,0.904073,1.933767,0.006605,0.020256,0.009416,0.059095,0.654427,0.003357,0.446218
5,0,0,3,3,4,0.728457,0.001108,2.548454,2.633465,0.020651,0.020863,0.074379,0.076355,0.681557,0.000630,0.002772
5,0,0,3,4,4,1.456914,0.000002,3.414825,2.225781,0.037512,0.020523,0.169614,0.057189,0.297791,0.000005,0.000008
5,0,0,4,0,5,0.105349,32028.525827,0.022030,1.016763,0.002182,0.180446,0.000061,0.212581,0.000000,0.000000,7.665539
5,0,0,4,1,5,0.210699,62.555715,0.155742,1.374865,0.002678,0.043064,0.000609,0.072068,0.000000,0.000001,7.780696
5,0,0,4,2,5,0.421397,0.122179,1.149027,2.299572,0.008296,0.021021,0.014750,0.071099,0.829299,0.002471,0.109323
5,0,0,4,3,5,0.842794,0.000239,1.915548,2.327192,0.014183,0.017347,0.041815,0.060280,0.531839,0.000231,0.000713
5,0,0,4,4,5,1.685588,0.000000,2.908248,2.081876,0.027696,0.016882,0.112474,0.047355,0.274338,0.000001,0.000002
5,1,0,0,0,1,0.047670,201364399.154833,0.029912,0.526660,0.000032,0.008045,0.000016,0.005421,0.000000,0.000000,22262121.976415
5,1,0,0,1,1,0.095340,393289.842099,0.214727,1.033802,0.000986,0.010053,0.000471,0.016434,0.000000,0.000000,226782.060260
5,1,0,0,2,1,0.190680,768.144223,1.123856,1.201226,0.003799,0.003879,0.009114,0.009784,0.005321,0.000000,669.370796
5,1,0,0,3,1,0.381360,1.500282,1.773016,0.529942,0.028882,0.005205,0.067233,0.002957,0.000000,0.001374,1.449535
5,1,0,0,4,1,0.762720,0.002930,1.731311,0.204343,0.060970,0.004125,0.120266,0.000679,0.000000,0.000510,0.002905
5,1,0,1,0,2,0.080219,930363.900744,0.010337,0.158614,-0.000085,0.003876,0.000004,0.001676,0.000000,0.000000,383474.258301
5,1,0,1,1,2,0.160439,1817.116994,0.197233,0.971955,0.001299,0.012956,0.000493,0.019608,0.000000,0.000000,1455.974374
5,1,0,1,2,2,0.320877,3.549057,1.282735,1.343133,0.003999,0.004635,0.010222,0.012247,0.000201,0.000716,3.370077
5,1,0,1,3,2,0.641754,0.006932,3.570367,0.908933,0.057428,0.010968,0.239992,0.010097,0.000145,0.001193,0.008630
5,1,0,1,4,2,1.283508,0.000014,2.861082,0.591129,0.093302,0.013559,0.307639,0.007060,0.000000,0.000014,0.000024
5,1,0,2,0,3,0.080219,620242.600496,0.359060,2.710510,0.004448,0.044285,0.001975,0.139206,0.000000,0.000000,514629.026930
5,1,0,2,1,3,0.160439,1211.411329,0.936042,1.111206,0.002502,0.001038,0.006529,0.004536,0.000084,0.000013,1160.213654
5,1,0,2,2,3,0.320877,2.366038,1.969276,1.101093,0.014670,0.005606,0.042835,0.008521,0.000074,0.027705,3.702415
5,1,0,2,3,3,0.641754,0.004621,2.483275,0.710105,0.037634,0.007304,0.115391,0.005386,0.000000,0.002419,0.010037
5,1,0,2,4,3,1.283508,0.000009,2.826332,0.493465,0.091241,0.011048,0.292736,0.004724,0.000000,0.000014,0.000025
5,1,0,3,0,4,0.080219,465181.950372,0.345246,1.838995,0.001700,0.014033,0.001059,0.034933,0.000000,0.000000,373232.568698
5,1,0,3,1,4,0.160439,908.558497,0.946458,0.932422,0.002772,0.001160,0.006937,0.003801,0.001860,0.000010,1124.327406
5,1,0,3,2,4,0.320877,1.774528,1.905440,0.880097,0.016853,0.005020,0.046175,0.005795,0.000040,0.025032,4.069651
5,1,0,3,3,4,0.641754,0.003466,2.205417,0.537413,0.046718,0.007490,0.126112,0.003945,0.000000,0.002619,0.010734
5,1,0,3,4,4,1.283508,0.000007,2.468924,0.343199,0.089955,0.008241,0.249439,0.002334,0.000000,0.000014,0.000025
5,1,0,4,0,5,0.073891,779635.160460,0.412511,2.063217,0.002198,0.016068,0.001490,0.043801,0.000000,0.000000,630288.117407
5,1,0,4,1,5,0.147782,1522.724923,1.091425,0.876694,0.004254,0.001862,0.010214,0.004118,0.003518,0.000001,1904.148301
5,1,0,4,2,5,0.295564,2.974072,2.063811,1.011489,0.018907,0.006316,0.055204,0.008177,0.000004,0.032779,8.649788
5,1,0,4,3,5,0.591129,0.005809,2.331760,0.555330,0.051326,0.008182,0.144734,0.004391,0.000000,0.004955,0.022768
5,1,0,4,4,5,1.182258,0.000011,2.602352,0.377648,0.094284,0.009183,0.275499,0.002886,0.000000,0.000030,0.000052
6,0,0,0,0,1,0.093230,481053.611853,0.010503,23.202791,0.009937,22.911055,0.000100,529.388185,0.000000,0.000000,37.620719
6,0,0,0,1,1,0.186460,939.557836,0.041818,3.233563,0.011846,1.173086,0.000424,3.879594,0.000000,0.000000,88.355161
6,0,0,0,2,1,0.372920,1.835074,0.641192,3.510709,0.014095,0.103715,0.008664,0.387178,0.000000,0.000526,1.016203
6,0,0,0,3,1,0.745839,0.003584,2.810629,2.946874,0.022828,0.024096,0.086989,0.095667,0.697980,0.000466,0.003092
6,0,0,0,4,1,1.491679,0.000007,4.000022,2.374601,0.049113,0.024839,0.249744,0.070689,0.441614,0.000004,0.000007
6,0,0,1,0,2,0.092427,260003.814559,0.000781,0.076696,-0.000044,0.022065,0.000000,0.002678,0.000000,0.000000,132.826819
6,0,0,1,1,2,0.184854,507.819950,0.045276,1.275176,0.004241,0.199631,0.000196,0.288215,0.000000,0.000000,76.352260
6,0,0,1,2,2,0.369707,0.991836,0.678515,2.308659,0.008443,0.042540,0.006829,0.123475,0.000002,0.003275,0.676380
6,0,0,1,3,2,0.739414,0.001937,2.716662,2.821088,0.022386,0.022598,0.084154,0.086271,0.471415,0.000540,0.002900
6,0,0,1,4,2,1.478829,0.000004,4.109791,2.380855,0.056592,0.027501,0.292153,0.076076,0.111141,0.000004,0.000007
6,0,0,2,0,3,0.090704,205322.453899,0.008933,0.545454,0.000532,0.092934,0.000009,0.056613,0.000000,0.000000,6.223773
6,0,0,2,1,3,0.181408,401.020418,0.105257,1.314319,0.003020,0.067582,0.000403,0.103577,0.000000,0.000000,29.765731
6,0,0,2,2,3,0.362816,0.783243,0.881190,2.380036,0.008429,0.031677,0.009988,0.100901,0.517943,0.003359,0.606616
6,0,0,2,3,3,0.725631,0.001530,2.672342,2.728585,0.022473,0.022995,0.082722,0.085961,0.914303,0.000662,0.003145
6,0,0,2,4,3,1.451262,0.000003,3.789836,2.350925,0.043793,0.023300,0.214095,0.067165,0.661925,0.000005,0.000008
6,0,0,3,0,4,0.088496,192221.216902,0.004395,0.511703,0.000716,0.197569,0.000006,0.125856,0.000000,0.000000,206.830650
6,0,0,3,1,4,0.176993,375.432064,0.122768,2.136114,0.008590,0.220244,0.000941,0.491574,0.000000,0.000000,68.004688
6,0,0,3,2,4,0.353986,0.733266,0.956810,2.008089,0.006983,0.019758,0.010765,0.060222,0.934404,0.003452,0.574016
6,0,0,3,3,4,0.707971,0.001432,2.644953,2.556468,0.022329,0.021177,0.082550,0.075103,0.900267,0.000754,0.003560
6,0,0,3,4,4,1.415942,0.000003,3.663500,2.214681,0.042934,0.022128,0.204130,0.060564,0.519005,0.000006,0.000010
6,0,0,4,0,5,0.095339,78669.231496,0.000966,0.174038,0.000038,0.083288,0.000000,0.017228,0.000000,0.000000,3703.237578
6,0,0,4,1,5,0.190677,153.650843,0.109702,2.629237,0.013965,0.454810,0.001332,1.250210,0.000000,0.000000,71.571616
6,0,0,4,2,5,0.381354,0.300099,1.109398,2.151017,0.008434,0.021910,0.014068,0.069415,0.854080,0.001532,0.281996
6,0,0,4,3,5,0.762708,0.000586,3.040971,2.781740,0.029021,0.024769,0.118834,0.090018,0.576200,0.000343,0.001782
6,0,0,4,4,5,1.525416,0.000001,4.141886,2.345932,0.058618,0.027909,0.304089,0.075950,0.253273,0.000003,0.000005
6,1,0,0,0,1,0.047716,199620066.044690,0.013383,0.172655,-0.000101,0.003985,0.000005,0.001739,0.000000,0.000000,19888931.444039
6,1,0,0,1,1,0.095432,389882.941494,0.202583,0.877145,0.000934,0.009061,0.000462,0.013690,0.000000,0.000000,219046.363647
6,1,0,0,2,1,0.190865,761.490120,1.117086,1.126507,0.003905,0.003755,0.009338,0.009021,0.001983,0.000000,659.272145
6,1,0,0,3,1,0.381729,1.487285,1.719336,0.494830,0.028483,0.004872,0.064327,0.002586,0.000000,0.001330,1.434645
6,1,0,0,4,1,0.763458,0.002905,1.621435,0.187211,0.058516,0.003800,0.109113,0.000580,0.000000,0.000502,0.002879
6,1,0,1,0,2,0.084386,589860.429050,0.011179,0.165019,-0.000083,0.004212,0.000004,0.001803,0.000000,0.000000,273302.603793
6,1,0,1,1,2,0.168771,1152.071150,0.200798,0.955375,0.001214,0.011932,0.000491,0.018100,0.000000,0.000000,950.501767
6,1,0,1,2,2,0.337542,2.250139,1.351435,1.362595,0.004409,0.004931,0.011465,0.012905,0.000111,0.000661,2.155534
6,1,0,1,3,2,0.675084,0.004395,3.541375,0.867226,0.054375,0.009875,0.224158,0.008639,0.000248,0.000837,0.005553
6,1,0,1,4,2,1.350168,0.000009,2.781653,0.538001,0.089179,0.011896,0.283515,0.005500,0.000000,0.000009,0.000015
6,1,0,2,0,3,0.084386,393240.286034,0.388581,2.481763,0.004138,0.034739,0.002134,0.104870,0.000000,0.000000,337275.409121
6,1,0,2,1,3,0.168771,768.047434,0.982171,1.016197,0.003017,0.001165,0.007596,0.004070,0.000001,0.000004,741.959324
6,1,0,2,2,3,0.337542,1.500093,2.056874,1.092300,0.015506,0.005614,0.046389,0.008261,0.000152,0.019923,2.397326
6,1,0,2,3,3,0.675084,0.002930,2.387768,0.659219,0.034157,0.006302,0.101237,0.004405,0.000000,0.001685,0.006430
6,1,0,2,4,3,1.350168,0.000006,2.743116,0.468380,0.088556,0.010394,0.275962,0.004209,0.000000,0.000009,0.000016
6,1,0,3,0,4,0.076855,684027.346707,0.363313,1.834121,0.001959,0.014880,0.001235,0.037271,0.000000,0.000000,568121.582205
6,1,0,3,1,4,0.153710,1335.990912,0.962477,0.866240,0.003181,0.001241,0.007660,0.003510,0.001564,0.000002,1599.795194
6,1,0,3,2,4,0.307421,2.609357,1.923684,0.864948,0.016787,0.004803,0.046146,0.005398,0.000116,0.035300,5.966717
6,1,0,3,3,4,0.614841,0.005096,2.115937,0.505707,0.042337,0.006535,0.110209,0.003282,0.000000,0.004025,0.015654
6,1,0,3,4,4,1.229683,0.000010,2.390022,0.335300,0.086381,0.007936,0.233083,0.002212,0.000000,0.000021,0.000037
6,1,0,4,0,5,0.066903,1906341.944996,0.410937,1.628662,0.001281,0.007352,0.001316,0.020101,0.000000,0.000000,1520264.901849
6,1,0,4,1,5,0.133806,3723.324111,1.112988,0.872596,0.004568,0.002104,0.010892,0.004398,0.001515,0.000005,5096.792808
6,1,0,4,2,5,0.267613,7.272117,1.908505,0.849696,0.019114,0.005520,0.051636,0.005945,0.000005,0.101114,21.446971
6,1,0,4,3,5,0.535225,0.014203,2.098571,0.461387,0.046181,0.006526,0.117893,0.002915,0.000000,0.011970,0.054221
6,1,0,4,4,5,1.070451,0.000028,2.695471,0.422900,0.096141,0.010283,0.292451,0.003668,0.000000,0.000075,0.000126
7,0,0,0,0,1,0.093905,450826.610403,0.007476,16.016806,0.006924,15.756378,0.000049,251.375496,0.000000,0.000000,69.720899
7,0,0,0,1,1,0.187809,880.520723,0.040868,3.343766,0.012453,1.299446,0.000430,4.416375,0.000000,0.000000,98.192415
7,0,0,0,2,1,0.375618,1.719767,0.671233,3.667501,0.015174,0.110070,0.009722,0.427620,0.000000,0.000494,0.993812
7,0,0,0,3,1,0.751237,0.003359,2.950698,3.048877,0.024611,0.025451,0.097079,0.103002,0.524380,0.000437,0.002929
7,0,0,0,4,1,1.502473,0.000007,4.211610,2.451021,0.054369,0.027015,0.287552,0.078045,0.304480,0.000004,0.000006
7,0,0,1,0,2,0.095655,190893.735451,0.001679,0.150159,0.000048,0.043454,0.000001,0.011282,0.000000,0.000000,230.550317
7,0,0,1,1,2,0.191310,372.839327,0.044537,1.176474,0.003446,0.159840,0.000163,0.213347,0.000000,0.000000,69.509089
7,0,0,1,2,2,0.382620,0.728202,0.748979,2.385715,0.010360,0.048001,0.008878,0.143141,0.007311,0.003146,0.520730
7,0,0,1,3,2,0.765240,0.001422,2.921671,2.949986,0.025403,0.025056,0.100003,0.097910,0.743680,0.000429,0.002155
7,0,0,1,4,2,1.530480,0.000003,4.374444,2.463998,0.063692,0.030268,0.345486,0.085331,0.232756,0.000003,0.000005
7,0,0,2,0,3,0.093601,154715.193033,0.014385,2.403693,0.005486,1.234813,0.000067,3.081686,0.000000,0.000000,88.239362
7,0,0,2,1,3,0.187203,302.178111,0.120142,2.014258,0.004771,0.124512,0.000590,0.257530,0.000000,0.000000,46.735563
7,0,0,2,2,3,0.374405,0.590192,0.846319,2.289093,0.007484,0.029154,0.008639,0.090146,0.255423,0.002930,0.524813
7,0,0,2,3,3,0.748810,0.001153,2.899007,2.934017,0.023962,0.023442,0.094717,0.091722,0.717971,0.000478,0.002520
7,0,0,2,4,3,1.497621,0.000002,4.170090,2.441927,0.055750,0.027469,0.292027,0.078080,0.255467,0.000004,0.000006
7,0,0,3,0,4,0.092790,125491.489075,0.029315,2.562313,0.007587,0.884020,0.000196,2.353239,0.000000,0.000000,25.758317
7,0,0,3,1,4,0.185580,245.100565,0.152628,1.749157,0.003329,0.065375,0.000604,0.122551,0.000000,0.000001,29.389746
7,0,0,3,2,4,0.371161,0.478712,1.121793,2.375067,0.009311,0.026098,0.014820,0.087056,0.661083,0.003735,0.415456
7,0,0,3,3,4,0.742321,0.000935,3.179318,3.019543,0.029810,0.027094,0.125241,0.105747,0.645260,0.000497,0.002496
7,0,0,3,4,4,1.484642,0.000002,4.348882,2.487448,0.062477,0.030248,0.337426,0.086432,0.149584,0.000004,0.000007
7,0,0,4,0,5,0.093713,91834.906829,0.015702,1.184018,0.003434,0.440086,0.000048,0.566078,0.000000,0.000000,85.850396
7,0,0,4,1,5,0.187427,179.365052,0.194914,1.937917,0.005006,0.079369,0.001062,0.168742,0.000000,0.000000,31.366190
7,0,0,4,2,5,0.374853,0.350322,1.344444,2.137211,0.008868,0.016864,0.019392,0.056153,0.951624,0.002007,0.313308
7,0,0,4,3,5,0.749707,0.000684,3.001324,2.799874,0.029410,0.026204,0.118129,0.096218,0.466518,0.000492,0.002106
7,0,0,4,4,5,1.499414,0.000001,3.992327,2.379118,0.051215,0.025972,0.259354,0.073597,0.145889,0.000004,0.000006
7,1,0,0,0,1,0.047919,192133178.795461,0.024953,0.386043,-0.000061,0.004885,0.000009,0.002691,0.000000,0.000000,19128079.414703
7,1,0,0,1,1,0.095838,375260.114835,0.209894,0.968231,0.000957,0.009663,0.000460,0.015233,0.000000,0.000000,210789.831485
7,1,0,0,2,1,0.191677,732.929912,1.097647,1.150288,0.003848,0.003731,0.009101,0.009157,0.003640,0.000000,634.514803
7,1,0,0,3,1,0.383354,1.431504,1.608844,0.485204,0.024679,0.004250,0.053339,0.002277,0.000000,0.001402,1.380821
7,1,0,0,4,1,0.766708,0.002796,1.564858,0.191753,0.048924,0.003258,0.088336,0.000516,0.000000,0.000495,0.002771
7,1,0,1,0,2,0.082828,697552.104143,0.010202,0.146489,-0.000107,0.003280,0.000003,0.001379,0.000000,0.000000,320596.426440
7,1,0,1,1,2,0.165656,1362.406453,0.194479,0.928285,0.001168,0.011729,0.000466,0.017436,0.000000,0.000000,1121.765809
7,1,0,1,2,2,0.331311,2.660950,1.294094,1.324346,0.004233,0.004730,0.010778,0.012237,0.000073,0.000797,2.549072
7,1,0,1,3,2,0.662622,0.005197,3.191759,0.824145,0.050489,0.009452,0.190404,0.007852,0.000085,0.001031,0.006612
7,1,0,1,4,2,1.325245,0.000010,2.610595,0.527408,0.076451,0.010356,0.229285,0.004641,0.000000,0.000010,0.000018
7,1,0,2,0,3,0.082828,465034.736096,0.379413,2.536791,0.004540,0.040025,0.002180,0.121180,0.000000,0.000000,395859.284162
7,1,0,2,1,3,0.165656,908.270969,0.935689,1.022503,0.002740,0.001018,0.006901,0.004020,0.000007,0.000007,875.777355
7,1,0,2,2,3,0.331311,1.773967,1.893812,1.043525,0.013974,0.005099,0.039667,0.007426,0.000016,0.023625,2.810382
7,1,0,2,3,3,0.662622,0.003465,2.162340,0.625413,0.031716,0.005974,0.087085,0.004023,0.000000,0.001983,0.007614
7,1,0,2,4,3,1.325245,0.000007,2.554755,0.445571,0.074302,0.008612,0.216058,0.003274,0.000000,0.000011,0.000019
7,1,0,3,0,4,0.078195,585463.312470,0.356339,1.920462,0.002144,0.017299,0.001239,0.043743,0.000000,0.000000,489236.687679
7,1,0,3,1,4,0.156391,1143.483032,0.945538,0.843029,0.003128,0.001043,0.007491,0.003134,0.000015,0.000005,1296.819931
7,1,0,3,2,4,0.312782,2.233365,1.829663,0.876408,0.015188,0.004621,0.040867,0.005502,0.000019,0.036947,5.083388
7,1,0,3,3,4,0.625563,0.004362,1.997698,0.500170,0.038237,0.006054,0.095423,0.003053,0.000000,0.003379,0.013519
7,1,0,3,4,4,1.251127,0.000009,2.240300,0.323715,0.071525,0.006528,0.180981,0.001737,0.000000,0.000018,0.000032
7,1,0,4,0,5,0.069531,1347819.289679,0.394640,2.341158,0.003558,0.028451,0.001943,0.082512,0.000000,0.000000,1186073.558252
7,1,0,4,1,5,0.139061,2632.459550,1.126464,0.913790,0.004561,0.001775,0.011023,0.003995,0.000960,0.000003,2712.577153
7,1,0,4,2,5,0.278123,5.141523,1.966997,0.929945,0.018726,0.005833,0.052316,0.006908,0.000002,0.056824,13.336680
7,1,0,4,3,5,0.556246,0.010042,2.206489,0.530851,0.047341,0.007433,0.127081,0.003793,0.000000,0.008660,0.037636
7,1,0,4,4,5,1.112491,0.000020,2.887938,0.513031,0.094448,0.011548,0.306715,0.004958,0.000000,0.000054,0.000090
8,0,0,0,0,1,0.093002,491759.978139,0.010288,24.431035,0.009761,24.145999,0.000097,587.439428,0.000000,0.000000,69.402899
8,0,0,0,1,1,0.186004,960.468707,0.037723,3.113426,0.010921,1.157650,0.000354,3.701275,0.000000,0.000000,104.686174
8,0,0,0,2,1,0.372009,1.875915,0.617405,3.590265,0.015476,0.120309,0.008886,0.452715,0.000000,0.000531,1.077866
8,0,0,0,3,1,0.744017,0.003664,2.770691,3.015791,0.022628,0.024951,0.084703,0.100954,0.706354,0.000475,0.003190
