,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,16979.245501659116,16790.45709603852,16670.475145478747,16621.044428297704,17019.278855799046,17083.19653794094,7527.525300394335,8026.514024843578,8642.611355637358,9342.001958556255,19310.944607040175,20150.71307533721,21802.96617932686,24199.26886714853,27679.0872938955,31006.576597245985,41446.33651218367,57600.457177596436,104905.8925632414,104906.02622919426,4158.674998041944,4053.6292990855027,4006.953006699131,4289.447823538248,3446.0209954898974,4927.208471311196,7195.34580835894,13468.26370354541,21177.392115332448,33746.9432247476,5874.029353397769,6706.117042654711,6164.835871726298,6263.565128363124,5566.09540404557,6721.9051078894,4360.488301328789,5055.335978693794,2635.456991339287,4985.465744351235,16620.75099370591,17006.622903687065,9342.09562132854,24198.21807551258,31012.2766511701,103026.50347907406,4252.941028595242,21099.960484012154,6247.174268996859
ep_02,2197759.3034195066,0.0,849.883108301367,1699.9886549009673,2549.9028494008076,3398.9519437489625,4254.8529447587525,5133.321369139478,5974.05450057615,6820.025824556339,7667.611788265666,1329680.9604677274,1986559.8631767821,2650183.259822823,3365535.8909154604,4404190.575666121,5408754.028445491,8601783.279984258,12043908.322592134,21618564.045966074,21618564.04667532,1887132.5238449846,2723982.103717601,3721811.3156725774,4844645.765816618,3867930.177453466,5085698.268129591,7934336.0919720335,11910465.899054637,30065957.91023952,46970011.421387546,800490.4156498327,801216.9088039844,889267.3439686031,940696.3289207086,1253576.4239286087,1251984.9879298853,1104067.9628013403,912838.8050961277,1874573.4118596853,2268553.866238964,2549.8877904770966,3401.538051741759,7667.595605207363,3365535.895000954,5408754.0232867375,21453013.7502216,4853758.38753534,29934245.599263348,940696.3080670156
ep_03,2197758.4427182693,849.883108301367,0.0,850.3278976159847,1700.1464797194365,2549.1462656817766,3406.529517543441,4290.19002833437,5128.300574328482,5973.130607718792,6820.059013619333,1329681.3372747814,1986560.0135600895,2650183.5190757667,3365536.0604755348,4404190.641536389,5408754.089506873,8601783.304945078,12043908.362752438,21618564.060271155,21618564.06089813,1887132.550433941,2723982.08844992,3721811.257958955,4844645.716154504,3867929.985961435,5085698.247362582,7934336.056920419,11910466.019013692,30065957.879075304,46970011.394816175,800492.6175649861,801218.5982485212,889269.2354313496,940698.2882657116,1253577.653656351,1251986.2352509194,1104067.9862471216,912839.8503944296,1874572.9821552902,2268553.1781847076,1700.1238940571961,2552.593482200333,6820.040819430261,3365536.064561028,5408754.08434812,21453013.769887496,4853758.328503125,29934245.576987203,940698.267412062
ep_04,2197757.9106323165,1699.7849152250437,849.9205049289202,0.0,850.1435605531475,1699.187622978351,2549.027761454232,3442.1062618547016,4282.95621390594,5127.117625108247,5973.103296167352,1329682.2571026308,1986560.527408363,2650184.0507794535,3365536.444546288,4404190.863920537,5408754.277404892,8601783.413470497,12043908.462834256,21618564.107948817,21618564.108504865,1887132.9596752245,2723982.338277857,3721811.3941800036,4844645.815538248,3867929.981121599,5085698.368115504,7934336.112751189,11910466.199515413,30065957.87193012,46970011.38361983,800495.7215602944,801221.1889589105,889271.9159331933,940700.9952797609,1253579.4592999564,1251988.0574386788,1104068.6628149438,912841.6856331958,1874572.937679815,2268552.808451786,850.291113137431,1699.1646071534035,5973.12168103561,3365536.4446268165,5408754.277370157,21453013.823224574,4853758.418218098,29934245.578833245,940700.9870888032
ep_05,2197757.7072203397,2549.683996489569,1699.8182235389338,850.1398562709618,0.0,849.521253900097,1699.332106606775,2605.5247787985213,3441.223896109075,4282.7933027787285,5127.1084907455825,1329683.7203284304,1986561.40497452,2650184.8551602247,3365537.0434623198,4404191.257631219,5408754.605425777,8601783.606378479,12043908.622938601,21618564.18907005,21618564.189524192,1887133.7517739073,2723982.853343581,3721811.72461787,4844646.0640666485,3867930.1631237525,5085698.631427839,7934336.259743554,11910466.440745793,30065957.888811685,46970011.38780288,800499.7281092963,801224.6814100044,889275.4290500312,940704.4878397748,1253581.841442541,1251990.4587131757,1104069.9945101715,912844.3132345688,1874573.278577783,2268552.757183655,5.246235837334962,849.6987219734964,5127.115472174473,3365537.043569825,5408754.605364958,21453013.910202056,4853758.6568199545,29934245.604812115,940704.4818608426
ep_06,197186.07723519352,662.5462467089267,496.58589662928995,330.78636711520767,165.40067169562636,0.0,166.53545467506277,350.8259759432779,509.86508974733084,673.0394474469393,837.6892912098494,118574.1705585316,177088.27543188358,236298.62930923334,300079.0449290196,392602.19714061776,482268.2389027256,766875.0460752946,1073784.6844469937,1926971.5058278337,1926971.5250203444,169231.69785029042,244276.15236436596,333756.7450263944,434447.4588796417,346919.7903317874,456058.7011064927,711465.665720269,1067920.9056208907,2696182.7487958227,4212063.380522232,72053.87726761309,72116.07610596223,79743.18536158201,84355.44160251216,112518.21058693525,112375.59856762004,98998.88945406169,81852.32256524447,168223.94068126965,203539.44366853783,165.90912780077957,6.816301078542914,837.83431577753,300079.04540100886,482268.2386529806,1912449.9765187297,435264.62912258715,2684371.308068551,84355.39705717408
ep_07,197186.13181237626,829.4022032257336,663.645587805471,498.27196179584996,333.69243686363035,168.7606656909091,0.0,232.87763357057423,361.25143942169586,516.1346862707487,678.9271428369336,118575.25554528732,177088.9256899068,236299.12680598986,300079.4008506944,392602.4260935816,482268.4106499183,766875.1444081693,1073784.7540271904,1926971.5398573559,1926971.555282493,169232.43978650545,244276.62334088545,333757.0518050591,434447.67442855175,346919.99985966226,456058.88289275847,711465.7628781328,1067921.0060370164,2696182.7616581223,4212063.384850275,72056.26227524622,72118.19439685604,79745.4623656479,84357.54810970418,112519.40492330249,112376.73738524213,98999.6706968136,81853.47594099624,168224.16807328063,203539.49162911985,334.54124431080197,166.86270444411977,679.5997800688447,300079.4020360942,482268.4102610066,1912450.0102537677,435264.8414456621,2684371.3237279733,84357.42105186633
ep_08,879973.2025264633,4454.352664475954,3746.1541525746948,3071.603279257987,2333.4636217178645,1730.7225766751858,1184.350103999491,0.0,778.9301592319827,1554.8918700748538,2180.567368781259,500262.6839593421,744359.8122470804,995649.8222177927,1264311.7280206683,1650262.4207331405,2032464.3252209425,3227493.4613450007,4520706.485327174,8092240.403237823,8092240.397526651,755622.5801017325,1090695.1735808402,1490225.918752329,1939810.274636205,1547570.0444900647,2033884.3962504691,3173118.260299315,4760817.451810209,12038478.23218204,18806900.037767325,320474.5187751836,320758.210148982,355747.6382139669,376357.5881856502,501177.4086437294,500539.8271271057,441459.7295744578,364697.0361982552,750177.9225957678,907688.3277481728,2329.8810795297295,1733.697242870405,2182.7918723864473,1264311.7938360588,2032464.3414255655,8041951.563269794,1943458.8738957061,11985741.117739553,376356.1115135607
ep_09,879981.0180816683,7023.527591458862,6516.626160833785,6058.266543148025,5658.691683237387,5404.758387884748,4740.680059526762,1045.7978898978577,0.0,794.2711064388953,1487.0758401412954,500294.62156815006,744381.0766371597,995666.0749405283,1264324.3550809075,1650270.6977780946,2032470.4808236153,3227494.467072454,4520707.253241116,8092241.035522984,8092241.040225241,755631.6757132945,1090701.412051724,1490230.3748460072,1939813.6997695705,1547574.1769423976,2033887.8724120962,3173120.2449549087,4760819.03542938,12038478.743272588,18806900.35322817,320499.8566397387,320782.5912715937,355775.6698270547,376384.46954963956,501193.4864374266,500556.37850554223,441474.4962944531,364716.7604643369,750186.229768993,907694.5921862139,5670.613168220125,5209.723978865174,1500.8428686932348,1264324.1439981936,2032470.664375469,8041952.45679952,1943462.2823509944,11985741.648971513,376380.81895322475
ep_10,879978.0843943966,5992.514765399067,5290.630711205988,4594.5844322411485,3919.7539969424297,3240.5854606446214,2517.4683111347736,1577.4327042515822,759.0168103611582,0.0,806.5690624480427,500279.260514439,744370.5523094839,995658.3792017048,1264318.1831408348,1650267.0925840074,2032468.059361287,3227495.649038279,4520708.143943911,8092241.307352849,8092241.317172448,755631.8985911873,1090701.5035637706,1490230.3630174946,1939813.6779718082,1547573.862702044,2033887.7839833163,3173120.3440887392,4760819.36233483,12038478.698267503,18806900.311948538,320504.27465723397,320786.07107138744,355777.64264196943,376386.6712350896,501195.83358542353,500558.4457807372,441475.7104873587,364720.07971154933,750185.6532766937,907693.4831669083,3923.5044328381136,3206.381946894563,838.027825610135,1264318.1808037534,2032468.1040193583,8041952.523578913,1943462.2302084486,11985741.620823966,376384.5421118399
