,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,17029.96666307357,16563.98443029324,16267.719022353243,16150.73796186469,16138.718855280486,16357.898638055629,8487.18971423671,9587.669548994892,10856.658612871915,12234.959708960067,19487.972766949606,20312.775038485197,22122.306847584125,24562.605468002566,28240.45672609444,31747.790738753014,42873.68424916226,59477.34232553187,108405.97827187908,108406.11271326804,5854.341275771161,5676.881485866692,5445.584475022002,5602.361502282247,3990.9667026357038,5943.023133231971,7740.976034417503,15145.104075089694,20066.185163513088,31731.56993088389,8925.257458940943,9634.536282770485,9256.68770612829,9497.559685300363,8438.795045824061,9821.97712060269,5990.501703071108,7511.747141214718,3266.7279426888085,6222.820139253143,16150.470137939596,16125.641332925145,12235.042685022318,24560.984730448105,31754.48972155722,106267.85264553152,5528.379509633292,20043.999756201072,9486.830021743297
ep_02,2760724.521011982,0.0,934.6512843161478,1869.708598507875,2804.050910449016,3735.664956172565,4676.739852627186,5626.858662228615,6555.625360398426,7487.845935612146,8421.284444600647,1680179.520128447,2487905.364956682,3334951.265419293,4283849.511120669,5579129.906885386,6899917.568865628,10826179.310699275,15175480.477746407,27308988.060730003,27308988.06134144,2370649.037847701,3421864.391670047,4674860.528699754,6085554.465369321,4857697.427446871,6385519.308337712,9967181.526507646,14958251.200354958,37767862.579317756,58993672.813084096,1005390.2263519585,1005708.6373038484,1115895.8764841836,1182096.227668584,1573991.7084630406,1572264.5772348805,1385313.8824206921,1146194.730049546,2353797.2981657153,2847560.1551117213,2804.0633558793807,3737.068751193179,8421.290284228637,4283849.511655918,6899917.571000014,27070035.424825028,6096789.318338626,37597316.663802594,1182096.209181023
ep_03,2760723.6941284747,934.6512843161478,0.0,935.4630797165693,1869.4481517337772,2801.0344917572816,3743.7082100294483,4696.087488610501,5623.235466823189,6554.787865244376,7487.876391422121,1680179.947221141,2487905.545205903,3334951.4699608316,4283849.674733137,5579129.992629895,6899917.6356035955,10826179.351865675,15175480.515208166,27308988.078294452,27308988.078835025,2370649.0630874345,3421864.3765006554,4674860.472820265,6085554.417146419,4857697.239720779,6385519.291809001,9967181.493431482,14958251.31562632,37767862.54917237,58993672.78735512,1005392.3468283429,1005710.2665358242,1115897.7012723056,1182098.1134699672,1573992.890882874,1572265.7832263657,1385313.900397488,1146195.739703524,2353796.8859786387,2847559.4924552785,1869.4668190199072,2802.9064219810734,7487.882958993655,4283849.6752683865,6899917.637737982,27070035.449964326,6096789.26121925,37597316.64226429,1182098.0949824357
ep_04,2760723.183608135,1869.3206993614995,934.6875452470157,0.0,934.9019005235249,1866.3713611662545,2801.0330128849278,3761.137439792009,4690.691615835205,5622.238930091911,6554.829003390612,1680180.8942226185,2487906.0765700173,3334951.935999931,4283850.041910016,5579130.230177554,6899917.82784255,10826179.473134171,15175480.610062322,27308988.12783762,27308988.12831507,2370649.456632088,3421864.6164909275,4674860.603616107,6085554.512388409,4857697.231756293,6385519.41182793,9967181.547825841,14958251.489182202,37767862.542146645,58993672.7764275,1005395.3357369152,1005712.7639277205,1115900.2879432943,1182100.7203654703,1573994.628086193,1572267.543783968,1385314.5477149542,1146197.5099889382,2353796.8447439983,2847559.136427838,935.0436926974356,1866.3665450696785,6554.849681168284,4283850.041994254,6899917.827799944,27070035.507372513,6096789.347253331,37597316.64394783,1182100.713305925
ep_05,2760722.9895632872,2803.9861582057115,1869.35102616927,934.8994590397604,0.0,931.8241822840245,1866.6057379802924,2833.627051284233,3760.416138225786,4690.593352391205,5622.240437744066,1680182.3611863586,2487906.9590855134,3334952.6644684346,4283850.613476121,5579130.628951245,6899918.147663246,10826179.67569621,15175480.762656152,27308988.209377058,27308988.209767353,2370650.2188513917,3421865.1118970844,4674860.921461732,6085554.751259443,4857697.403700912,6385519.66893023,9967181.690010268,14958251.721235532,37767862.55825861,58993672.78031244,1005399.193942159,1005716.130345023,1115903.6759889924,1182104.0820528008,1573996.920526376,1572269.8610816228,1385315.8266712993,1146200.0436809824,2353797.174782015,2847559.0873077926,5.39225237294327,931.9893739580805,5622.248579180267,4283850.613558429,6899918.147661024,27070035.597030822,6096789.576701946,37597316.668874934,1182104.076936473
ep_06,204585.9785043087,693.2098362375593,519.5216173703343,345.98234795788187,173.02383095529171,0.0,174.22500481850625,364.1910201990585,531.648729130424,702.8691182115297,875.4127471928889,122751.56088656191,181582.70559633872,243541.9855024207,312863.75864295673,407186.8544873112,503940.47069630865,790351.1710382111,1107964.7518385742,1992690.7115877038,1992690.7343892986,175586.83818101627,253445.9080236004,346250.3602665456,450735.12753587693,359821.8146662307,472870.58451127156,738057.3199629828,1107476.1835651582,2797326.1033843905,4369443.266601755,74756.80904661922,74778.28444648118,82635.31736012347,87539.42611978666,116667.44588451851,116539.69703866178,102574.82124940638,84859.92704531859,174455.78316635758,211003.76317693893,173.48714290838535,6.674938918189285,875.544550670941,312863.7590679936,503940.4704597735,1975916.047648254,451567.24066062045,2784694.3438761323,87539.38575854752
ep_07,204585.99379268344,867.7219549347683,694.2073854065943,520.9597017007668,348.6178724773798,176.0235311415003,0.0,230.18821028947514,371.92594171491055,536.4365048070514,707.4409725137723,122752.72631266953,181583.40440401668,243542.48781229416,312864.1202257134,407187.09277095227,503940.6424318901,790351.2714911599,1107964.8171836815,1992690.7433469708,1992690.7614684142,175587.608215337,253446.39212359293,346250.6720379659,450735.3433442117,359822.0189470929,472870.76041996985,738057.4110241729,1107476.278320583,2797326.113419284,4369443.268739392,74759.26072189734,74780.44965946002,82637.53731950649,87541.45801842412,116668.6273736133,116540.80929947275,102575.55666109656,84861.00863799715,174455.96654311108,211003.76679969818,349.2860549322215,174.51320440492665,707.970628327893,312864.12109654327,503940.6421099488,1975916.0786332684,451567.45326884906,2784694.3567121634,87541.3551552926
ep_08,903127.0595864281,5544.570555326022,4947.474047752,4416.269909589219,3902.1290717138436,3679.767199146187,3438.460804407894,0.0,805.5175650697364,1607.5645913626363,2264.9976867845094,513444.25032003445,756327.8177653406,1016838.7773733569,1306752.0780655288,1695790.1408816339,2105119.799011661,3295357.7597308457,4621402.54725398,8291179.657077713,8291179.651567475,775552.3912321654,1119445.206435368,1529350.941367819,1990847.772301804,1587836.297931686,2086199.7922840458,3256352.8047392117,4884221.739840218,12355478.972010706,19299347.406819053,328831.98563927575,328928.47753971367,364694.93757428246,386372.22953018313,514048.18387448596,513482.4146864939,452500.0323390283,374052.0870622244,769554.3432426082,930814.5071516768,3900.1246444700396,3680.4390660219974,2267.129460706692,1306752.142589421,2105119.811865645,8233235.968988258,1994523.013825193,12299687.023824876,386370.7872406408
ep_09,903132.0761483036,7062.418528702301,6517.193753858761,6021.127895810594,5581.548798993545,5302.426064607639,4807.514434064192,949.7060372668215,0.0,805.2306360925198,1534.5788058443175,513463.91146067495,756340.931588212,1016848.6997669319,1306759.7082367712,1695795.4993661533,2105123.7869133274,3295358.85699405,4621403.353738014,8291180.2102522245,8291180.215540116,775559.2415985174,1119449.8859872476,1529354.2584802124,1990850.318793389,1587839.2824857002,2086202.3672113302,3256354.3110740334,4884223.017161144,12355479.339393595,19299347.629413884,328852.23815677746,328947.74394760653,364715.62962649175,386392.12600156094,514060.9095998068,513495.4102826309,452511.38173892506,374067.7800523959,769560.3722589044,930818.8465502978,5589.793545358129,5208.178491647408,1548.729191511396,1306759.6193020782,2105123.8651777217,8233236.672885565,1994525.5391639175,12299687.411717292,386389.72968038975
ep_10,903132.1769969712,6928.358478474191,6281.642484064982,5660.317772960181,5082.055871936114,4638.90632047351,4131.981377697643,1621.2259475145172,783.1479528859126,0.0,820.5930943756052,513461.81576638756,756339.2752975302,1016847.5594067858,1306758.7843419847,1695795.1261666089,2105123.7139929915,3295360.148417565,4621404.294528565,8291180.625410806,8291180.6337164985,775562.1699341321,1119451.8483542446,1529355.6066668758,1990851.3432751643,1587840.2923776256,2086203.3596678013,3256354.99383048,4884223.745395206,12355479.460363228,19299347.69384996,328863.2403037919,328957.762761393,364725.7160721956,386402.00201362965,514067.5357677848,513501.97649988165,452516.8043470567,374076.30316260486,769562.4644770662,930819.9210239092,5084.437984119766,4616.415008974355,847.8495213928393,1306758.77822601,2105123.762445714,8233237.003310669,1994526.5365652854,12299687.551140364,386400.08659907547
