,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,95882.8955980264,95845.13422410299,95821.6979933469,95801.92587587946,95782.91534025817,95717.35601834748,40293.369497539556,40030.57550423062,40029.23941402024,40371.105115958664,96172.62843403725,96340.19971168901,96757.2763349384,97317.04219506831,98207.5562899141,99386.88707044483,56803.25056945501,69671.25856892377,107095.56848275525,107178.2284084558,10532.82501882155,10487.76057910399,10349.759660351056,10523.025783140662,10257.086320258224,10850.34391792443,12187.776321364414,16590.086642097376,22059.15520612961,32936.79375736516,11469.226438616195,11859.738691397253,15386.238229484963,15421.906827094044,11300.813576650231,11913.854607308414,10867.980622324561,11231.7247878808,10162.854140566444,10901.179859835624,95785.16028101518,95764.25705564629,40384.44430806864,97272.68711843056,99116.76418423324,102823.9624877687,10452.985512899908,22054.431662908915,14782.672615454403
ep_02,2809405.5775747667,0.0,996.442841737403,1993.4722850842888,2990.376022598266,3984.181450848648,4980.63069862077,7354.002254273035,8401.9968284134,9416.223643440555,9986.574166192333,1653210.190068983,2475165.3538247533,3332358.22391142,4256473.183515011,5550196.907102464,6853144.672427785,10768371.024140663,15140327.077114657,27094867.157357685,27094866.66472518,2411883.228976335,3482029.7183269286,4757304.650221347,6191983.582416994,4942644.045243503,6494627.359039277,10137399.06193157,15210520.728887891,38427692.482518114,60021565.53608679,1022402.7037339807,1023520.2908645967,1135412.1988996658,1202177.1770658786,1601350.4295725222,1599339.6554081861,1407986.222126368,1164575.670239224,2394659.829583867,2896825.268791192,2991.3674712028596,3984.1927829785727,9933.133407940883,4256473.184498429,6853144.672379585,26867565.37424123,6203927.399803834,38246696.308457345,1202195.0538604432
ep_03,2809404.6544837416,996.442841737403,0.0,997.6155275706379,1994.4565857100195,2987.75283608677,3984.2001278302137,6569.731572706653,7595.247054081595,8589.161666743492,9102.433594227841,1653210.630896683,2475165.5562261804,3332358.4878883245,4256473.36648181,5550197.003642086,6853144.742889618,10768371.059802128,15140327.122589331,27094867.177792218,27094866.68510508,2411883.2576708635,3482029.702085408,4757304.588464641,6191983.529000545,4942643.842980504,6494627.338236955,10137399.027974065,15210520.858242918,38427692.44903339,60021565.50758082,1022405.0770500653,1023522.1131146371,1135414.2425208513,1202179.2898118265,1601351.7502403825,1599341.0108261236,1407986.242899855,1164576.8065496497,2394659.372054764,2896824.52992268,1995.9428006638957,2987.767947514774,9043.769847824453,4256473.367465228,6853144.742841418,26867565.40314394,6203927.336545814,38246696.28435256,1202197.1665749743
ep_04,2809390.151392928,1993.4422421872846,997.5554933874785,0.0,1004.1525523537691,1991.9804564618737,2988.1785309112784,5736.858804960925,6724.9364468874255,7689.385895290066,8159.976554148447,1653211.673036023,2475166.1602553814,3332359.049954626,4256473.7816926325,5550197.279206551,6853144.958545969,10768371.11038776,15140327.18117095,27094867.059897356,27094866.595104497,2411877.022297798,3482025.3469406925,4757301.280702265,6191981.022279913,4942640.593688429,6494624.997534915,10137397.577874497,15210520.043777766,38427692.03520187,60021565.2360844,1022392.6731898643,1023509.1743101893,1135411.3584552195,1202176.7191652353,1601343.666098991,1599332.9455421993,1407976.0675169574,1164565.615584335,2394652.7881947444,2896818.6510779294,1008.3748063850408,1991.89842635327,8098.6581957191465,4256473.782274545,6853144.958285827,26867564.99443736,6203924.797282339,38246695.88783041,1202193.5981881474
ep_05,2809432.676040859,2990.4869448724953,1994.6228924797474,1005.4237304174554,0.0,998.1315031159608,1993.0266975980123,5473.572767722486,6401.602616306342,7314.4490773785465,7606.909615374052,1653213.3163076048,2475167.1657929984,3332359.911133648,4256474.435495508,5550197.734159414,6853145.318675697,10768371.5654051,15140327.517311366,27094867.688425113,27094867.13796048,2411898.3284480446,3482040.0688816328,4757312.221795903,6191989.297762073,4942650.744619367,6494632.858948914,10137402.378539901,15210523.395277759,38427693.29786666,60021566.03581991,1022445.2400173726,1023561.1353440979,1135432.8990118683,1202197.336103013,1601376.942196567,1599366.3090068086,1408010.8970495858,1164608.83589893,2394673.200241327,2896835.3961875667,32.90250012911554,998.574087499406,7527.434300735425,4256474.437253003,6853145.31903238,26867566.550747275,6203933.131046814,38246697.13615365,1202217.2738538217
ep_06,196420.37212094513,676.3309751501636,507.33634607831084,340.96066721859677,180.23229258256094,0.0,169.62450181068618,4972.015031707342,5215.16020252048,5419.194879723935,5105.5014104263255,115558.2320439828,173195.6476068071,233111.3032293051,297730.8047744511,388417.8786223674,479220.72485046193,753260.3092782357,1059083.4312524977,1896456.233245535,1896451.9822935718,167732.63746922283,241318.05470268667,329219.63866899954,428188.9775955681,342106.54387168883,449217.10629347846,700752.1517678481,1051306.5207781233,2654705.278565459,4146414.2712795567,73429.53036113334,73500.95490063984,79508.58515943636,84066.74273814002,112417.55438958085,112281.29617006175,99111.04508311563,82680.41073288031,166638.9904782334,201155.3006262743,190.1067355740179,6.925330162821467,5042.266033371476,297730.8140267456,479220.72450440004,1879706.0126808723,429017.55799641483,2642200.503103,84221.5447491352
ep_07,194321.8049216079,846.0809553441662,677.2380919979182,508.9864203771924,342.06232903806995,171.39624684858813,0.0,1498.8406109305424,1598.7845838247188,1697.6811182534825,1639.251405261887,115559.38964357955,173196.3395073305,233111.80675987568,297731.15040779294,388418.1126557621,479220.8919568505,753243.4109322887,1059071.7137620044,1896427.2982677203,1896426.9359168357,166705.55364866307,240605.2441338934,328687.15572584025,427785.64110410336,341605.35414430866,448835.4354639048,700517.862609663,1051150.4020007604,2654642.425209904,4146374.1020864625,71052.72784063844,71126.25345530905,78546.81834143226,83153.43611043422,110883.52632874918,110744.829168668,97440.80862874856,80670.89095234263,165631.34106874175,200310.10034311874,343.79513223576896,169.8513175151788,1617.1452368783516,297731.15287846565,479220.89166594046,1879632.6481011233,428610.96714199457,2642138.7829438117,83166.63809373578
ep_08,946075.4262753974,8744.59875461913,8367.671580292616,8032.197353547188,7817.302278389324,7603.689158757095,7479.457838242335,0.0,906.7260013112447,1778.3780801698106,2301.2968540785478,531676.6835141063,792429.0495689195,1068063.026651065,1364710.6177008545,1775785.1739430062,2199899.2888450013,3452106.9630052815,4853410.483996327,8664035.331854474,8664034.396079434,812013.1536081065,1172152.7736366945,1601363.2839097208,2084237.0977858528,1662816.4095612562,2184165.089710554,3409172.051418265,5113290.297992191,12934396.21790358,20202678.591078978,344545.3742327355,344914.11844443314,382048.84484742885,404529.4917007484,538684.6367124331,538009.6226743726,473733.82644993765,391717.8124731064,805878.1595546772,974684.4264634141,7830.918906472827,7600.148165570898,2301.0529214170233,1364710.567797407,2199899.165302255,8608306.895496335,2088257.9788790678,12873475.015546378,404564.224333057
ep_09,946583.3534939089,10578.999681327512,10212.356097865348,9853.0268433073,9689.39564436443,9412.564668184712,9247.357372999628,982.922747992096,0.0,914.9251203983584,1597.6731474360595,531710.2677711268,792451.41138173,1068079.7452588985,1364723.2522369234,1775795.128028083,2199907.400432882,3452107.9781195824,4853411.256411639,8664038.712821325,8664036.982968971,812213.6856152744,1172291.6369562154,1601467.5370817815,2084315.6284766623,1662913.5949372125,2184239.346870437,3409216.90494435,5113320.468904039,12934408.255672371,20202686.265792053,345021.7375575702,345389.01059436356,382177.9914862952,404652.72390397516,538987.9559423723,538313.5242295159,474056.96575997176,392110.4849121606,806072.3537553585,974847.2539313568,9716.95860933475,9407.317082163981,1661.5182070343142,1364723.0616419858,2199907.185832041,8608320.924075028,2088337.3942296552,12873486.756387008,404720.1748714887
ep_10,948183.1434404126,15389.100924714094,15100.611663070002,14771.841657079663,14750.677430249141,14444.581946031605,14274.28844621591,2295.836856119638,1071.8207649622575,0.0,1591.5208674922712,531827.8477528157,792530.1369238618,1068138.14901044,1364767.8523822194,1775830.055317937,2199935.755824805,3452109.2272449858,4853412.214296624,8664048.488960061,8664044.250864604,812837.8071139582,1172724.0764628672,1601792.5556744263,2084560.4187053945,1663216.989652976,2184470.7116421284,3409356.601513187,5113413.875917075,12934445.848865855,20202710.25902232,346492.42989454925,346857.1871553498,382566.0448937391,405022.5606664671,539926.6742756432,539254.0467582725,475061.02532675874,393325.7208519328,806678.2493226245,975356.8221693164,14798.834636448408,14428.087240680841,1839.9875707839635,1364767.2725606353,2199935.288345636,8608364.280054612,2088585.0280610076,12873523.37201854,405190.9532795456
