,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,90205.00262625412,90168.0652011314,90144.75439863544,90125.79199353851,90205.33907842614,90158.92808817634,38011.04730028213,37773.991011389415,37774.697733139765,38103.8333858136,90579.1678296043,90713.36088695223,91106.07065892086,91639.95338833152,92517.53722103612,93684.40003062988,54073.851143614,66871.48583326353,103293.07040316594,103371.43169674372,10029.329075390464,9983.858017961675,9856.890590082205,10037.332670404056,9760.250065465809,10359.919210362523,11701.693286802096,16087.94930162593,22254.78900544167,33509.94067531613,10914.94067501964,11307.785789488242,14654.870902324134,14684.249341508968,10748.57217287729,11348.565047842932,10335.642534987353,10684.13383503074,9648.113887711015,10389.119779785266,90109.40445898937,90150.3615191677,38114.02073792822,91596.73975577019,93473.27912174742,100589.55143939215,9970.274291956372,22240.248606519704,14074.225535588594
ep_02,2587618.5117220036,0.0,946.2684841639909,1893.213310192544,2840.013192705828,3783.5141071543508,4729.791446378248,7243.295894793051,8250.455698262222,9219.402087566734,9686.495480728749,1546233.8263745634,2325400.399998643,3109835.3168669916,4008734.8317166716,5184352.068267678,6366224.934528013,10009078.336649183,14122139.003231812,25494862.757087443,25494862.18163989,2221270.612438012,3206963.4557849816,4381025.586357629,5702652.36607087,4552964.186616388,5986257.127574374,9341166.18746236,14018419.736707164,35392801.53507317,55282176.75306285,942153.5110950907,943283.0948194975,1046500.2808011617,1108175.1447621975,1476305.5541730023,1473868.8093420693,1298944.8080585224,1074528.1601599946,2206572.577795812,2668584.055804749,2841.1560452082667,3783.523760882545,9625.619952770558,4008734.8328664443,6366224.934487772,25330813.44247362,5713197.445149907,35234354.35897209,1108196.4676936388
ep_03,2587617.6070333556,946.2684841639909,0.0,947.6204438086789,1894.3480974026559,2837.256792010515,3783.533552482734,6528.237271247006,7512.104737749348,8459.80053700526,8866.126374218848,1546234.2428005196,2325400.5718540032,3109835.54439195,4008735.0037915735,5184352.166629863,6366225.006680871,10009078.376337262,14122139.044449074,25494862.77180734,25494862.19629607,2221270.63994318,3206963.439288102,4381025.525528339,5702652.313752005,4552963.984830347,5986257.110780333,9341166.151475666,14018419.862346137,35392801.50238595,55282176.72519567,942155.829328004,943284.8767030127,1046502.2778857871,1108177.2070909177,1476306.844957606,1473870.1337762962,1298944.8321711689,1074529.2665889494,2206572.1286309967,2668583.3308772105,1896.0610360991532,2837.2696653537555,8799.57735693114,4008735.0049413466,6366225.00664063,25330813.470056318,5713197.382978656,35234354.335651,1108198.5299826777
ep_04,2587600.5143730254,1893.1788065672777,947.5515085046561,0.0,955.1524840625406,1891.7289210555314,2837.7234206359853,5755.146222807253,6700.441898506285,7617.393734394934,7979.4528947877225,1546235.2391510648,2325401.1293202047,3109836.0599937513,4008735.3980337675,5184352.4378759265,6366225.219800949,10009078.41454775,14122139.087542046,25494862.61836495,25494862.07524605,2221263.1472281693,3206958.2139916252,4381021.56846401,5702649.316358609,4552960.128316866,5986254.311875081,9341164.415221753,14018418.855013076,35392801.01292168,55282176.40550263,942140.4174390527,943268.9496790131,1046498.2487342764,1108173.5437375458,1476296.8644501693,1473860.1583820211,1298932.6290119877,1074515.5920606097,2206564.325845213,2668576.4357249048,960.0110246923771,1891.6326016908438,7910.136936462321,4008735.3987165717,6366225.219563067,25330812.982815813,5713194.348620304,35234353.865112156,1108193.6836675853
ep_05,2587651.2527141273,2840.141527077633,1894.540491312018,956.6172137069367,0.0,948.5260687310696,1893.015719812355,5589.686266236527,6479.912557840578,7347.878548543508,7525.274189320084,1546236.8153284898,2325402.072332745,3109836.8649319718,4008736.021878057,5184352.882363205,6366225.573299915,10009078.910624836,14122139.443280727,25494863.327292554,25494862.684241135,2221288.36641131,3206975.6462757816,4381034.537263667,5702659.125429587,4552972.173180885,5986263.617013797,9341170.098392708,14018422.791609693,35392802.514436565,55282177.357975945,942202.1278725469,943330.052738864,1046523.0987517737,1108197.2944110387,1476335.9239473762,1473899.3444462963,1298973.7813251703,1074566.4160846218,2206588.568138832,2668596.4040915733,34.42973755713421,949.0028014410682,7436.484832590635,4008736.0239292146,6366225.573637822,25330814.773654394,5713204.229982714,35234355.34709099,1108221.0773209957
ep_06,197609.31887035468,651.7918653347024,488.5912763629846,327.8498681743076,173.02808823130144,0.0,163.75657910044916,4580.058336527717,4825.014507568987,5031.159647873891,4712.449583299425,116204.8650475947,174689.04889302995,233674.4162435868,301246.4490616484,389517.3158257436,478390.4708388792,752088.6315353999,1061081.0013435266,1915346.6022471762,1915342.6451127431,168788.5469664737,242921.16187090334,331414.50169246586,431103.80700203875,344418.1733959625,452495.4789728204,705694.0914323702,1058781.025333791,2673160.956897123,4175315.2436020006,73754.59543067164,73834.20867218779,79983.30614793053,84593.7434965,113111.806839614,112931.72690049453,99757.41221154098,83148.8911091243,167757.2761011791,202477.43790022386,182.85457708116573,7.308473239139298,4647.627973568577,301246.4576866439,478390.47069489927,1903202.5407473356,431903.522959653,2661192.772879559,84738.23221360604
ep_07,195682.89410694793,815.8799928586852,652.8788115867676,490.49849126775695,329.615911232114,165.83846989801376,0.0,1477.1957140112108,1579.100280704483,1678.471925461931,1609.6820914997054,116205.93989606405,174689.69167660602,233674.89316930017,301246.78446027986,389517.5512365582,478390.6445984948,752074.324532996,1061071.1381589978,1915320.9704457095,1915320.5918320855,167853.76585246017,242272.541554881,330929.8060519102,430736.7935908654,343962.49041117204,452148.50954921666,705481.1312702359,1058639.131717223,2673103.802304487,4175278.7178142564,71590.11788573369,71671.88154881864,79125.4216044222,83779.15179015615,111717.13935545129,111533.75994909873,98239.6713457403,81321.9836101381,166840.98913509125,201708.52876497223,331.4869737200382,164.08872753665477,1585.5293977330273,301246.7869824722,478390.6442655672,1903136.4325177681,431533.4599509055,2661136.6912913737,83792.78123391011
ep_08,878459.9474750315,11581.42942463109,11330.545215374781,11115.375667834925,10974.056335025594,11041.312219838399,10965.155762679768,0.0,918.6113096265036,1797.548703841736,2173.364511568181,492996.01452514855,737302.4284880467,989219.4187195853,1276747.304534434,1647000.679449795,2026714.8287272782,3182994.6319969143,4487941.573028664,8088350.869698609,8088349.761932683,753857.3455967377,1088202.4347654209,1486488.606105636,1934851.0650933837,1543655.2318860213,2028630.2326659781,3165467.114180451,4747998.412127529,12007852.26883746,18755784.999619395,320139.99576624506,320516.13547573955,354898.3840385946,375831.74850007414,500459.7545549684,499632.9048162282,440457.68043157115,364204.32717633294,748447.4416722299,904923.1119802864,10984.042161632273,11036.513449137052,2174.7199723618824,1276747.2960811623,2026714.7124097773,8044031.500223265,1938429.5690372486,11954095.78545397,375871.73248263897
ep_09,879156.9325052615,13287.779489890283,13029.637567917143,12773.178159708958,12683.961923378843,12657.519131993153,12547.56366022258,1002.1014954798599,0.0,924.2406449260327,1538.9806868424937,493039.27988856554,737331.1634372057,989240.8992768611,1276763.3317931802,1647013.5380161821,2026725.367996992,3182995.587175174,4487942.296086357,8088355.352738503,8088353.162789738,754131.8886393455,1088392.58124155,1486631.4194261231,1934958.6397008789,1543788.3265629201,2028731.8497620965,3165528.538638912,4748039.620386783,12007868.77630141,18755795.52913881,320789.799238766,321164.2607898997,355071.9091486075,375997.2195598838,500873.4118763117,500047.72311294463,440899.3919750523,364740.23783730745,748713.5564706138,905146.5799016447,12709.577966441297,12650.312536061128,1627.1752426766557,1276763.1094951585,2026725.1424359055,8044050.549330342,1938538.3718170936,11954111.87245065,376082.393084365
ep_10,881806.4266477668,18863.916091928826,18654.981257617164,18388.564791382134,18453.670280886363,18307.173250285457,18172.052045857,2514.122416005135,1150.044849798005,0.0,1809.4149430265643,493221.23571185616,737452.6512025679,989331.2705429294,1276831.595988323,1647067.5741658967,2026769.388403452,3182996.8052397054,4487943.233075559,8088371.246221346,8088364.900750021,755165.222344532,1089108.7560006257,1487169.8887637309,1935364.1823764846,1544290.629448403,2029114.8001173818,3165759.9157263255,4748194.139782244,12007931.086249635,18755835.306075074,323215.3667841572,323586.1111674539,355708.05980236846,376603.3532920333,502422.74250611255,501601.5028579212,442558.0374814487,366745.31675798615,749716.9076834847,905991.2534576576,18507.578354611804,18282.530602087412,2117.6644285622074,1276830.7274294961,2026768.8826825465,8044121.804984695,1938948.6770351192,11954172.522829121,376856.05593513785
