,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,90447.23470528141,90411.98447949564,90389.7471168652,90371.64874069618,90369.4444433667,90410.22519524606,38127.501120617206,37878.222142719686,37873.8558021275,38191.082740777405,90734.67940190186,90917.10896192367,91335.61929248956,91924.5352581348,92988.77818501867,94033.26511722224,55507.108206664365,68434.9201387956,106746.4116543493,106823.12681581482,10071.045215173419,10028.124674191715,9908.56652132259,10100.690976195418,9794.095371440242,10432.657951742181,11864.655256055708,16443.57534818448,23144.651966522626,35017.86981947014,10891.996824793277,11362.366821068232,14688.88130566259,14713.327903349096,10725.234798849266,11390.653049661294,10392.829319738059,10702.965238692395,9684.940604001571,10504.077794621975,90355.24858301046,90313.17316465902,38205.575281935686,91882.74009003794,93927.0011339937,103548.5792989699,10034.349300325173,23125.479171122493,14097.92309426156
ep_02,2198080.7678793734,0.0,849.883108301367,1700.4518246831872,2550.873567688572,3398.8080532056924,4248.693525825559,6658.717212739565,7571.632761264711,8446.301487958597,8821.482425460852,1329680.9602165401,1986559.8630086526,2650183.259755466,3365535.892653582,4404190.567829765,5408754.02145908,8601784.651004616,12043909.251740282,21618567.705832362,21618567.090344466,1887282.9480620143,2724086.317440377,3721889.2242018613,4844704.672920404,3868003.4701086455,5085753.829366982,7934370.146687676,11910488.585143013,30065967.054427322,46970017.26242954,800844.9719136336,801571.1437205801,889393.2831326675,940816.0555988146,1253802.5513401048,1252210.6645714208,1104312.6689316162,913134.7591499811,1874720.5979126873,2268677.242815072,2552.032119545941,3398.811983808855,8760.776430341812,3365535.893892413,5408754.021420488,21453024.14368094,4853817.822232503,29934254.556137968,940838.8590200944
ep_03,2198079.9073040118,849.883108301367,0.0,851.2534961692677,1701.6020302797772,2548.954403370207,3398.8331010457905,6032.682414945264,6923.854582258407,7778.531084642093,8095.646150642601,1329681.337023594,1986560.01339196,2650183.519008409,3365536.0622136565,4404190.633700033,5408754.082520463,8601784.675965434,12043909.291900584,21618567.72013744,21618567.10456727,1887282.9746488514,2724086.3021732797,3721889.166489447,4844704.623258894,3868003.278620242,5085753.8086002,7934370.111636213,11910488.705101838,30065967.023263115,46970017.23585817,800847.1728539409,801572.8324185095,889395.1743275813,940818.0146944752,1253803.780846062,1252211.9116676596,1104312.6923722024,913135.8041094942,1874720.1682420287,2268676.5547982343,1703.3383252642975,2548.9596444838403,8029.45440712707,3365536.0634524873,5408754.08248187,21453024.163346827,4853817.763201011,29934254.53386183,940840.8180682719
ep_04,2198061.6178778945,1700.416728478132,851.1833863277025,0.0,858.881808142549,1699.8934258378054,2549.504095276913,5346.1122702048,6201.291188257236,7027.051182578161,7302.841114485064,1329682.2579462724,1986560.5279730454,2650184.0509777055,3365536.445101963,4404190.863771893,5408754.2774765715,8601784.68842788,12043909.326260982,21618567.549183946,21618566.968411338,1887274.8763912902,2724080.6579128467,3721884.899364611,4844701.391516928,3867999.1283319746,5085750.786900774,7934368.238510088,11910487.600596761,30065966.49840897,46970016.89394189,800830.2265783452,801555.3912250341,889390.4911955964,940813.7213665338,1253792.7973538355,1252200.970682509,1104299.5093632916,913120.8776496582,1874711.7919247656,2268669.2041276805,863.7991338211167,1699.73863270852,7234.072798819507,3365536.4458345775,5408754.277175455,21453023.62410031,4853814.493107324,29934254.02819774,940835.253794667
ep_05,2198115.840787937,2551.0029972672924,1701.796052171571,860.3613086101184,0.0,853.0513871959458,1700.9725551642175,5244.718069155931,6052.137460708833,6834.457002711696,6936.312115835949,1329683.7227396227,1986561.4065884259,2650184.8569348087,3365537.0493113045,4404191.258333271,5408754.60562678,8601785.17441583,12043909.686165985,21618568.29815312,21618567.610535055,1887301.714156679,2724099.217812067,3721898.711423754,4844711.838473453,3868012.0018270668,5085760.672247697,7934374.291031461,11910491.7758937,30065968.10019519,46970017.91058128,800895.6098503313,801620.2051314823,889416.5830419188,940838.6730393006,1253834.332226618,1252242.4503198934,1104343.2710336763,913174.8177125568,1874737.639792583,2268690.5247561117,32.847951788395726,853.6813323256351,6848.85007565651,3365537.0515257707,5408754.60609009,21453025.524612524,4853825.018169401,29934255.607810594,940864.0985067225
ep_06,199574.38828957037,662.5785185278152,496.6289529593942,333.5594605868819,176.24971332409527,0.0,166.45356355222683,5029.147368431577,5283.021464442459,5495.596339240605,5162.922286297497,118574.17074857498,177088.2755591322,236298.62979364846,300079.05967609404,392602.19709179894,482268.23886086256,766893.9117700447,1073797.7850321329,1927004.4354086563,1926999.9716157115,170403.80786981218,245089.63420181363,334364.34587730555,434907.6089420204,347492.35617926955,456493.10390982206,711732.9869723871,1068099.017838699,2696254.428149136,4212109.175249221,74765.30885735789,74825.25383960154,80838.6760790018,85396.53740569003,114271.36296052027,114125.76490746166,100902.08798131038,84144.24493199404,169372.67231101048,204502.42929350352,186.8945111340385,8.43630559942614,5095.721471430939,300079.06947618484,482268.2387599857,1912533.4787766843,435728.50658316177,2684441.6642194623,85559.10410713215
ep_07,197343.25291053604,829.384536127362,663.6235079208448,498.5211646892422,334.4274000108821,168.68896768857573,0.0,1352.6386647120942,1450.1563471395898,1548.9190164906747,1501.0051005015562,118575.25537792,177088.92557784097,236299.126764643,300079.40291876794,392602.42601536,482268.4105455743,766876.4925517692,1073785.675296796,1926973.937789054,1926973.6261431447,169313.392918756,244332.713848131,333798.8864662287,434479.36181438743,346959.4304097225,456088.83699887764,711484.2662755302,1067933.3333804032,2696187.704380483,4212066.542755248,72246.18521864625,72307.95467049656,79824.38897042659,84432.48253831324,112640.9185505211,112498.23854154166,99132.5587682655,82014.15081246242,168303.61152557857,203605.97612647858,336.05381420338904,166.8565135209119,1479.9970310872113,300079.40530046076,482268.41021810647,1912455.8233319677,435296.76659233763,2684376.1807295685,84443.85679724455
ep_08,880534.8276373158,8292.281757546425,7934.377733752398,7615.775471097521,7412.481737787528,7199.548610113283,7091.074559461452,0.0,868.8879725628777,1703.2196190407626,2183.6665168154286,500311.35898469866,744392.5261952999,995674.2444505789,1264330.6727154723,1650277.2063799305,2032476.3714107894,3227493.512966491,4520706.508486109,8092244.430796575,8092243.484987552,755851.5291173502,1090853.799636769,1490344.9720351945,1939900.029677579,1547681.6655142482,2033969.0047251154,3173169.6892066007,4760851.72969241,12038492.068915268,18806908.87277889,321013.96806622425,321297.18313022266,355902.12706432666,376504.6739877048,501521.9736968862,500883.51281687577,441829.2379308066,365144.23296329804,750400.8863410085,907875.7606381149,7425.867081514493,7192.627325826648,2183.524351143374,1264330.6255323745,2032476.2970587984,8041967.6805482535,1943549.6121538426,11985754.607097233,376539.8432207233
ep_09,881058.6287032685,10118.491622322455,9773.451253425736,9433.563056668536,9285.260755292202,9014.579923999783,8869.500004028125,944.0946641548638,0.0,877.0256265653412,1520.3220847364305,500345.15580312477,744415.0413721713,995691.2779437378,1264343.5953226958,1650287.336695762,2032484.6764462292,3227494.4715209077,4520707.250250326,8092247.87469125,8092246.11377778,756058.1747941045,1090996.9315187535,1490452.4337570115,1939980.970934878,1547782.05321188,2034045.3071479453,3173215.9111683634,4760882.798185239,12038504.47922245,18806916.783917714,321504.10951930995,321785.9617737071,356034.5642778407,376631.15120148385,501834.9947474233,501195.6923679192,442161.5777380574,365548.1436322274,750600.980252009,908043.5155477809,9312.619510737011,9004.868782535903,1584.8469991952982,1264343.400920854,2032484.512443783,8041982.061769234,1943631.470562073,11985766.703981472,376700.0793281724
ep_10,882734.3640579835,15104.941064414865,14840.477912394757,14534.62254894585,14528.269452946764,14235.876799570793,14092.914557117354,2227.3524687615472,1036.8708517673665,0.0,1555.3757970936408,500470.87665362516,744499.3478997147,995754.3721882724,1264392.0965720098,1650325.213446945,2032515.4907170918,3227495.6600471255,4520708.175959869,8092258.070264944,8092253.695114647,756712.20063133,1091450.2088011426,1490793.1064363613,1940237.538373442,1548100.738274358,2034287.069882633,3173362.3312676796,4760980.65194777,12038543.888701588,18806941.93170243,323042.9978955549,323322.58165677986,356441.71240466775,377019.5304153595,502820.3445868859,502178.37717043393,443211.65416662954,366819.4433009253,751235.7909303317,908577.2509882996,14575.356152640816,14213.164454062355,1802.8205071684583,1264391.4902137578,2032515.1213762572,8042027.322334018,1943891.0287374903,11985805.068689507,377194.0078242642
