,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,90790.20041363624,90750.25224408247,90725.3326416882,90705.37182227985,90722.41427199621,90764.69881235714,38271.66374343715,38035.62816926017,38049.811648784016,38395.69097702368,91168.44237125921,91334.10848312163,91749.44970264798,92331.18260517201,93138.76108115596,94434.54699089135,55344.909037347934,68938.89721681876,106670.7464510501,106746.86739314577,10102.526891111209,10057.570564448322,9928.976032677052,10115.081950719657,9817.621227133417,10461.38694329715,11855.188201064875,16440.98245612658,22661.607449758812,34186.53611840391,11084.974923794802,11480.41395452823,14804.178948117176,14845.689751669554,10921.248974052047,11533.982670137588,10435.122661567118,10820.89582919722,9703.808454689915,10470.989113320531,90688.6882510791,90657.48813875465,38414.592143032634,92289.39649862408,94199.33889532607,103197.18156185166,10046.800352074935,22655.31397807966,14239.60539144762
ep_02,1848272.3910900438,0.0,787.2242292084788,1575.2350447030722,2363.077332098156,3148.46584811216,3935.6969576769693,6476.231241056333,7337.265339515105,8155.6915295677045,8418.645897204033,1164642.435182844,1743488.9362915077,2314298.174648492,2968984.246651895,3828119.9556552623,4781049.553993377,7500604.12402806,10661889.163571471,19001884.67272283,19001883.926120892,1586952.8311673966,2290730.122534681,3129441.579953183,4073536.188839564,3254043.3965773443,4280040.0885916585,6677491.1839531865,10026018.590004273,25278527.18463772,39487758.4044244,673539.044822621,674199.3663701271,748300.2626462891,791797.1536580845,1055672.7841006212,1054377.8583154222,929259.0663583438,769210.0941572089,1577168.4859538828,1907934.3106813123,2364.4062940589356,3148.4780811759297,8351.56767766259,2968984.2481514583,4781049.553929691,18894230.046702284,4081148.977813893,25173557.136044372,791826.0152753795
ep_03,1848271.5130685729,787.2242292084788,0.0,788.7962252077772,1576.5546429514336,2361.2628913099284,3148.4904023532745,5926.465786002892,6765.90306709849,7564.247616404404,7767.669692077659,1164642.8205479458,1743489.106640176,2314298.415179367,2968984.4202681887,3828120.03159717,4781049.625579665,7500604.164227975,10661889.196442205,19001884.689497467,19001883.94281859,1586952.8582529132,2290730.106810387,3129441.520890836,4073536.137882747,3254043.199779832,4280040.068464554,6677491.148029512,10026018.711325223,25278527.15291873,39487758.37743735,673541.2908078441,674201.0872576602,748302.192043836,791799.1509421418,1055674.0385291346,1054379.1261832558,929259.090536661,769211.1590182306,1577168.0484873396,1907933.60871378,1578.5459094119158,2361.279202634447,7694.918867492366,2968984.421767752,4781049.62551598,18894230.070146956,4081148.9174498124,25173557.113454536,791828.0124866371
ep_04,1848248.4911625602,1575.1947601736395,788.715773469657,0.0,797.5360958800796,1574.8893727967613,2361.8644702204474,5305.416240655308,6109.092837480119,6878.33653553553,7041.095265326497,1164643.739097375,1743489.6331537548,2314298.9236829984,2968984.801052843,3828120.2696182877,4781049.827245755,7500604.169320318,10661889.208375387,19001884.4741119,19001883.769627184,1586942.5067927383,2290722.9011360053,3129436.085534859,4073532.022174002,3254037.9576356523,4280036.209279765,6677488.765112416,10026017.26951065,25278526.490307994,39487757.947413936,673519.0832688257,674178.3785368645,748295.6054485544,791793.0527105045,1055659.7409362344,1054364.8100774223,929242.2494866077,769191.8494842909,1577157.4627959467,1907924.395723506,803.1597797962029,1574.8423576994533,6965.872230985732,2968984.8019420826,4781049.8268453665,18894229.410205007,4081144.755663119,25173556.47310426,791820.3068519091
ep_05,1848317.588984045,2363.2272795186973,1576.7793883092604,799.2405939572843,0.0,791.4020765277959,1576.254217477068,5297.842654640372,6061.392487041496,6792.3695411631315,6780.856791438264,1164645.1906506447,1743490.5157122,2314299.7017686646,2968985.3986958745,3828120.670318155,4781050.157971512,7500604.734167957,10661889.598820398,19001885.36922994,19001884.534533314,1586976.4749748476,2290746.3988926904,3129453.5876679514,4073545.2603108673,3254054.263797657,4280048.745833755,6677496.426856262,10026022.517603561,25278528.525659528,39487759.24110677,673601.297015457,674259.9890422274,748327.9115543838,791823.9038771723,1055711.8640749333,1054417.0487105988,929297.5871067421,769259.7362097744,1577190.2680179696,1907951.5501306278,33.87605792974014,791.7205061354585,6686.4249184016335,2968985.4013743554,4781050.158551892,18894231.703635294,4081158.096100602,25173558.47758971,791856.1103556732
ep_06,203122.25036818764,683.5885490234109,512.7884374995062,343.9867368260149,180.45316924920903,0.0,171.3021413243082,4698.318286801777,4911.097105227466,5090.40157713745,4827.981366071869,120611.55059489513,179764.9512114882,239325.36463462774,306878.2891864416,395324.96220593527,494559.5595430096,774278.3630150696,1100525.9123969108,1957608.999979539,1957605.6971154301,173703.02308977908,250087.49205403042,341280.7726016843,443995.14562325604,354658.8328568744,466001.83864542394,726689.0754790376,1090403.139426818,2753179.212145036,4300710.784817207,75584.71497153537,75652.73016298913,82261.47047122508,86960.31680109786,116209.46735374833,116071.29108877356,102487.01778199652,85307.00755315926,172648.26266390033,208478.42669388725,188.71005927248845,7.466891040574092,4774.271209209188,306878.29644603806,494559.5593461664,1949933.8251733128,444826.91456160374,2741745.8841372626,87080.51001003207
ep_07,201505.6029153004,855.1722006322696,684.536685500347,514.497183289474,345.71642076922654,173.1633536966622,0.0,1414.7859822824253,1517.1711636739085,1619.415130415692,1563.7819783890452,120612.68277642806,179765.63198909303,239325.87152445904,306878.6429432862,395325.1984773797,494559.73261639266,774263.9030367866,1100515.9606569824,1957585.8329586748,1957585.499146797,172905.32774890168,249534.05006152217,340867.52720886545,443682.098209242,354269.7582265001,465705.62561217765,726507.0680049226,1090281.8850167228,2753130.3956128815,4300679.587802208,73733.68040509541,73803.12211924687,81497.23800442621,86234.471698403,115017.1304546608,114876.68201390275,101188.50278726476,83742.71525509043,171865.53893675224,207822.06699807497,347.4052605423446,171.60678125449712,1541.0842356450296,306878.6453354377,494559.73231796426,1949876.6474456415,444511.3767499728,2741697.959245468,86246.54737020018
ep_08,941916.4865964174,9294.076269423836,8954.024359646537,8652.644419302744,8464.589127980447,8286.49656385487,8186.875943641583,0.0,912.0785019732967,1785.5473918438342,2257.2409805328107,533666.0955320072,791022.8851469803,1056964.5465666566,1354476.3621836586,1742899.5891537725,2184922.722085849,3411782.616103603,4848992.182201227,8604509.411874255,8604508.37523339,808606.1439754885,1167080.2231363272,1594316.3085350618,2075245.5258914656,1655508.899521922,2175692.9940993404,3394353.0480263163,5091767.252190663,12877648.632313475,20116253.46307629,343282.4765554773,343611.73422141006,380637.797513763,402825.97451972787,536496.2589965718,535838.7718741231,472438.2843743637,390564.15985132207,802779.0875027808,970803.7773454529,8478.091567532747,8279.295361948469,2257.1619796935884,1354476.31296024,2184922.5883775665,8589268.692164144,2079124.2870144227,12824175.079866918,402864.19474418764
ep_09,942551.2696132198,11318.071286462995,10989.334557659704,10661.854251585235,10536.663285696304,10290.157282729844,10155.740248532398,1003.577185864527,0.0,926.9559967423496,1580.9583160253094,533705.4095105064,791049.232911316,1056984.3889065685,1354491.317365265,1742911.4962807726,2184932.3503424134,3411783.6106553534,4848992.906433954,8604513.565286314,8604511.529252991,808856.3135874822,1167253.5032304986,1594446.442672209,2075343.5436348156,1655630.2496562079,2175785.654847055,3394409.023046572,5091804.826596463,12877663.670365214,20116263.05320605,343875.2197763657,344202.97648487904,380796.79362614366,402977.70787773526,536873.9233430652,536217.2916138894,472840.78703233355,391052.78859909286,803021.4851019689,971007.2451454247,10566.192843378089,10282.27980088262,1656.1749465668554,1354491.0939745135,2184932.097755785,8589286.124849845,2079223.4221021025,12824189.731834639,403056.8863999113
ep_10,944775.6607377257,17139.772291312267,16891.138754275595,16586.94456846027,16627.467865210136,16335.265127841394,16202.640400478263,2453.577310183511,1135.3052214655615,0.0,1754.941377821184,533860.7084737073,791153.8423364838,1057062.6076842914,1354550.8622879768,1742958.6693611,2184970.24073007,3411784.845213375,4848993.8256633505,8604527.06150525,8604521.517366154,809723.5816845585,1167854.5873190372,1594898.318292225,2075683.8534734314,1656052.0852540652,2176107.2469807877,3394603.224014514,5091934.550392035,12877715.956401108,20116296.425778307,345914.1188109285,346239.01700670714,381331.41927667195,403487.42840960016,538176.7010299729,537523.1171463246,474233.40126506484,392737.3621610192,803863.4503791209,971715.7991095189,16682.752659284095,16315.645739078444,2043.1287526467333,1354550.1057998585,2184969.639505089,8589346.202856306,2079567.718026548,12824240.614436168,403707.3288473849
