,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,92996.69892865408,92912.49553901957,92860.2649062739,92829.78594371704,92799.04062759319,92837.98867868347,39400.32556199552,39285.34601532217,39466.76537115097,40030.99916369619,93325.91709212119,93501.62858626696,93950.98400575144,94542.42389142982,95531.0834474624,96823.32907726534,57282.741857146175,70590.34814815271,110291.18282800417,110369.81849448063,11104.080006438564,11011.551408442263,10796.235387114744,10948.873134916159,10251.169973575674,11157.173985578609,12413.64494923061,17987.49700223549,22246.763991273514,33156.7791953018,12987.975274251628,13485.235274188271,16545.344122891944,16665.176392518402,12663.804026871914,13624.765757251917,11404.472000694741,12272.009455410305,10128.070426760625,11365.538844149743,92813.96302036484,92743.22586652443,40053.07499223803,94499.4607501144,96569.22143974046,106803.38924382387,10861.453123677271,22283.424316431603,16093.057234418446
ep_02,2760982.243428798,0.0,934.6512843161478,1869.9318894138275,2805.077728007281,3735.622927369842,4670.286661362684,7057.3716547376,8049.109095940098,9004.858322255379,9491.711410573393,1680179.5200799569,2487905.364923935,3334951.2649986353,4283849.512237225,5579129.90183461,6899917.567557498,10826180.407879159,15175481.220459761,27308990.978942145,27308990.488238998,2370769.6281188345,3421947.937058936,4674922.9919862,6085601.69165693,4857756.091088752,6385563.999389395,9967208.826727478,14958269.391415551,37767869.910112366,58993677.496427536,1005674.5379130009,1005992.8588762692,1115996.957971066,1182192.1877319992,1574172.748524231,1572446.0734701585,1385510.2908554475,1146432.1054612033,2353915.3372689765,2847659.1395310797,2806.141295186471,3735.6312414083254,9435.878070092629,4283849.513223432,6899917.5675157495,27070043.720899165,6096836.969160488,37597323.845446214,1182210.4667310405
ep_03,2760981.4166224757,934.6512843161478,0.0,935.9092911309798,1870.9879592860473,2800.97843881909,3735.6435873879545,6340.204568393722,7309.7681555426125,8245.294452400323,8674.263464868534,1680179.947172651,2487905.545173155,3334951.469540174,4283849.675849694,5579129.987579118,6899917.6342954645,10826180.449045554,15175481.25792152,27308990.996506594,27308990.505732585,2370769.653357284,3421947.921889915,4674922.9361074595,6085601.6434344025,4857755.9033649275,6385563.982860799,9967208.793651406,14958269.506686773,37767869.879967,58993677.47069856,1005676.6577899123,1005994.4876479413,1115998.782593908,1182194.0733803094,1574173.9308080783,1572447.2793224447,1385510.308829695,1146433.1149061266,2353914.9251025696,2847658.476897671,1872.5821349627581,2800.9895271178907,8613.132769788177,4283849.6768359,6899917.634253716,27070043.74603845,6096836.912041558,37597323.82390792,1182212.3523501954
ep_04,2760966.586680334,1869.8995316732066,935.8446392057845,0.0,942.9167668053157,1866.9951662197416,2801.437577494386,5568.6038983009885,6501.323648150626,7407.576276603303,7794.247019620705,1680180.8948995974,2487906.077027208,3334951.9361547567,4283850.042356215,5579130.230034689,6899917.827922243,10826180.493347457,15175481.300135938,27308990.870784566,27308990.407906897,2370763.1882534535,3421943.4101311886,4674919.516642915,6085599.053055221,4857752.558451662,6385561.561052619,9967207.293025527,14958268.644079197,37767869.455567315,58993677.19310993,1005663.4773467765,1005980.8209279145,1115995.4292363112,1182191.0408132744,1574165.370275662,1572438.7175333397,1385499.7693727734,1146421.3652606802,2353908.164308979,2847652.4885463496,947.4391734933427,1866.9022481351637,7730.511715381852,4283850.042940705,6899917.827694949,27070043.327809695,6096834.289263751,37597323.41638492,1182208.2951160825
ep_05,2761010.4057217767,2805.1975753685665,1871.167635591361,944.2872620289498,0.0,935.2489735838255,1868.1513067605727,5379.197084221867,6256.782792614821,7114.518983233654,7322.954299174041,1680182.3631361835,2487906.9604023076,3334952.665897691,4283850.618130055,5579130.629557769,6899918.147862861,10826180.932090329,15175481.613546863,27308991.4890723,27308990.94028205,2370785.006951023,3421958.4937666985,4674930.734711633,6085607.537102069,4857762.974988197,6385569.62229632,9967212.209304607,14958272.05727589,37767870.75298861,58993678.01562304,1005716.9722258601,1006033.8085172763,1116017.0877946778,1182211.7425000765,1574199.276162364,1572472.726302226,1385535.3922801407,1146465.4045234788,2353929.1230107327,2847669.7307752348,33.01571685560459,935.6975114428011,7240.907430898172,4283850.619891819,6899918.148176364,27070044.877137467,6096842.835363211,37597324.69750983,1182232.144317782
ep_06,206373.6382788079,693.2145241846791,519.5278725912356,347.86120237698077,181.56102077350576,0.0,174.14699166187748,4462.290856721281,4689.041423011994,4881.191226472983,4599.12581250148,122751.56107545304,181582.70572403085,243541.98582937033,312863.7693976002,407186.85445705295,503940.47066049685,790365.5318894737,1107974.7154872278,1992715.5073450077,1992712.171012045,176464.52858974677,254054.75866809205,346705.0512809108,451079.4308063034,360249.6748853198,473196.6812065437,738257.3657249721,1107609.510459477,2797379.731827448,4369477.533736018,76795.65486945111,76816.56027676591,83459.62121467898,88321.53104360074,117980.4342867764,117855.88824797326,104004.44437898899,86582.5485555336,175316.36383453375,211725.26993976597,189.9257304676585,7.083141246210161,4541.240927919975,312863.776684475,503940.47050961904,1975978.8193679021,451914.33757321216,2784746.9923431394,88443.34299551339
ep_07,204762.04397711155,867.7048961214985,694.1860626881414,521.2010297052658,349.8100315687225,175.96225452131605,0.0,1472.4764907653187,1579.3595690463667,1684.428925574006,1620.019812648621,122752.72615843732,181583.40429975372,243542.48776758614,312864.1227544919,407187.0926392395,503940.6423006656,790352.8341298699,1107965.8794170842,1992693.5222727065,1992693.1614420116,175679.68994416302,253510.19502292326,346298.253529596,450771.38730192167,359866.8113734442,472904.95425357664,738078.4932762913,1107490.3283153786,2797331.738537119,4369446.863250421,74975.27835079496,74996.40625633734,82728.48289028848,87627.67235727429,116806.700245196,116679.47518562514,102727.13903165584,85044.1712073999,174546.40610944197,211079.46611768412,351.5703720017357,174.49211966818476,1595.2235770156537,312864.1251236036,503940.642019257,1975922.740694231,451603.76257628575,2784699.886592857,87640.68552753102
ep_08,903765.3556490979,9422.627626010544,9084.115157165741,8782.480578474104,8599.177214327221,8458.262728528034,8356.410048701297,0.0,906.3923721616187,1774.032914734836,2268.4143051848696,513500.55975708336,756366.0453839913,1016867.1721432814,1306773.8475138722,1695807.1636803483,2105133.635054922,3295357.8184848186,4621402.573521201,8291184.2482905425,8291183.172592623,775812.6686920997,1119625.5425669565,1529486.300828039,1990949.8165822246,1587962.9632641815,2086296.3689263698,3256411.2821573033,4884260.727434219,12355494.703395434,19299357.452997055,329445.38263071305,329541.6949246666,364871.03131772863,386539.6446472398,514439.30547151563,513874.6499503865,452920.6651227817,374560.8274553643,769807.9339873061,931027.7773632886,8612.944115820404,8451.717448606592,2267.897003170138,1306773.7835570443,2105133.5006672735,8233254.345059483,1994626.1785465542,12299702.362732444,386579.83670804906
ep_09,904368.8260092747,11284.796970637137,10951.835536533552,10621.806135940526,10489.40099340467,10274.624017532109,10134.543859569934,993.6096219572746,0.0,918.660569328868,1582.3567836289292,513538.45082383155,756391.5367703221,1016886.1886282841,1306788.1865013512,1695818.505381371,2105142.8618978704,3295358.867552077,4621403.3536990555,8291188.192802289,8291186.1733818,776050.3984427329,1119790.2173760578,1529609.9672868035,1991042.95540908,1588078.2635353259,2086384.5323228892,3256464.4676555516,4884296.460209947,12355508.98624578,19299366.560112502,330008.9062964496,330104.07743994484,365022.6096403454,386684.17240770365,514798.6042009566,514235.00088905875,453303.4088289922,375025.5110336374,770038.2962993258,931221.0629414232,10517.758550545479,10266.161876219436,1651.9416052213483,1306787.9607065038,2105142.6286631003,8233270.931731056,1994720.380795182,12299716.284404453,386763.2192568235
ep_10,906248.1909976453,16115.25813363209,15847.978603120342,15533.47982842814,15542.012451902896,15271.607874839548,15125.188886669945,2344.4648559877032,1091.2448479830557,0.0,1651.9500500734503,513667.5329837083,756478.9471948617,1016951.1022811763,1306837.4633985758,1695857.2782330809,2105174.2469650744,3295360.160595599,4621404.3309709905,8291199.548162634,8291194.585562424,776782.488248245,1120297.636969716,1529991.42074769,1991330.204352124,1588434.329628589,2086656.3235183188,3256628.3727494404,4884406.013778373,12355553.10362924,19299394.716368772,331730.89310358895,331824.5986921044,365473.9575485016,387114.1035828267,515899.46382519614,515339.14508704917,454479.89016944746,376448.6591020901,770749.1589598592,931819.1018593919,15593.279154448119,15252.184876998646,1913.7225980545672,1306836.7869398298,2105173.765474694,8233321.683012383,1995011.0027181634,12299759.232345076,387311.9650202672
