,ep_01,ep_02,ep_03,ep_04,ep_05,ep_06,ep_07,ep_08,ep_09,ep_10,ep_11,ep_12,ep_13,ep_14,ep_15,ep_16,ep_17,ep_18,ep_19,ep_20,ep_21,ep_22,ep_23,ep_24,ep_25,ep_26,ep_27,ep_28,ep_29,ep_30,ep_31,ep_32,ep_33,ep_34,ep_35,ep_36,ep_37,ep_38,ep_39,ep_40,ep_41,ep_42,ep_43,ep_44,ep_45,ep_46,ep_47,ep_48,ep_49,ep_50
ep_01,0.0,95179.7174553764,95109.55298769179,95065.84702410488,95038.50508627557,95054.03519975438,95107.36860947045,40192.8491180398,40035.27242755317,40161.69543642244,40658.15351192839,95472.61156524392,95648.38327475227,96102.37439209835,96635.44932415146,97562.53971832339,98577.81928645987,56482.95551536222,69669.60895881725,106731.82866613466,106815.15856848558,10953.491279750417,10872.393070633338,10676.98738266323,10841.738947496393,10350.356844249067,11188.450706235955,12429.14165221316,17422.93526646614,22648.62783808025,33878.86824583973,12690.861381796618,12871.823778624735,16314.388875155719,16424.12988447855,12387.044118457572,13036.913758258508,11253.166878007698,12024.736160903796,10260.391494148726,10978.582509005828,95021.94452144936,94976.51367756771,40672.83073410815,96592.4599582813,98433.78706482418,102830.92873770691,10758.101541355101,22666.845706923024,15823.104167926964
ep_02,1820075.6269970466,0.0,812.8646869456115,1626.4479578519758,2439.87734040209,3251.1998657650984,4064.07120667232,6500.709738396206,7379.517859881792,8218.915247699722,8542.543719542276,1124706.2397558475,1652962.8443111237,2209812.7778199855,2842721.5451053414,3692709.7494891845,4533980.060408623,7134361.344699812,10044447.630628532,18072725.887496166,18072725.148921363,1562508.747783242,2255412.7585641397,3081630.7027882775,4011335.3158675414,3202553.6259197155,4211264.093872166,6571234.861884582,9862018.145209681,24894797.212085012,38885611.767039515,662770.3048636077,663539.1312214806,736529.462655886,779361.7809492078,1038521.0813735679,1037138.3091482027,913577.1301569946,755792.0877573788,1552274.6686986273,1877588.7674867203,2441.0916258219195,3251.2158719314953,8480.092751405888,2842721.546579721,4533980.060381639,17902961.268019978,4018815.853284296,24778935.751043964,779389.3459093865
ep_03,1820074.6774588034,812.8646869456115,0.0,814.300903690584,1627.6536608847846,2438.351676620369,3251.2205563546445,5915.159861270578,6772.420167654636,7591.933938941087,7857.509038244841,1124706.6735240528,1652962.9867698164,2209813.0576109923,2842721.706557306,3692709.8367797085,4533980.143783437,7134361.394976262,10044447.682290113,18072725.899770297,18072725.16111231,1562508.776347356,2255412.740854573,3081630.6386058894,4011335.260518964,3202553.4079550984,4211264.07516334,6571234.822591342,9862018.27704252,24894797.177610487,38885611.737587765,662772.738999777,663540.9961941859,736531.5526607985,779363.9436840354,1038522.436499438,1037139.6897648071,913577.1533925388,755793.2449193583,1552274.195199118,1877588.0072546147,1629.4733287912284,2438.3730185567674,7789.567905747714,2842721.7080316856,4533980.143756453,17902961.295904193,4018815.7877340727,24778935.72596196,779391.5085677241
ep_04,1820052.5978774359,1626.411170036407,814.2274228798929,0.0,822.2923259535488,1626.2810001408518,2438.861631179137,5265.514419599984,6087.147556556874,6877.896800424525,7102.856619015035,1124707.6958331906,1652963.529682953,2209813.6366045624,2842722.098908674,3692710.103228906,4533980.373215656,7134361.421307252,10044447.720705183,18072725.68650499,18072724.989655375,1562498.929948345,2255405.8819618765,3081625.4591094907,4011331.3380642603,3202548.3829622203,4211260.4073778,6571232.549613628,9862016.92053259,24894796.543094795,38885611.32480025,662751.8923227517,663519.60729314,736525.6013584377,779358.4617695967,1038508.9678302973,1037126.2533704309,913561.1099048045,755774.9811217412,1552264.063832961,1877579.14582458,827.4399119010715,1626.2608297922986,7032.421321602378,2842722.0997820343,4533980.372994481,17902960.64897817,4018811.8199681877,24778935.113029182,779384.4887535679
ep_05,1820118.4430124704,2440.0136361638783,1627.8579631680818,823.8463759608354,0.0,816.7019814306581,1627.607153036282,5205.743421389584,5983.328249471044,6733.228998536668,6785.975797726895,1124709.306459517,1652964.4728989908,2209814.5163645674,2842722.731680331,3692710.549240288,4533980.748338147,7134362.011790482,10044448.144578813,18072726.574577566,18072725.749052577,1562531.421314604,2255428.3539376333,3081642.188033143,4011343.991090202,3202563.969955594,4211272.387796577,6571239.877606973,9862021.961317442,24894798.485393185,38885612.55838672,662830.8566836743,663597.9140059261,736556.8815443366,779388.3495709158,1038559.0611274163,1037176.3554277973,913614.1244235052,755840.1918390881,1552295.3993593717,1877605.042167785,32.89597816103471,816.9629176900977,6696.861873338555,2842722.7343143476,4533980.748683342,17902962.93499418,4018824.569244495,24778937.027848966,779419.1007766434
ep_06,202789.77952648743,684.1609968366712,513.1876765415394,344.4192059537318,180.94096787984265,0.0,171.45088531534938,4492.72003297278,4727.71614932,4926.3124422323035,4628.681202581208,122164.0816167232,179343.25586172883,239845.77741461332,308527.43072918785,400514.1131524336,492205.965900496,774306.7230882955,1089791.9168204898,1959923.382394786,1959919.802874137,173307.26942450792,249473.3634740039,340467.61178001255,442925.3045587578,353807.299387012,464866.09803913545,725002.6150542087,1087715.3927484734,2746664.0280556427,4290230.259608697,75555.66484454073,75635.56230446462,82098.15371463886,86781.94931806305,116037.7478104836,115885.02544420688,102249.71620119251,85141.22630744812,172281.98440794696,208002.94604540148,189.75947425005737,7.452076981478583,4567.616034022452,308527.4385723883,492205.9658955409,1942516.6114144567,443753.53043595096,2733880.142684126,86912.45687974768
ep_07,201055.59572153757,855.9045605256239,685.0987443938656,514.8379285768433,345.88389916058344,173.2849080000136,0.0,1409.4430457567876,1515.190383127034,1620.2012346093761,1560.4140866079097,122165.20289643404,179343.92383889374,239846.2830176727,308527.7688420986,400514.34377788706,492206.1368851268,774293.3557885297,1089782.6683929956,1959899.8837489812,1959899.530702821,172462.75966017044,248887.3810918043,340029.8882845766,442593.83985887625,353395.05885797937,464552.99421908194,724810.1761311177,1087587.1679281222,2746612.391800925,4290197.261474668,73598.53951078335,73680.27656070908,81316.1131022592,86038.93747664893,114775.19702659351,114622.9633298569,100876.26362598006,83486.97796569213,171454.08319247648,207308.3931368058,347.5172268371315,171.76349677944205,1536.84311836468,308527.7710835588,492206.13662804506,1942456.3855263975,443419.3405205188,2733829.4502031854,86051.80114319037
ep_08,951133.2971887799,9335.531627491642,8968.905069534094,8647.665889880695,8432.825373142254,8247.771557535334,8137.545501204526,0.0,944.7697844859691,1853.1219371262855,2346.879458557646,546641.9643985076,798995.9029783404,1070017.4277321806,1376210.1927008273,1781874.8659731688,2197645.027582754,3453439.5887844977,4854575.695884968,8714475.269065227,8714474.286461996,816398.1455815268,1178317.9406872888,1609900.9663171591,2095552.0357536217,1671552.1746524381,2196839.1533231973,3427888.5971963997,5141383.426591093,13004864.100242931,20313557.072068896,346440.8035746812,346835.86740308406,384425.3418823222,406819.25849116314,541728.1553256236,541004.6646449155,476686.196271936,394056.92356866546,810485.417549722,980102.107716687,8445.578865122465,8240.205087240962,2347.4461892820873,1376210.1677245898,2197644.9570633415,8653845.539978018,2099460.3553403593,12944339.781389996,406855.03367238847
ep_09,951737.1061575164,11330.617949966774,10975.07002012462,10625.755969295487,10475.078674882441,10217.857455069807,10067.864267174104,1025.1514723788105,0.0,953.5433943576419,1639.7339101992884,546679.9314645968,799021.5865044399,1070036.837048497,1376224.6732639263,1781886.3958465056,2197654.4520094865,3453440.662436847,4854576.507114122,8714479.245698743,8714477.318476273,816636.555833355,1178483.0687030207,1610024.9394000652,2095645.4171148916,1671667.8981769665,2196927.269894825,3427941.929143279,5141419.263440908,13004878.422577702,20313566.204351176,347006.4157437472,347399.83627121436,384577.96871599264,406964.9438341643,542088.7033366605,541364.936046927,477070.09895250614,394523.229020981,810716.3543775353,980295.8711625596,10504.089177131731,10209.986385247048,1714.1974929526693,1376224.4720875514,2197654.31186589,8653862.217186352,2099554.795393128,12944353.747818222,407039.76508856786
ep_10,953909.5231428589,17019.353029282112,16748.3667201902,16425.256336744696,16445.717147482563,16143.429039607574,15988.76343674475,2489.7423327286715,1152.0159946150443,0.0,1756.220706318385,546827.5667633447,799122.3113550756,1070112.0846341695,1376281.638076509,1781931.3456747353,2197690.903661405,3453441.991599312,4854577.524018109,8714492.416316552,8714487.06803029,817483.9341257174,1179070.3554537068,1610466.3632446337,2095977.8534459826,1672080.475837171,2197240.8077446315,3428131.6221118732,5141546.018455182,13004929.49014127,20313598.79851897,349000.08706168004,349390.2682977444,385101.12628907943,407463.76825443265,543363.227471553,542638.4755724861,478431.7538252548,396170.6849544644,811538.9468688191,980988.0501112087,16500.536129964563,16121.846477721094,2041.234104760642,1376280.912655326,2197690.6106087365,8653921.060350664,2099891.1233733837,12944403.479214625,407676.0889669007
ep_11,959791.8140313227,19354.42443334844,19084.63536054453,18670.431444740625,18917.285010879248,18465.97693129862,18292.529042238984,2426.0613190079703,1957.1678406145438,2616.940103547069,0.0,546906.0192060968,799175.7047584965,1070151.6416970473,1376309.6020480667,1781955.1430365127,2197710.445781534,3453444.0569286803,4854578.810592103,8714534.615413105,8714519.01815455,819878.0387804831,1180731.451554649,1611714.2377738727,2096918.625010241,1673248.6809721794,2198128.2889507865,3428670.097067965,5141905.341832272,13005074.41656425,20313691.333527867,354575.75588493614,354958.82946004986,386642.63480506145,408932.5578326513,546951.1006207031,546223.4943856305,482275.5165689888,400806.0778696579,813868.2014436659,982948.8830299467,19030.03978714761,18448.965173529577,497.23960930739474,1376308.026687993,2197709.904555131,8654089.760946061,2100842.4065872408,12944544.771822458,409536.7278369001
ep_12,45799.4900240377,284.6032572416076,301.59635326522897,352.6609216213205,423.0902528644387,489.36650402039015,573.3527069851284,5213.137032848288,5713.712681441381,6124.211068926595,5392.117807998716,0.0,171.19323807006216,337.74743995737765,540.2122467334073,766.3397015492329,976.0917592161054,6125.954117422787,6213.635077357034,15923.256236001436,14633.150127728022,29020.85138173951,29021.179759352493,29331.35146463644,29100.349162169186,28994.277835201854,28969.136318831603,28323.903325943968,28332.653438651498,28651.993595291326,28749.21123582365,29022.494076375475,29022.697063070063,18229.970319883683,18282.504568680077,28991.407732859116,28967.30372759812,28318.498892657342,28320.76046687381,28622.82654081578,28832.120738551417,433.04664894827283,489.54139959256247,5244.198300541922,551.6141988613349,975.9866802271341,26073.198725856248,29257.86946975176,28298.777990798633,19947.88088547257
ep_13,45802.571750671676,299.14249987632263,282.5324754184328,306.00701362416964,358.7639410869223,411.7806988954722,489.19458222810147,5204.422141614406,5704.057996375077,6113.6166432812515,5378.279765231369,135.05026203259018,0.0,135.87549319433595,310.6332088440081,455.13872211438985,617.9643419842348,6002.811174396436,5956.483108185179,15579.078623342542,14257.178631171351,29021.252947636716,29021.190970385276,29331.036879258765,29099.79761609418,28999.60014071934,28970.85085591088,28326.085062759856,28334.63925093499,28678.331136452493,28822.238244431985,29026.144922286807,29025.966903472643,18229.70445801514,18281.698916729845,28991.278827937767,28966.814103692766,28316.854679655604,28318.8559232831,28624.222420142745,28833.886256148795,370.4532406669627,411.9885321714064,5229.968890267618,330.0635443386648,617.7983534578243,25874.653287932877,29257.321622778087,28325.14184221821,19947.14249708853
ep_14,44850.06388985463,363.9409742969362,321.83751802973575,309.8313020232082,343.38698404054435,370.18833169415996,433.86996681244534,5069.76762638475,5559.0170881035965,5959.9648660577195,5236.895160765214,209.31062405706504,109.10993315154175,0.0,157.37876064666946,219.6331060129294,332.13925658797507,5796.428109884805,5666.208686908656,15031.183967040688,13715.346803164739,28415.482648031226,28414.962149343515,28717.926675781066,28490.49645591104,28384.66945341285,28360.108043089724,27725.578336323106,27729.741860335398,28004.775295993375,28034.994387795323,28416.09437710474,28415.584205758743,17841.42289207602,17891.859363836702,28383.831122258704,28359.56453213107,27723.759722426235,27725.389715528974,28019.252562344485,28223.53647639037,357.16061239139066,370.26833104476873,5091.1989330250335,187.7283918696735,330.5064956797389,25209.292123419185,28644.840175819336,27658.50921670155,19523.732926539327
ep_15,42175.15128158341,402.45918122313736,336.3954943016128,270.6166341100806,323.2191864690733,291.05692452319164,337.6990102335645,4678.530837953808,5137.9986616685865,5514.7234188890725,4833.258834107418,352.5009944182552,255.04685030459962,156.54231091946448,0.0,171.48167988962587,279.2337415345362,5364.629620864926,5251.48293775243,14091.704401595545,12854.094371345487,26683.214060710266,26682.186952314714,26967.282241369692,26752.616530115505,26657.458836935,26631.371855575297,26033.72636601204,26038.111636263355,26320.34572323669,26394.271626046706,26686.546073889735,26685.628420649184,16717.73825310204,16764.70722682331,26652.612883358255,26629.4955352668,26029.23972135797,26030.766043147494,26310.449357750196,26503.392497605393,347.46556284361975,290.39901360948807,4696.101775619975,36.57257791992436,268.7825460687946,23674.01014460624,26898.08224141946,25994.03547982601,18302.43356497448
ep_16,11190.303850471653,368.40252506349606,309.0757614062454,259.01200221483043,225.48894613859616,209.83218306948228,224.64460987254702,3656.5592684014746,3708.482612408077,3746.352564525657,3699.5628481101803,333.6319472544314,254.18608305980698,174.74580479814568,102.04243974107062,0.0,108.14815174650727,3723.3358013791853,3725.499080640537,5745.734950120598,5593.006063363294,8088.347642508362,8085.61432163868,8133.328621743339,8094.988861221898,8103.659558823196,8086.314804249265,7985.140454459758,7984.9337978849735,8072.360663957385,8169.634738596184,8102.2559722967335,8099.7634422738765,6532.853149672128,6537.771583911985,8082.731884507584,8078.887964285292,7971.835740784334,7973.837521219743,8038.61813067156,8077.37162026695,227.04603134902294,209.34112842904347,3690.840750327892,106.12780480197736,93.94251176864135,7611.313275168049,8120.192804508811,8016.224192257838,6752.169859287729
ep_17,16468.664546042244,614.47632223172,570.8337748681593,535.9691204739604,512.9339449945644,488.7868832979876,482.1825041368259,3434.179331384248,3590.0384230153313,3706.551597186309,3429.3031294603124,520.3191512375313,428.4354732634533,334.5143344774582,255.43545965918753,119.08155862082275,0.0,3628.9615933803548,3580.3239956861025,7244.051628766769,6814.700941062753,11404.072496839279,11400.113311801108,11492.54214348635,11418.358837856316,11660.959593729376,11519.316252844963,11357.221381551502,11307.967425761572,11497.26430220847,11906.55652769087,11552.811722480075,11550.192620409885,8193.701467124729,8205.322188350297,11425.946384047793,11434.603885365403,11220.272409538191,11221.878612815888,11449.88358987879,11542.78036273674,518.2164580037984,488.53846249881997,3373.3814459031823,267.49687695626625,15.545295779046304,10506.25552231108,11464.012366859452,11392.159091313868,8725.506936959731
ep_18,290748.3584011649,60035.91316249669,60034.86963998227,59742.33850442571,60507.443240955436,60022.06535936618,60008.99778953695,5469.441921732827,1842.2899821957383,1173.0186346892663,4422.088848830842,59961.051172622676,59959.8244399919,59879.44479592621,59285.346986926095,59912.652431687835,59998.04661641883,0.0,1126.4550339476812,69746.58987505437,60157.45961430606,169167.89172038724,169167.5125575646,171396.2720010217,169720.59268018653,168943.29073679645,168752.12103510412,164063.5139887871,164061.94505332288,165841.5593964014,165626.92658344292,169172.32864979026,169171.92511912543,91920.89334767683,92281.91934607404,168937.62407256424,168749.8075132164,164059.14941290012,164059.2853366421,166211.82455200172,167698.0836356763,60689.14353974526,59959.50596605068,5518.331313610063,59065.26506004419,59810.56038940733,145416.5887986936,170856.14413080172,163294.4727906233,104094.32799731955
ep_19,118081.20215273296,25476.690129587787,25473.780470412275,25362.66791992217,25646.10954155724,25461.00954826927,25452.860229366077,1849.3502771593323,554.9635362811066,1035.786609220126,1436.6977742378042,25441.24189508189,25437.382340181368,25407.60361856164,25184.091224404787,25412.16054906995,25441.78915050951,488.6348839438062,0.0,28757.347909759366,24906.782407478862,68902.02441672015,68900.87865109193,69798.2801449529,69122.21081037766,68986.31309321555,68822.73014320132,66935.49249908344,66895.41143742108,67559.24510584527,67477.3586556052,69004.21188954006,69002.9372066679,37845.245533731366,37988.54120073855,68843.37696605461,68767.58531156917,66841.09221165038,66841.0392809394,67823.24841654953,68440.61976687689,25713.465916340592,25431.818704016372,1862.0379022874529,25099.758134007287,25364.085386263567,59329.750188376485,69579.86011046353,66532.87076590932,42724.034495604115
ep_20,26708.5562251302,24325.19604361389,24324.501084645584,24239.948068286656,24455.848330839963,24290.478127326125,24187.59472945316,11353.287515979375,10867.124051823354,10528.2026826747,11379.61016509297,24319.20695278164,24318.23019784269,24297.984816201453,24128.385989923212,24199.946131729615,24114.808630463587,10668.283599525028,10905.514164802216,0.0,1374.1591656681137,12596.710558432145,12595.34126042342,12868.399392515501,12660.231689174578,12656.08355810029,12639.693850294025,12126.998411355213,12106.58306204663,12196.128917635902,12170.143171952579,12651.963205649612,12650.562184401564,4787.101443313863,4813.505800919017,12585.427941502394,12611.3839573331,12073.896947273626,12073.848541564097,12304.113218367389,12486.560150279753,24504.84407441247,24235.655868136255,11553.748392110436,24065.737949473052,24125.912959212572,9761.399405398584,12793.159888801907,11893.506965403167,5646.141942656262
ep_21,13938.84612019037,13462.690985910625,13461.268165936155,13404.875051235906,13536.907682115976,13374.531446736313,13099.85752801429,5610.409812297189,5411.88157120838,5309.784651992713,5774.4111518764375,13487.627225851556,13485.69920037626,13460.323553982058,13358.357542311289,13214.004284312801,12943.831489436696,5356.073701081236,5502.312882947619,844.3317184418236,0.0,7198.321350345592,7195.6123042380095,7336.543080382269,7226.022306560602,7344.72145635502,7320.706747055788,7067.173303281649,7031.763865794335,6986.7198073904265,6973.504019738406,7294.579242631951,7291.840545965585,4053.7888919341553,4050.4200784061613,7222.290406275179,7271.718639118696,6975.66022129722,6975.2539904068035,7121.033923096144,7222.159806263961,13564.803916409672,13252.152287043378,5875.693264708301,13310.493027633105,13064.055192203103,5757.9401248410695,7292.262589864352,6834.0748440395055,4287.306882115435
ep_22,32166.186605959578,186696.72163410296,186698.83065579916,186692.6027091787,186722.27280711583,186650.31760248265,186638.42898377858,73714.82968462346,72888.42671526455,72538.4913374809,73387.11851788672,186017.13664665946,187044.32266241853,188519.45974657076,190601.0915799412,194519.0137181699,198396.90179960045,133786.1141463596,176087.55961130586,295280.19806110783,295493.40811223903,0.0,1411.6895983915265,3048.466183450916,4717.623816761458,8556.892787093948,11646.994200954281,17798.35894620659,30206.02960825021,38047.42109860282,60334.276818206214,4507.22989098732,4295.825045623979,20123.069910913593,20142.650240590374,5181.415172627024,5896.588996106028,6039.3729971063085,6740.911770903084,9071.119048746483,9548.318681357761,186695.88424312722,186449.27032053264,73496.80965598515,190498.40034906095,198156.12095390487,286881.078148191,4746.220488675267,37875.87488592302,17119.252928865695
ep_23,31796.983639271144,185772.49621674823,185770.03472658162,185762.98214213314,185795.7944242846,185728.40503430326,185727.02801300224,73254.31039598316,72469.19361550044,72173.7115535477,73091.98970779154,185355.62785001905,185607.9718268228,186053.99621054283,186570.57375069737,187576.69328651763,188611.51734030904,91675.98961829017,108640.0099961791,152276.95895061415,152685.06597210292,1001.191235043218,0.0,1200.677951573871,2144.8793940649066,5117.3925408986315,6478.829277271621,9426.133632354442,15534.60849498235,16944.455076401195,26475.53076336444,3976.789611302137,3412.9680983861335,20064.163485340003,20075.38799686718,4180.936403280056,4884.5446283923375,4834.810274170607,5760.892266601164,7135.50594775103,7984.392573662394,185769.2742538959,185526.35871632263,73202.12308870329,186465.66282763804,188358.22812192724,145813.48256072434,2192.6111008245216,16882.847585058185,17040.06060295796
